REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
Globe,C1GOHTF03,C1_S_HEAT,1,2019,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2020,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2021,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2022,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2023,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2024,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2025,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2026,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2027,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2028,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2029,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2030,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2031,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2032,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2033,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2034,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2035,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2036,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2037,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2038,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2039,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2040,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2041,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2042,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2043,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2044,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2045,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2046,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2047,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2048,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2049,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2050,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2051,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2052,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2053,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2054,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2055,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2056,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2057,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2058,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2059,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2060,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2061,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2062,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2063,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2064,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2065,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2066,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2067,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2068,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2069,1.0
Globe,C1GOHTF03,C1_S_HEAT,1,2070,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2010,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2011,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2012,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2013,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2014,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2015,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2016,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2017,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2018,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2019,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2020,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2021,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2022,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2023,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2024,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2025,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2026,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2027,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2028,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2029,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2030,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2031,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2032,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2033,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2034,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2035,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2036,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2037,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2038,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2039,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2040,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2041,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2042,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2043,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2044,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2045,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2046,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2047,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2048,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2049,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2050,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2051,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2052,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2053,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2054,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2055,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2056,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2057,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2058,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2059,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2060,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2061,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2062,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2063,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2064,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2065,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2066,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2067,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2068,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2069,1.0
Globe,C1HFGCP00,C1_S_ELC,1,2070,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2010,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2011,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2012,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2013,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2014,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2015,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2016,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2017,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2018,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2019,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2020,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2021,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2022,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2023,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2024,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2025,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2026,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2027,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2028,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2029,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2030,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2031,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2032,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2033,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2034,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2035,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2036,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2037,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2038,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2039,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2040,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2041,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2042,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2043,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2044,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2045,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2046,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2047,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2048,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2049,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2050,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2051,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2052,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2053,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2054,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2055,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2056,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2057,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2058,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2059,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2060,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2061,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2062,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2063,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2064,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2065,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2066,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2067,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2068,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2069,1.0
Globe,C1HFGCPCH,C1_S_ELC,1,2070,1.0
Globe,C1HFGCPCH,C1_S_HEAT,1,2010,1.4242
Globe,C1HFGCPCH,C1_S_HEAT,1,2011,1.4137
Globe,C1HFGCPCH,C1_S_HEAT,1,2012,1.4031
Globe,C1HFGCPCH,C1_S_HEAT,1,2013,1.3926
Globe,C1HFGCPCH,C1_S_HEAT,1,2014,1.382
Globe,C1HFGCPCH,C1_S_HEAT,1,2015,1.3715
Globe,C1HFGCPCH,C1_S_HEAT,1,2016,1.361
Globe,C1HFGCPCH,C1_S_HEAT,1,2017,1.3504
Globe,C1HFGCPCH,C1_S_HEAT,1,2018,1.3399
Globe,C1HFGCPCH,C1_S_HEAT,1,2019,1.3293
Globe,C1HFGCPCH,C1_S_HEAT,1,2020,1.3188
Globe,C1HFGCPCH,C1_S_HEAT,1,2021,1.3091
Globe,C1HFGCPCH,C1_S_HEAT,1,2022,1.2995
Globe,C1HFGCPCH,C1_S_HEAT,1,2023,1.2898
Globe,C1HFGCPCH,C1_S_HEAT,1,2024,1.2802
Globe,C1HFGCPCH,C1_S_HEAT,1,2025,1.2705
Globe,C1HFGCPCH,C1_S_HEAT,1,2026,1.2608
Globe,C1HFGCPCH,C1_S_HEAT,1,2027,1.2512
Globe,C1HFGCPCH,C1_S_HEAT,1,2028,1.2415
Globe,C1HFGCPCH,C1_S_HEAT,1,2029,1.2319
Globe,C1HFGCPCH,C1_S_HEAT,1,2030,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2031,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2032,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2033,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2034,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2035,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2036,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2037,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2038,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2039,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2040,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2041,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2042,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2043,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2044,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2045,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2046,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2047,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2048,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2049,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2050,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2051,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2052,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2053,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2054,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2055,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2056,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2057,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2058,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2059,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2060,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2061,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2062,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2063,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2064,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2065,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2066,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2067,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2068,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2069,1.2222
Globe,C1HFGCPCH,C1_S_HEAT,1,2070,1.2222
Globe,C1HFMRF00,C1_F_MOT,1,2010,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2011,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2012,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2013,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2014,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2015,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2016,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2017,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2018,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2019,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2020,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2021,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2022,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2023,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2024,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2025,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2026,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2027,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2028,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2029,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2030,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2031,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2032,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2033,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2034,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2035,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2036,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2037,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2038,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2039,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2040,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2041,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2042,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2043,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2044,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2045,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2046,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2047,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2048,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2049,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2050,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2051,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2052,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2053,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2054,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2055,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2056,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2057,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2058,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2059,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2060,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2061,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2062,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2063,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2064,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2065,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2066,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2067,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2068,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2069,1.0
Globe,C1HFMRF00,C1_F_MOT,1,2070,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2010,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2011,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2012,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2013,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2014,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2015,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2016,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2017,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2018,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2019,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2020,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2021,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2022,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2023,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2024,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2025,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2026,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2027,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2028,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2029,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2030,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2031,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2032,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2033,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2034,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2035,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2036,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2037,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2038,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2039,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2040,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2041,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2042,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2043,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2044,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2045,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2046,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2047,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2048,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2049,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2050,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2051,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2052,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2053,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2054,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2055,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2056,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2057,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2058,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2059,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2060,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2061,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2062,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2063,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2064,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2065,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2066,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2067,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2068,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2069,1.0
Globe,C1HTOOTFI,C1_F_HEA_I,1,2070,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2010,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2011,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2012,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2013,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2014,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2015,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2016,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2017,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2018,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2019,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2020,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2021,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2022,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2023,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2024,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2025,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2026,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2027,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2028,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2029,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2030,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2031,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2032,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2033,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2034,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2035,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2036,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2037,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2038,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2039,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2040,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2041,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2042,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2043,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2044,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2045,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2046,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2047,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2048,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2049,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2050,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2051,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2052,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2053,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2054,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2055,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2056,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2057,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2058,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2059,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2060,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2061,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2062,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2063,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2064,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2065,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2066,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2067,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2068,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2069,1.0
Globe,C1HTOOTFR,C1_F_HEA_R,1,2070,1.0
Globe,C1HYDMP00,C1_S_ELC,1,2010,1.0
Globe,C1HYDMP00,C1_S_ELC,1,2011,1.0
Globe,C1HYDMP00,C1_S_ELC,1,2012,1.0
Globe,C1HYDMP00,C1_S_ELC,1,2013,1.0
Globe,C1HYDMP00,C1_S_ELC,1,2014,1.0
Globe,C1HYDMP00,C1_S_ELC,1,2015,1.0
Globe,C1HYDMP00,C1_S_ELC,1,2016,1.0
Globe,C1HYDMP00,C1_S_ELC,1,2017,1.0
Globe,C1HYDMP00,C1_S_ELC,1,2018,1.0
Globe,C1HYDMP00,C1_S_ELC,1,2019,1.0
