REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,FUEL,YEAR,VALUE
Globe,ID,C1BMBRFH1,1,C1_F_HEA_R,2031,0.35551109
Globe,ID,C1BMBRFH1,1,C1_F_HEA_R,2036,0.02343459
Globe,ID,C1BMBRFH1,1,C1_F_HEA_R,2037,0.02343459
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2010,2.20752
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2011,2.20752
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2012,2.20752
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2013,2.20752
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2014,2.20752
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2015,3.3112800000000004
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2016,4.5727199999999995
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2017,5.83416
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2018,7.0956
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2019,8.6724
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2020,10.2492
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2021,11.825999999999999
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2022,13.4028
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2023,14.9796
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2024,16.5564
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2025,15.925679999999998
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2026,17.50248
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2027,19.079279999999997
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2028,20.04578
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2029,20.496484
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2030,20.696949
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2031,20.666517000000002
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2032,20.864779000000002
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2033,20.940957
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2034,20.894581
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2035,20.867687
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2036,20.785708
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2037,20.74421
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2038,20.743496
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2039,20.743496
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2040,20.743496
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2041,20.743496
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2042,20.675804
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2043,20.732525
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2044,20.803582000000002
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2045,20.817409
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2046,20.83983
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2047,20.871010000000002
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2048,20.956879
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2049,21.003256
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2050,21.03015
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2051,21.112129
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2052,21.153627
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2053,21.154341
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2054,21.154341
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2055,21.154341
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2056,21.154341
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2057,21.222033
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2058,21.775610999999998
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2059,22.421047
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2060,22.679795000000002
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2061,22.644106
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2062,22.614914000000002
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2063,22.768227
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2064,22.768227
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2065,22.768227
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2066,22.768227
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2067,22.442969
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2068,22.407414000000003
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2069,22.371726000000002
Globe,ID,C1BMBRFN1,1,C1_F_HEA_R,2070,22.336171
Globe,ID,C1BMCHP00,1,C1_S_ELC,2011,0.86045976
Globe,ID,C1BMCHP00,1,C1_S_ELC,2012,0.49466577
Globe,ID,C1BMCHP00,1,C1_S_ELC,2013,0.66600657
Globe,ID,C1BMCHP00,1,C1_S_ELC,2014,0.78004296
Globe,ID,C1BMCHP00,1,C1_S_ELC,2015,0.75591792
Globe,ID,C1BMCHP00,1,C1_S_ELC,2016,0.72911232
Globe,ID,C1BMCHP00,1,C1_S_ELC,2017,0.70230672
Globe,ID,C1BMCHP00,1,C1_S_ELC,2018,0.67818168
Globe,ID,C1BMCHP00,1,C1_S_ELC,2019,0.53767308
Globe,ID,C1BMCHP00,1,C1_S_ELC,2020,0.73681125
Globe,ID,C1BMCHP00,1,C1_S_ELC,2021,0.97527192
Globe,ID,C1BMCHP00,1,C1_S_ELC,2022,1.3778078
Globe,ID,C1BMCHP00,1,C1_S_ELC,2023,1.4196843000000001
Globe,ID,C1BMCHP00,1,C1_S_ELC,2024,1.6274104
Globe,ID,C1BMCHP00,1,C1_S_ELC,2025,1.6703788
Globe,ID,C1BMCHP00,1,C1_S_ELC,2026,1.9968120999999999
Globe,ID,C1BMCHP00,1,C1_S_ELC,2027,1.6457498
Globe,ID,C1BMCHP00,1,C1_S_ELC,2028,1.882438
Globe,ID,C1BMCHP00,1,C1_S_ELC,2029,1.7515807
Globe,ID,C1BMCHP00,1,C1_S_ELC,2030,1.7271147
Globe,ID,C1BMCHP00,1,C1_S_ELC,2031,1.7026487000000001
Globe,ID,C1BMCHP00,1,C1_S_ELC,2032,1.735802
Globe,ID,C1BMCHP00,1,C1_S_ELC,2033,1.6561631999999997
Globe,ID,C1BMCHP00,1,C1_S_ELC,2034,1.6316972
Globe,ID,C1BMCHP00,1,C1_S_ELC,2035,1.6072311000000001
Globe,ID,C1BMCHP00,1,C1_S_ELC,2036,1.5852117000000001
Globe,ID,C1BMCHP00,1,C1_S_ELC,2037,1.5607457
Globe,ID,C1BMCHP00,1,C1_S_ELC,2038,1.5362796
Globe,ID,C1BMCHP00,1,C1_S_ELC,2039,1.5142601999999998
Globe,ID,C1BMCHP00,1,C1_S_ELC,2040,1.4897942
Globe,ID,C1BMCHP00,1,C1_S_ELC,2041,1.4635991000000002
Globe,ID,C1BMCHP00,1,C1_S_ELC,2042,1.4855905
Globe,ID,C1BMCHP00,1,C1_S_ELC,2043,1.463571
Globe,ID,C1BMCHP00,1,C1_S_ELC,2044,1.4391049999999999
Globe,ID,C1BMCHP00,1,C1_S_ELC,2045,1.4391049999999999
Globe,ID,C1BMCHP00,1,C1_S_ELC,2046,1.4391049999999999
Globe,ID,C1BMCHP00,1,C1_S_ELC,2047,1.4391049999999999
Globe,ID,C1BMCHP00,1,C1_S_ELC,2048,1.4391049999999999
Globe,ID,C1BMCHP00,1,C1_S_ELC,2049,1.4391049999999999
Globe,ID,C1BMCHP00,1,C1_S_ELC,2050,1.4391049999999999
Globe,ID,C1BMCHP00,1,C1_S_ELC,2051,1.4772312
Globe,ID,C1BMCHP00,1,C1_S_ELC,2052,1.4838832
Globe,ID,C1BMCHP00,1,C1_S_ELC,2053,1.5357233000000001
Globe,ID,C1BMCHP00,1,C1_S_ELC,2054,1.5901228
Globe,ID,C1BMCHP00,1,C1_S_ELC,2055,1.6520636999999998
Globe,ID,C1BMCHP00,1,C1_S_ELC,2056,1.6756638
Globe,ID,C1BMCHP00,1,C1_S_ELC,2057,1.4585595
Globe,ID,C1BMCHP00,1,C1_S_ELC,2058,1.3681216999999999
Globe,ID,C1BMCHP00,1,C1_S_ELC,2059,1.0160301999999999
Globe,ID,C1BMCHP00,1,C1_S_ELC,2060,0.95238631
Globe,ID,C1BMCHP00,1,C1_S_ELC,2061,0.95238631
Globe,ID,C1BMCHP00,1,C1_S_ELC,2062,0.95238631
Globe,ID,C1BMCHP00,1,C1_S_ELC,2063,0.95238631
Globe,ID,C1BMCHP00,1,C1_S_ELC,2064,0.95238631
Globe,ID,C1BMCHP00,1,C1_S_ELC,2065,0.95238631
Globe,ID,C1BMCHP00,1,C1_S_ELC,2066,0.95238631
Globe,ID,C1BMCHP00,1,C1_S_ELC,2067,0.95238631
Globe,ID,C1BMCHP00,1,C1_S_ELC,2068,0.92275249
Globe,ID,C1BMCHP00,1,C1_S_ELC,2069,0.95238631
Globe,ID,C1BMCHP00,1,C1_S_ELC,2070,0.95238631
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2011,1.5779111078880002
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2012,0.907414888488
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2013,1.2220554552929999
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2014,1.4316908487839999
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2015,1.387789709328
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2016,1.3390147756800002
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2017,1.29013744464
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2018,1.2461588369999999
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2019,0.9882431210400001
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2020,1.35470116425
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2021,1.7936225880719998
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2022,2.53461522888
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2023,2.6123610804300004
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2024,2.99557432328
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2025,3.0755014465599997
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2026,3.6775288445699994
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2027,3.03180028156
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2028,3.4689567464
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2029,3.22868870431
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2030,3.1844540838600004
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2031,3.1393436730600004
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2032,3.2004717276
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2033,3.0536337081599996
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2034,3.0085232973600005
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2035,2.9634127021800003
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2036,2.9228133324600005
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2037,2.87770292166
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2038,2.8325923264800004
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2039,2.7919929567599997
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2040,2.74688254596
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2041,2.6985840205800002
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2042,2.7391317639
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2043,2.6985322098
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2044,2.6534217989999997
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2045,2.6534217989999997
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2046,2.6534217989999997
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2047,2.6534217989999997
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2048,2.6534217989999997
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2049,2.6534217989999997
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2050,2.6534217989999997
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2051,2.7237188865600004
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2052,2.73598384416
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2053,2.8315666205400003
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2054,2.93186841864
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2055,3.04607505006
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2056,3.08958891444
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2057,2.6892920061
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2058,2.5225427904599997
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2059,1.87335648276
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2060,1.756009878378
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2061,1.756009878378
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2062,1.756009878378
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2063,1.756009878378
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2064,1.756009878378
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2065,1.756009878378
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2066,1.756009878378
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2067,1.756009878378
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2068,1.7013710410620002
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2069,1.756009878378
Globe,ID,C1BMCHP00,1,C1_S_HEAT,2070,1.756009878378
Globe,ID,C1BMHTF03,1,C1_S_HEAT,2013,5.4732712
Globe,ID,C1BMHTF03,1,C1_S_HEAT,2014,4.1741116
Globe,ID,C1BMHTF03,1,C1_S_HEAT,2015,5.9066928
Globe,ID,C1BMHTF03,1,C1_S_HEAT,2016,5.5124928
Globe,ID,C1BMHTF03,1,C1_S_HEAT,2017,5.1182928
Globe,ID,C1BMHTF03,1,C1_S_HEAT,2018,4.7240928
Globe,ID,C1BMHTF03,1,C1_S_HEAT,2019,4.046461
Globe,ID,C1BMHTF03,1,C1_S_HEAT,2020,3.9388464
Globe,ID,C1BMHTF03,1,C1_S_HEAT,2021,3.5446464
Globe,ID,C1BMHTF03,1,C1_S_HEAT,2022,3.1504464
Globe,ID,C1BMHTF03,1,C1_S_HEAT,2023,2.7562464
Globe,ID,C1BMHTF03,1,C1_S_HEAT,2024,2.3620464
Globe,ID,C1BMHTF03,1,C1_S_HEAT,2025,1.9678464
Globe,ID,C1BMHTF03,1,C1_S_HEAT,2026,1.5736464
Globe,ID,C1BMHTF03,1,C1_S_HEAT,2027,1.1826
Globe,ID,C1BMHTF03,1,C1_S_HEAT,2028,0.7884
Globe,ID,C1BMHTF03,1,C1_S_HEAT,2029,0.3942
Globe,ID,C1BMLP000,1,C1_S_BIOL,2010,0.5785594955
Globe,ID,C1BMLP000,1,C1_S_BIOL,2011,1.5715478359999997
Globe,ID,C1BMLP000,1,C1_S_BIOL,2012,1.6214069634999997
Globe,ID,C1BMLP000,1,C1_S_BIOL,2013,1.5875669634999998
Globe,ID,C1BMLP000,1,C1_S_BIOL,2014,1.2001834225
Globe,ID,C1BMLP000,1,C1_S_BIOL,2015,1.5198869634999999
Globe,ID,C1BMLP000,1,C1_S_BIOL,2016,0.8154101675
Globe,ID,C1BMLP000,1,C1_S_BIOL,2017,0.7944216829999999
Globe,ID,C1BMLP000,1,C1_S_BIOL,2018,0.971572532
Globe,ID,C1BMLP000,1,C1_S_BIOL,2019,1.3644051354999998
Globe,ID,C1BMLP000,1,C1_S_BIOL,2020,0.924846307
Globe,ID,C1BMLP000,1,C1_S_BIOL,2022,1.2830069634999999
Globe,ID,C1BMLP000,1,C1_S_BIOL,2023,0.008624570029999999
Globe,ID,C1BMLP000,1,C1_S_BIOL,2024,0.03309913195
Globe,ID,C1BMLP000,1,C1_S_BIOL,2025,0.8537278575
Globe,ID,C1BMLP000,1,C1_S_BIOL,2026,0.20793768434999998
Globe,ID,C1BMLP000,1,C1_S_BIOL,2027,0.06880565
Globe,ID,C1BMSCP00,1,C1_S_ELC,2021,0.87926198
Globe,ID,C1BMSCP00,1,C1_S_ELC,2023,0.76667846
Globe,ID,C1BMSCP00,1,C1_S_ELC,2024,0.70770614
Globe,ID,C1BMSCP00,1,C1_S_ELC,2025,0.65141438
Globe,ID,C1BMSCP00,1,C1_S_ELC,2026,0.59512262
Globe,ID,C1BMSCP00,1,C1_S_ELC,2027,0.5361503000000001
Globe,ID,C1CO00I00,1,C1_P_HCO,2010,139.2476
Globe,ID,C1CO00I00,1,C1_P_HCO,2011,141.94447
Globe,ID,C1CO00I00,1,C1_P_HCO,2012,150.9476
Globe,ID,C1CO00I00,1,C1_P_HCO,2013,125.72778000000001
Globe,ID,C1CO00I00,1,C1_P_HCO,2014,162.6476
Globe,ID,C1CO00I00,1,C1_P_HCO,2015,168.4976
Globe,ID,C1CO00I00,1,C1_P_HCO,2016,134.61905
Globe,ID,C1CO00I00,1,C1_P_HCO,2017,149.66342
Globe,ID,C1CO00I00,1,C1_P_HCO,2018,140.4814
Globe,ID,C1CO00I00,1,C1_P_HCO,2019,157.28628
Globe,ID,C1CO00I00,1,C1_P_HCO,2020,157.28165
Globe,ID,C1CO00I00,1,C1_P_HCO,2021,149.63691
Globe,ID,C1CO00I00,1,C1_P_HCO,2022,166.07131
Globe,ID,C1CO00I00,1,C1_P_HCO,2023,163.59213
Globe,ID,C1CO00I00,1,C1_P_HCO,2024,166.07082
Globe,ID,C1CO00I00,1,C1_P_HCO,2025,175.23371
Globe,ID,C1CO00I00,1,C1_P_HCO,2026,167.69295
Globe,ID,C1CO00I00,1,C1_P_HCO,2027,181.28388999999999
Globe,ID,C1CO00I00,1,C1_P_HCO,2028,182.071
Globe,ID,C1CO00I00,1,C1_P_HCO,2029,185.79002
Globe,ID,C1CO00I00,1,C1_P_HCO,2030,202.79833
Globe,ID,C1CO00I00,1,C1_P_HCO,2031,208.25092
Globe,ID,C1CO00I00,1,C1_P_HCO,2032,213.06174
Globe,ID,C1CO00I00,1,C1_P_HCO,2033,200.301
Globe,ID,C1CO00I00,1,C1_P_HCO,2034,205.16461999999999
Globe,ID,C1CO00I00,1,C1_P_HCO,2035,227.66621
Globe,ID,C1CO00I00,1,C1_P_HCO,2036,233.04377000000002
Globe,ID,C1CO00I00,1,C1_P_HCO,2037,219.84157000000002
Globe,ID,C1CO00I00,1,C1_P_HCO,2038,224.82022
Globe,ID,C1CO00I00,1,C1_P_HCO,2039,249.15526
Globe,ID,C1CO00I00,1,C1_P_HCO,2040,254.55344
Globe,ID,C1CO00I00,1,C1_P_HCO,2041,259.55941
Globe,ID,C1CO00I00,1,C1_P_HCO,2042,262.79138
Globe,ID,C1CO00I00,1,C1_P_HCO,2043,263.11508
Globe,ID,C1CO00I00,1,C1_P_HCO,2044,267.41146000000003
Globe,ID,C1CO00I00,1,C1_P_HCO,2045,262.21242
Globe,ID,C1CO00I00,1,C1_P_HCO,2046,260.39575
Globe,ID,C1CO00I00,1,C1_P_HCO,2047,267.50166
Globe,ID,C1CO00I00,1,C1_P_HCO,2048,271.3941
Globe,ID,C1CO00I00,1,C1_P_HCO,2049,275.57832
Globe,ID,C1CO00I00,1,C1_P_HCO,2050,277.21909
Globe,ID,C1CO00I00,1,C1_P_HCO,2051,287.03511000000003
Globe,ID,C1CO00I00,1,C1_P_HCO,2052,280.68806
Globe,ID,C1CO00I00,1,C1_P_HCO,2053,276.19513
Globe,ID,C1CO00I00,1,C1_P_HCO,2054,272.99003
Globe,ID,C1CO00I00,1,C1_P_HCO,2055,270.52336
Globe,ID,C1CO00I00,1,C1_P_HCO,2056,268.73772
Globe,ID,C1CO00I00,1,C1_P_HCO,2057,266.30841000000004
Globe,ID,C1CO00I00,1,C1_P_HCO,2058,262.9508
Globe,ID,C1CO00I00,1,C1_P_HCO,2059,258.25607
Globe,ID,C1CO00I00,1,C1_P_HCO,2060,239.85
Globe,ID,C1CO00I00,1,C1_P_HCO,2061,239.2
Globe,ID,C1CO00I00,1,C1_P_HCO,2062,238.55
Globe,ID,C1CO00I00,1,C1_P_HCO,2063,237.9
Globe,ID,C1CO00I00,1,C1_P_HCO,2064,237.25
Globe,ID,C1CO00I00,1,C1_P_HCO,2065,236.6
Globe,ID,C1CO00I00,1,C1_P_HCO,2066,235.95
