REGION,TECHNOLOGY,VALUE
Globe,ALUPLANT,50.122335585777556
Globe,ALURCPLANT,7304.18
Globe,ALURECYCLE,3501293.2727
Globe,C1BFRDF00,5.2865
Globe,C1BMBRFH1,17.336723480301934
Globe,C1BMBRFN1,2.8782890203634066
Globe,C1BMCHP00,40.92128942909042
Globe,C1BMHTF03,211.07952737800852
Globe,C1BMIGPCS,384.13725408044905
Globe,C1BMLP000,59.014470587234044
Globe,C1BMSCP00,0.27391774419827986
Globe,C1CO00I00,3184.1763214202433
Globe,C1COBRFH1,155.4588446616313
Globe,C1COCHP00,952.6255626356689
Globe,C1COHTF03,732.3327604713404
Globe,C1COIGP00,2.9211379677954192
Globe,C1COLP000,17.807365391283287
Globe,C1COSCP00,290.4645907503619
Globe,C1COSCPCS,384.62751097200004
Globe,C1COSF000,11.657856820273736
Globe,C1ELEFF00,7678.807720202273
Globe,C1ELHGP00,76.83770157130562
Globe,C1ELMHP00,37764.69823013647
Globe,C1ELRDF00,61.879984
Globe,C1ELRLF00,416.60661876638716
Globe,C1ENDA1CS,448.349907579137
Globe,C1GOCVP00,122.8568891904004
Globe,C1GOHTF03,1845.136855232
Globe,C1HFGCP00,1.7783356388004545
Globe,C1HFGCPCH,18.7237190727989
Globe,C1HFMRF00,4491.748718756017
Globe,C1HPASF01,2991.836
Globe,C1HPINF0I,454.2242377379503
Globe,C1HTOOTFI,3992.480388353516
Globe,C1HTOOTFR,795.3358908617765
Globe,C1HYDMP00,1067.4228144018264
Globe,C1HYMIP00,93.22962776064001
Globe,C1LFAVF00,247.94500000000002
Globe,C1LFBRFN1,31.707946507430233
Globe,C1LFCCP00,0.436055381412768
Globe,C1LFRDF00,1639.703516
Globe,C1LFRLF00,494.3833812336128
Globe,C1MHMRF00,6576.637681243983
Globe,C1NG00I00,7960.879999999999
Globe,C1NGBRFN1,1319.655999959543
Globe,C1NGCCP00,56.11660101985355
Globe,C1NGCCPCH,157.22969128264793
Globe,C1NGCCPCS,377.5797529230069
Globe,C1NGGCP00,2.2787786263432874
Globe,C1NGGCPCH,32.35096318463126
Globe,C1NGHTF03,1601.3450629061485
Globe,C1NGLP000,23.086413978075655
Globe,C1NU00I00,7010.259455561278
Globe,C1NULWP00,2592.662503628057
Globe,C1OCCVP00,42.61690208159999
Globe,C1OI00I00,9072.178950927295
Globe,C1OIHTF03,1281.6288205490293
Globe,C1OIRFP00,9072.178950927295
Globe,C1SOC1P00,258.89857632
Globe,C1SOTHF00,94.59400550895361
Globe,C1SOV1P00,844.209047314411
Globe,C1SOV2P00,480.9753786908884
Globe,C1WDOFP00,130.5974734649885
Globe,C1WDONP00,1585.4040362592
Globe,CEMCSPLANT,73154.7206
Globe,CEMPLANT,345.2607903371872
Globe,FERTPLANT,0.022565034473555092
Globe,LA,295965.33389468316
Globe,LA1,60841.525022567504
Globe,LA1_PROD,60841.525022567504
Globe,LA1_i,49231.81387282455
Globe,LA1_i_PROD,49231.81387282454
Globe,LA2,185891.9949992911
Globe,LA2_PROD,185891.9949992911
Globe,LF,168478.20335676277
Globe,LF1,72837.25392860234
Globe,LF2,95640.94942816043
Globe,LF2_PROD,95640.94942816043
Globe,LO,198899.99999999994
Globe,LandRes,663456.0
Globe,MFOOFACTOR,333.88122027607005
Globe,PAPELPLANT,240.12143882594214
Globe,PAPPLANT,107.95989832537069
Globe,PETAPLANT,0.0004624901251705802
Globe,PETBELPLANT,1489.1274814738028
Globe,PETBPLANT,1466.210718710478
Globe,STEHGPLANT,24972.253010674325
Globe,STEPLANT,1321.121703040885
Globe,VFOOFACTOR,4225.927429586399
Globe,XALUMINE,46.14362767705766
Globe,XCEMMINE,2420.7972068570593
Globe,XPHOMINE,7.22081103153772e-05
Globe,XPOTMINE,1.5795524131488764e-05
Globe,XSTEMINE,2407.697617620824
