VALUE,0
2010,21.595491602616956
2011,21.78270649225565
2012,21.93465143866307
2013,22.11499153098321
2014,22.158713872443503
2015,22.390713176824075
2016,22.591853289757395
2017,22.64952434477199
2018,22.641541075235853
2019,22.920843000667777
2020,22.890244788778485
2021,23.716677354260185
2022,24.454911173096995
2023,25.424836524540144
2024,26.583318144146457
2025,27.82098005994745
2026,29.098906752028444
2027,30.45166832581944
2028,31.90864013960188
2029,33.158055830007704
2030,34.480419456057064
2031,35.76427599054524
2032,37.2272288788857
2033,38.75553851437688
2034,40.35950679311846
2035,42.03566195157398
2036,43.77871226504414
2037,45.60961065086577
2038,47.5221578511656
2039,49.50683429042488
2040,51.57428275966105
2041,59.99951390720002
2042,62.25065231608979
2043,64.63885996990277
2044,67.58880581380205
2045,72.16504056880137
2046,74.87860928998725
2047,77.71924372780626
2048,81.71779252208626
2049,84.83769770292979
2050,88.03649585403828
