VALUE,0
2010,31.22438731003612
2011,31.851475898631865
2012,32.21878905401089
2013,32.49475494549018
2014,32.89077922858535
2015,32.87192148920568
2016,32.901601866496485
2017,33.52957181804635
2018,34.195922789685525
2019,34.40302902633011
2020,33.27143066603166
2021,30.394743520095243
2022,28.44946957006001
2023,27.094410915570883
2024,26.06582511363784
2025,26.033456329272425
2026,25.455869081773624
2027,25.27513495710353
2028,25.074529081243032
2029,24.92176340259913
2030,24.699677860551542
2031,23.779637915462693
2032,23.38120871516911
2033,22.91452596773744
2034,22.36357977628562
2035,21.7170067434739
2036,21.128639890047324
2037,20.932495190151425
2038,20.72870863812746
2039,20.509375623017508
2040,19.88446018049654
2041,18.35744266279112
2042,18.03791933007452
2043,17.558994421095658
2044,15.257755086500609
2045,6.535466275608103
2046,6.189863637134826
2047,6.0621948251444335
2048,0.904963223846836
2049,0.1742510815669204
2050,-0.0561384187989141
