REGION,_REGION,TIMESLICE,FUEL,YEAR,VALUE
Globe,Globe,ID,MFOO_P_LA2,2059,-0.0
Globe,Globe,ID,MFOO_P_LA2,2060,-0.0
Globe,Globe,ID,MFOO_P_LA2,2061,-0.0
Globe,Globe,ID,MFOO_P_LA2,2062,-0.0
Globe,Globe,ID,MFOO_P_LA2,2063,-0.0
Globe,Globe,ID,MFOO_P_LA2,2064,-0.0
Globe,Globe,ID,MFOO_P_LA2,2065,-0.0
Globe,Globe,ID,MFOO_P_LA2,2066,-0.0
Globe,Globe,ID,MFOO_P_LA2,2067,-0.0
Globe,Globe,ID,MFOO_P_LA2,2068,-0.0
Globe,Globe,ID,MFOO_P_LA2,2069,-0.0
Globe,Globe,ID,MFOO_P_LA2,2070,-0.0
Globe,Globe,ID,PAP,2010,-0.0
Globe,Globe,ID,PAP,2011,-0.0
Globe,Globe,ID,PAP,2012,-0.0
Globe,Globe,ID,PAP,2013,-0.0
Globe,Globe,ID,PAP,2014,-0.0
Globe,Globe,ID,PAP,2015,-0.0
Globe,Globe,ID,PAP,2016,-0.0
Globe,Globe,ID,PAP,2017,-0.0
Globe,Globe,ID,PAP,2018,-0.0
Globe,Globe,ID,PAP,2019,-0.0
Globe,Globe,ID,PAP,2020,-0.0
Globe,Globe,ID,PAP,2021,-0.0
Globe,Globe,ID,PAP,2022,-0.0
Globe,Globe,ID,PAP,2023,-0.0
Globe,Globe,ID,PAP,2024,-0.0
Globe,Globe,ID,PAP,2025,-0.0
Globe,Globe,ID,PAP,2026,-0.0
Globe,Globe,ID,PAP,2027,-0.0
Globe,Globe,ID,PAP,2028,-0.0
Globe,Globe,ID,PAP,2029,-0.0
Globe,Globe,ID,PAP,2030,-0.0
Globe,Globe,ID,PAP,2031,-0.0
Globe,Globe,ID,PAP,2032,-0.0
Globe,Globe,ID,PAP,2033,-0.0
Globe,Globe,ID,PAP,2034,-0.0
Globe,Globe,ID,PAP,2035,-0.0
Globe,Globe,ID,PAP,2036,-0.0
Globe,Globe,ID,PAP,2037,-0.0
Globe,Globe,ID,PAP,2038,-0.0
Globe,Globe,ID,PAP,2039,-0.0
Globe,Globe,ID,PAP,2040,-0.0
Globe,Globe,ID,PAP,2041,-0.0
Globe,Globe,ID,PAP,2042,-0.0
Globe,Globe,ID,PAP,2043,-0.0
Globe,Globe,ID,PAP,2044,-0.0
Globe,Globe,ID,PAP,2045,-0.0
Globe,Globe,ID,PAP,2046,-0.0
Globe,Globe,ID,PAP,2047,-0.0
Globe,Globe,ID,PAP,2048,-0.0
Globe,Globe,ID,PAP,2049,-0.0
Globe,Globe,ID,PAP,2050,-0.0
Globe,Globe,ID,PAP,2051,-0.0
Globe,Globe,ID,PAP,2052,-0.0
Globe,Globe,ID,PAP,2053,-0.0
Globe,Globe,ID,PAP,2054,-0.0
Globe,Globe,ID,PAP,2055,-0.0
Globe,Globe,ID,PAP,2056,-0.0
Globe,Globe,ID,PAP,2057,-0.0
Globe,Globe,ID,PAP,2058,-0.0
Globe,Globe,ID,PAP,2059,-0.0
Globe,Globe,ID,PAP,2060,-0.0
Globe,Globe,ID,PAP,2061,-0.0
Globe,Globe,ID,PAP,2062,-0.0
Globe,Globe,ID,PAP,2063,-0.0
Globe,Globe,ID,PAP,2064,-0.0
Globe,Globe,ID,PAP,2065,-0.0
Globe,Globe,ID,PAP,2066,-0.0
Globe,Globe,ID,PAP,2067,-0.0
Globe,Globe,ID,PAP,2068,-0.0
Globe,Globe,ID,PAP,2069,-0.0
Globe,Globe,ID,PAP,2070,-0.0
Globe,Globe,ID,PET,2010,-0.0
Globe,Globe,ID,PET,2011,-0.0
Globe,Globe,ID,PET,2012,-0.0
Globe,Globe,ID,PET,2013,-0.0
Globe,Globe,ID,PET,2014,-0.0
Globe,Globe,ID,PET,2015,-0.0
Globe,Globe,ID,PET,2016,-0.0
Globe,Globe,ID,PET,2017,-0.0
Globe,Globe,ID,PET,2018,-0.0
Globe,Globe,ID,PET,2019,-0.0
Globe,Globe,ID,PET,2020,-0.0
Globe,Globe,ID,PET,2021,-0.0
Globe,Globe,ID,PET,2022,-0.0
Globe,Globe,ID,PET,2023,-0.0
Globe,Globe,ID,PET,2024,-0.0
Globe,Globe,ID,PET,2025,-0.0
Globe,Globe,ID,PET,2026,-0.0
Globe,Globe,ID,PET,2027,-0.0
Globe,Globe,ID,PET,2028,-0.0
Globe,Globe,ID,PET,2029,-0.0
Globe,Globe,ID,PET,2030,-0.0
Globe,Globe,ID,PET,2031,-0.0
Globe,Globe,ID,PET,2032,-0.0
Globe,Globe,ID,PET,2033,-0.0
Globe,Globe,ID,PET,2034,-0.0
Globe,Globe,ID,PET,2035,-0.0
Globe,Globe,ID,PET,2036,-0.0
Globe,Globe,ID,PET,2037,-0.0
Globe,Globe,ID,PET,2038,-0.0
Globe,Globe,ID,PET,2039,-0.0
Globe,Globe,ID,PET,2040,-0.0
Globe,Globe,ID,PET,2041,-0.0
Globe,Globe,ID,PET,2042,-0.0
Globe,Globe,ID,PET,2043,-0.0
Globe,Globe,ID,PET,2044,-0.0
Globe,Globe,ID,PET,2045,-0.0
Globe,Globe,ID,PET,2046,-0.0
Globe,Globe,ID,PET,2047,-0.0
Globe,Globe,ID,PET,2048,-0.0
Globe,Globe,ID,PET,2049,-0.0
Globe,Globe,ID,PET,2050,-0.0
Globe,Globe,ID,PET,2051,-0.0
Globe,Globe,ID,PET,2052,-0.0
Globe,Globe,ID,PET,2053,-0.0
Globe,Globe,ID,PET,2054,-0.0
Globe,Globe,ID,PET,2055,-0.0
Globe,Globe,ID,PET,2056,-0.0
Globe,Globe,ID,PET,2057,-0.0
Globe,Globe,ID,PET,2058,-0.0
Globe,Globe,ID,PET,2059,-0.0
Globe,Globe,ID,PET,2060,-0.0
Globe,Globe,ID,PET,2061,-0.0
Globe,Globe,ID,PET,2062,-0.0
Globe,Globe,ID,PET,2063,-0.0
Globe,Globe,ID,PET,2064,-0.0
Globe,Globe,ID,PET,2065,-0.0
Globe,Globe,ID,PET,2066,-0.0
Globe,Globe,ID,PET,2067,-0.0
Globe,Globe,ID,PET,2068,-0.0
Globe,Globe,ID,PET,2069,-0.0
Globe,Globe,ID,PET,2070,-0.0
Globe,Globe,ID,STE,2010,-0.0
Globe,Globe,ID,STE,2011,-0.0
Globe,Globe,ID,STE,2012,-0.0
Globe,Globe,ID,STE,2013,-0.0
Globe,Globe,ID,STE,2014,-0.0
Globe,Globe,ID,STE,2015,-0.0
Globe,Globe,ID,STE,2016,-0.0
Globe,Globe,ID,STE,2017,-0.0
Globe,Globe,ID,STE,2018,-0.0
Globe,Globe,ID,STE,2019,-0.0
Globe,Globe,ID,STE,2020,-0.0
Globe,Globe,ID,STE,2021,-0.0
Globe,Globe,ID,STE,2022,-0.0
Globe,Globe,ID,STE,2023,-0.0
Globe,Globe,ID,STE,2024,-0.0
Globe,Globe,ID,STE,2025,-0.0
Globe,Globe,ID,STE,2026,-0.0
Globe,Globe,ID,STE,2027,-0.0
Globe,Globe,ID,STE,2028,-0.0
Globe,Globe,ID,STE,2029,-0.0
Globe,Globe,ID,STE,2030,-0.0
Globe,Globe,ID,STE,2031,-0.0
Globe,Globe,ID,STE,2032,-0.0
Globe,Globe,ID,STE,2033,-0.0
Globe,Globe,ID,STE,2034,-0.0
Globe,Globe,ID,STE,2035,-0.0
Globe,Globe,ID,STE,2036,-0.0
Globe,Globe,ID,STE,2037,-0.0
Globe,Globe,ID,STE,2038,-0.0
Globe,Globe,ID,STE,2039,-0.0
Globe,Globe,ID,STE,2040,-0.0
Globe,Globe,ID,STE,2041,-0.0
Globe,Globe,ID,STE,2042,-0.0
Globe,Globe,ID,STE,2043,-0.0
Globe,Globe,ID,STE,2044,-0.0
Globe,Globe,ID,STE,2045,-0.0
Globe,Globe,ID,STE,2046,-0.0
Globe,Globe,ID,STE,2047,-0.0
Globe,Globe,ID,STE,2048,-0.0
Globe,Globe,ID,STE,2049,-0.0
Globe,Globe,ID,STE,2050,-0.0
Globe,Globe,ID,STE,2051,-0.0
Globe,Globe,ID,STE,2052,-0.0
Globe,Globe,ID,STE,2053,-0.0
Globe,Globe,ID,STE,2054,-0.0
Globe,Globe,ID,STE,2055,-0.0
Globe,Globe,ID,STE,2056,-0.0
Globe,Globe,ID,STE,2057,-0.0
Globe,Globe,ID,STE,2058,-0.0
Globe,Globe,ID,STE,2059,-0.0
Globe,Globe,ID,STE,2060,-0.0
Globe,Globe,ID,STE,2061,-0.0
Globe,Globe,ID,STE,2062,-0.0
Globe,Globe,ID,STE,2063,-0.0
Globe,Globe,ID,STE,2064,-0.0
Globe,Globe,ID,STE,2065,-0.0
Globe,Globe,ID,STE,2066,-0.0
Globe,Globe,ID,STE,2067,-0.0
Globe,Globe,ID,STE,2068,-0.0
Globe,Globe,ID,STE,2069,-0.0
Globe,Globe,ID,STE,2070,-0.0
Globe,Globe,ID,VFOO,2010,-0.0
Globe,Globe,ID,VFOO,2011,-0.0
Globe,Globe,ID,VFOO,2012,-0.0
Globe,Globe,ID,VFOO,2013,-0.0
Globe,Globe,ID,VFOO,2014,-0.0
Globe,Globe,ID,VFOO,2015,-0.0
Globe,Globe,ID,VFOO,2016,-0.0
Globe,Globe,ID,VFOO,2017,-0.0
Globe,Globe,ID,VFOO,2018,-0.0
Globe,Globe,ID,VFOO,2019,-0.0
Globe,Globe,ID,VFOO,2020,-0.0
Globe,Globe,ID,VFOO,2021,-0.0
Globe,Globe,ID,VFOO,2022,-0.0
Globe,Globe,ID,VFOO,2023,-0.0
Globe,Globe,ID,VFOO,2024,-0.0
Globe,Globe,ID,VFOO,2025,-0.0
Globe,Globe,ID,VFOO,2026,-0.0
Globe,Globe,ID,VFOO,2027,-0.0
Globe,Globe,ID,VFOO,2028,-0.0
Globe,Globe,ID,VFOO,2029,-0.0
Globe,Globe,ID,VFOO,2030,-0.0
Globe,Globe,ID,VFOO,2031,-0.0
Globe,Globe,ID,VFOO,2032,-0.0
Globe,Globe,ID,VFOO,2033,-0.0
Globe,Globe,ID,VFOO,2034,-0.0
Globe,Globe,ID,VFOO,2035,-0.0
Globe,Globe,ID,VFOO,2036,-0.0
Globe,Globe,ID,VFOO,2037,-0.0
Globe,Globe,ID,VFOO,2038,-0.0
Globe,Globe,ID,VFOO,2039,-0.0
Globe,Globe,ID,VFOO,2040,-0.0
Globe,Globe,ID,VFOO,2041,-0.0
Globe,Globe,ID,VFOO,2042,-0.0
Globe,Globe,ID,VFOO,2043,-0.0
Globe,Globe,ID,VFOO,2044,-0.0
Globe,Globe,ID,VFOO,2045,-0.0
Globe,Globe,ID,VFOO,2046,-0.0
Globe,Globe,ID,VFOO,2047,-0.0
Globe,Globe,ID,VFOO,2048,-0.0
Globe,Globe,ID,VFOO,2049,-0.0
Globe,Globe,ID,VFOO,2050,-0.0
Globe,Globe,ID,VFOO,2051,-0.0
Globe,Globe,ID,VFOO,2052,-0.0
Globe,Globe,ID,VFOO,2053,-0.0
Globe,Globe,ID,VFOO,2054,-0.0
Globe,Globe,ID,VFOO,2055,-0.0
Globe,Globe,ID,VFOO,2056,-0.0
Globe,Globe,ID,VFOO,2057,-0.0
Globe,Globe,ID,VFOO,2058,-0.0
Globe,Globe,ID,VFOO,2059,-0.0
Globe,Globe,ID,VFOO,2060,-0.0
Globe,Globe,ID,VFOO,2061,-0.0
Globe,Globe,ID,VFOO,2062,-0.0
Globe,Globe,ID,VFOO,2063,-0.0
Globe,Globe,ID,VFOO,2064,-0.0
Globe,Globe,ID,VFOO,2065,-0.0
Globe,Globe,ID,VFOO,2066,-0.0
Globe,Globe,ID,VFOO,2067,-0.0
Globe,Globe,ID,VFOO,2068,-0.0
Globe,Globe,ID,VFOO,2069,-0.0
Globe,Globe,ID,VFOO,2070,-0.0
Globe,Globe,ID,VFOO_P_LA1,2010,-0.0
Globe,Globe,ID,VFOO_P_LA1,2011,-0.0
Globe,Globe,ID,VFOO_P_LA1,2012,-0.0
Globe,Globe,ID,VFOO_P_LA1,2013,-0.0
Globe,Globe,ID,VFOO_P_LA1,2014,-0.0
Globe,Globe,ID,VFOO_P_LA1,2015,-0.0
Globe,Globe,ID,VFOO_P_LA1,2016,-0.0
Globe,Globe,ID,VFOO_P_LA1,2017,-0.0
Globe,Globe,ID,VFOO_P_LA1,2018,-0.0
Globe,Globe,ID,VFOO_P_LA1,2019,-0.0
Globe,Globe,ID,VFOO_P_LA1,2020,-0.0
Globe,Globe,ID,VFOO_P_LA1,2021,-0.0
Globe,Globe,ID,VFOO_P_LA1,2022,-0.0
Globe,Globe,ID,VFOO_P_LA1,2023,-0.0
Globe,Globe,ID,VFOO_P_LA1,2024,-0.0
Globe,Globe,ID,VFOO_P_LA1,2025,-0.0
Globe,Globe,ID,VFOO_P_LA1,2026,-0.0
Globe,Globe,ID,VFOO_P_LA1,2027,-0.0
Globe,Globe,ID,VFOO_P_LA1,2028,-0.0
Globe,Globe,ID,VFOO_P_LA1,2029,-0.0
Globe,Globe,ID,VFOO_P_LA1,2030,-0.0
Globe,Globe,ID,VFOO_P_LA1,2031,-0.0
Globe,Globe,ID,VFOO_P_LA1,2032,-0.0
Globe,Globe,ID,VFOO_P_LA1,2033,-0.0
Globe,Globe,ID,VFOO_P_LA1,2034,-0.0
Globe,Globe,ID,VFOO_P_LA1,2035,-0.0
Globe,Globe,ID,VFOO_P_LA1,2036,-0.0
Globe,Globe,ID,VFOO_P_LA1,2037,-0.0
Globe,Globe,ID,VFOO_P_LA1,2038,-0.0
Globe,Globe,ID,VFOO_P_LA1,2039,-0.0
Globe,Globe,ID,VFOO_P_LA1,2040,-0.0
Globe,Globe,ID,VFOO_P_LA1,2041,-0.0
Globe,Globe,ID,VFOO_P_LA1,2042,-0.0
Globe,Globe,ID,VFOO_P_LA1,2043,-0.0
Globe,Globe,ID,VFOO_P_LA1,2044,-0.0
Globe,Globe,ID,VFOO_P_LA1,2045,-0.0
Globe,Globe,ID,VFOO_P_LA1,2046,-0.0
Globe,Globe,ID,VFOO_P_LA1,2047,-0.0
Globe,Globe,ID,VFOO_P_LA1,2048,-0.0
Globe,Globe,ID,VFOO_P_LA1,2049,-0.0
Globe,Globe,ID,VFOO_P_LA1,2050,-0.0
Globe,Globe,ID,VFOO_P_LA1,2051,-0.0
Globe,Globe,ID,VFOO_P_LA1,2052,-0.0
Globe,Globe,ID,VFOO_P_LA1,2053,-0.0
Globe,Globe,ID,VFOO_P_LA1,2054,-0.0
Globe,Globe,ID,VFOO_P_LA1,2055,-0.0
Globe,Globe,ID,VFOO_P_LA1,2056,-0.0
Globe,Globe,ID,VFOO_P_LA1,2057,-0.0
Globe,Globe,ID,VFOO_P_LA1,2058,-0.0
Globe,Globe,ID,VFOO_P_LA1,2059,-0.0
Globe,Globe,ID,VFOO_P_LA1,2060,-0.0
Globe,Globe,ID,VFOO_P_LA1,2061,-0.0
Globe,Globe,ID,VFOO_P_LA1,2062,-0.0
Globe,Globe,ID,VFOO_P_LA1,2063,-0.0
Globe,Globe,ID,VFOO_P_LA1,2064,-0.0
Globe,Globe,ID,VFOO_P_LA1,2065,-0.0
Globe,Globe,ID,VFOO_P_LA1,2066,-0.0
Globe,Globe,ID,VFOO_P_LA1,2067,-0.0
Globe,Globe,ID,VFOO_P_LA1,2068,-0.0
Globe,Globe,ID,VFOO_P_LA1,2069,-0.0
Globe,Globe,ID,VFOO_P_LA1,2070,-0.0
Globe,Globe,ID,XALU,2010,-0.0
Globe,Globe,ID,XALU,2011,-0.0
Globe,Globe,ID,XALU,2012,-0.0
Globe,Globe,ID,XALU,2013,-0.0
Globe,Globe,ID,XALU,2014,-0.0
Globe,Globe,ID,XALU,2015,-0.0
Globe,Globe,ID,XALU,2016,-0.0
Globe,Globe,ID,XALU,2017,-0.0
Globe,Globe,ID,XALU,2018,-0.0
Globe,Globe,ID,XALU,2019,-0.0
Globe,Globe,ID,XALU,2020,-0.0
Globe,Globe,ID,XALU,2021,-0.0
Globe,Globe,ID,XALU,2022,-0.0
Globe,Globe,ID,XALU,2023,-0.0
Globe,Globe,ID,XALU,2024,-0.0
Globe,Globe,ID,XALU,2025,-0.0
Globe,Globe,ID,XALU,2026,-0.0
Globe,Globe,ID,XALU,2027,-0.0
Globe,Globe,ID,XALU,2028,-0.0
Globe,Globe,ID,XALU,2029,-0.0
Globe,Globe,ID,XALU,2030,-0.0
Globe,Globe,ID,XALU,2031,-0.0
Globe,Globe,ID,XALU,2032,-0.0
Globe,Globe,ID,XALU,2033,-0.0
Globe,Globe,ID,XALU,2034,-0.0
Globe,Globe,ID,XALU,2035,-0.0
Globe,Globe,ID,XALU,2036,-0.0
Globe,Globe,ID,XALU,2037,-0.0
Globe,Globe,ID,XALU,2038,-0.0
Globe,Globe,ID,XALU,2039,-0.0
Globe,Globe,ID,XALU,2040,-0.0
Globe,Globe,ID,XALU,2041,-0.0
Globe,Globe,ID,XALU,2042,-0.0
Globe,Globe,ID,XALU,2043,-0.0
Globe,Globe,ID,XALU,2044,-0.0
Globe,Globe,ID,XALU,2045,-0.0
Globe,Globe,ID,XALU,2046,-0.0
Globe,Globe,ID,XALU,2047,-0.0
Globe,Globe,ID,XALU,2048,-0.0
Globe,Globe,ID,XALU,2049,-0.0
Globe,Globe,ID,XALU,2050,-0.0
Globe,Globe,ID,XALU,2051,-0.0
Globe,Globe,ID,XALU,2052,-0.0
Globe,Globe,ID,XALU,2053,-0.0
Globe,Globe,ID,XALU,2054,-0.0
Globe,Globe,ID,XALU,2055,-0.0
Globe,Globe,ID,XALU,2056,-0.0
Globe,Globe,ID,XALU,2057,-0.0
Globe,Globe,ID,XALU,2058,-0.0
Globe,Globe,ID,XALU,2059,-0.0
Globe,Globe,ID,XALU,2060,-0.0
Globe,Globe,ID,XALU,2061,-0.0
Globe,Globe,ID,XALU,2062,-0.0
Globe,Globe,ID,XALU,2063,-0.0
Globe,Globe,ID,XALU,2064,-0.0
Globe,Globe,ID,XALU,2065,-0.0
Globe,Globe,ID,XALU,2066,-0.0
Globe,Globe,ID,XALU,2067,-0.0
Globe,Globe,ID,XALU,2068,-0.0
Globe,Globe,ID,XALU,2069,-0.0
Globe,Globe,ID,XALU,2070,-0.0
Globe,Globe,ID,XCEM,2010,-0.0
Globe,Globe,ID,XCEM,2011,-0.0
Globe,Globe,ID,XCEM,2012,-0.0
Globe,Globe,ID,XCEM,2013,-0.0
Globe,Globe,ID,XCEM,2014,-0.0
Globe,Globe,ID,XCEM,2015,-0.0
Globe,Globe,ID,XCEM,2016,-0.0
Globe,Globe,ID,XCEM,2017,-0.0
Globe,Globe,ID,XCEM,2018,-0.0
Globe,Globe,ID,XCEM,2019,-0.0
Globe,Globe,ID,XCEM,2020,-0.0
Globe,Globe,ID,XCEM,2021,-0.0
Globe,Globe,ID,XCEM,2022,-0.0
Globe,Globe,ID,XCEM,2023,-0.0
Globe,Globe,ID,XCEM,2024,-0.0
Globe,Globe,ID,XCEM,2025,-0.0
Globe,Globe,ID,XCEM,2026,-0.0
Globe,Globe,ID,XCEM,2027,-0.0
Globe,Globe,ID,XCEM,2028,-0.0
Globe,Globe,ID,XCEM,2029,-0.0
Globe,Globe,ID,XCEM,2030,-0.0
Globe,Globe,ID,XCEM,2031,-0.0
Globe,Globe,ID,XCEM,2032,-0.0
Globe,Globe,ID,XCEM,2033,-0.0
Globe,Globe,ID,XCEM,2034,-0.0
Globe,Globe,ID,XCEM,2035,-0.0
Globe,Globe,ID,XCEM,2036,-0.0
Globe,Globe,ID,XCEM,2037,-0.0
Globe,Globe,ID,XCEM,2038,-0.0
Globe,Globe,ID,XCEM,2039,-0.0
Globe,Globe,ID,XCEM,2040,-0.0
Globe,Globe,ID,XCEM,2041,-0.0
Globe,Globe,ID,XCEM,2042,-0.0
Globe,Globe,ID,XCEM,2043,-0.0
Globe,Globe,ID,XCEM,2044,-0.0
Globe,Globe,ID,XCEM,2045,-0.0
Globe,Globe,ID,XCEM,2046,-0.0
Globe,Globe,ID,XCEM,2047,-0.0
Globe,Globe,ID,XCEM,2048,-0.0
Globe,Globe,ID,XCEM,2049,-0.0
Globe,Globe,ID,XCEM,2050,-0.0
Globe,Globe,ID,XCEM,2051,-0.0
Globe,Globe,ID,XCEM,2052,-0.0
Globe,Globe,ID,XCEM,2053,-0.0
Globe,Globe,ID,XCEM,2054,-0.0
Globe,Globe,ID,XCEM,2055,-0.0
Globe,Globe,ID,XCEM,2056,-0.0
Globe,Globe,ID,XCEM,2057,-0.0
Globe,Globe,ID,XCEM,2058,-0.0
Globe,Globe,ID,XCEM,2059,-0.0
Globe,Globe,ID,XCEM,2060,-0.0
Globe,Globe,ID,XCEM,2061,-0.0
Globe,Globe,ID,XCEM,2062,-0.0
Globe,Globe,ID,XCEM,2063,-0.0
Globe,Globe,ID,XCEM,2064,-0.0
Globe,Globe,ID,XCEM,2065,-0.0
Globe,Globe,ID,XCEM,2066,-0.0
Globe,Globe,ID,XCEM,2067,-0.0
Globe,Globe,ID,XCEM,2068,-0.0
Globe,Globe,ID,XCEM,2069,-0.0
Globe,Globe,ID,XCEM,2070,-0.0
Globe,Globe,ID,XPHO,2010,-0.0
Globe,Globe,ID,XPHO,2011,-0.0
Globe,Globe,ID,XPHO,2012,-0.0
Globe,Globe,ID,XPHO,2013,-0.0
Globe,Globe,ID,XPHO,2014,-0.0
Globe,Globe,ID,XPHO,2015,-0.0
Globe,Globe,ID,XPHO,2016,-0.0
Globe,Globe,ID,XPHO,2017,-0.0
Globe,Globe,ID,XPHO,2018,-0.0
Globe,Globe,ID,XPHO,2019,-0.0
Globe,Globe,ID,XPHO,2020,-0.0
Globe,Globe,ID,XPHO,2021,-0.0
Globe,Globe,ID,XPHO,2022,-0.0
Globe,Globe,ID,XPHO,2023,-0.0
Globe,Globe,ID,XPHO,2024,-0.0
Globe,Globe,ID,XPHO,2025,-0.0
Globe,Globe,ID,XPHO,2026,-0.0
Globe,Globe,ID,XPHO,2027,-0.0
Globe,Globe,ID,XPHO,2028,-0.0
Globe,Globe,ID,XPHO,2029,-0.0
Globe,Globe,ID,XPHO,2030,-0.0
Globe,Globe,ID,XPHO,2031,-0.0
Globe,Globe,ID,XPHO,2032,-0.0
Globe,Globe,ID,XPHO,2033,-0.0
Globe,Globe,ID,XPHO,2034,-0.0
Globe,Globe,ID,XPHO,2035,-0.0
Globe,Globe,ID,XPHO,2036,-0.0
Globe,Globe,ID,XPHO,2037,-0.0
Globe,Globe,ID,XPHO,2038,-0.0
Globe,Globe,ID,XPHO,2039,-0.0
Globe,Globe,ID,XPHO,2040,-0.0
Globe,Globe,ID,XPHO,2041,-0.0
Globe,Globe,ID,XPHO,2042,-0.0
Globe,Globe,ID,XPHO,2043,-0.0
Globe,Globe,ID,XPHO,2044,-0.0
Globe,Globe,ID,XPHO,2045,-0.0
Globe,Globe,ID,XPHO,2046,-0.0
Globe,Globe,ID,XPHO,2047,-0.0
Globe,Globe,ID,XPHO,2048,-0.0
Globe,Globe,ID,XPHO,2049,-0.0
Globe,Globe,ID,XPHO,2050,-0.0
Globe,Globe,ID,XPHO,2051,-0.0
Globe,Globe,ID,XPHO,2052,-0.0
Globe,Globe,ID,XPHO,2053,-0.0
Globe,Globe,ID,XPHO,2054,-0.0
Globe,Globe,ID,XPHO,2055,-0.0
Globe,Globe,ID,XPHO,2056,-0.0
Globe,Globe,ID,XPHO,2057,-0.0
Globe,Globe,ID,XPHO,2058,-0.0
Globe,Globe,ID,XPHO,2059,-0.0
Globe,Globe,ID,XPHO,2060,-0.0
Globe,Globe,ID,XPHO,2061,-0.0
Globe,Globe,ID,XPHO,2062,-0.0
Globe,Globe,ID,XPHO,2063,-0.0
Globe,Globe,ID,XPHO,2064,-0.0
Globe,Globe,ID,XPHO,2065,-0.0
Globe,Globe,ID,XPHO,2066,-0.0
Globe,Globe,ID,XPHO,2067,-0.0
Globe,Globe,ID,XPHO,2068,-0.0
Globe,Globe,ID,XPHO,2069,-0.0
Globe,Globe,ID,XPHO,2070,-0.0
Globe,Globe,ID,XPOT,2010,-0.0
Globe,Globe,ID,XPOT,2011,-0.0
Globe,Globe,ID,XPOT,2012,-0.0
Globe,Globe,ID,XPOT,2013,-0.0
Globe,Globe,ID,XPOT,2014,-0.0
Globe,Globe,ID,XPOT,2015,-0.0
Globe,Globe,ID,XPOT,2016,-0.0
Globe,Globe,ID,XPOT,2017,-0.0
Globe,Globe,ID,XPOT,2018,-0.0
Globe,Globe,ID,XPOT,2019,-0.0
Globe,Globe,ID,XPOT,2020,-0.0
Globe,Globe,ID,XPOT,2021,-0.0
Globe,Globe,ID,XPOT,2022,-0.0
Globe,Globe,ID,XPOT,2023,-0.0
Globe,Globe,ID,XPOT,2024,-0.0
Globe,Globe,ID,XPOT,2025,-0.0
Globe,Globe,ID,XPOT,2026,-0.0
Globe,Globe,ID,XPOT,2027,-0.0
Globe,Globe,ID,XPOT,2028,-0.0
Globe,Globe,ID,XPOT,2029,-0.0
Globe,Globe,ID,XPOT,2030,-0.0
Globe,Globe,ID,XPOT,2031,-0.0
Globe,Globe,ID,XPOT,2032,-0.0
Globe,Globe,ID,XPOT,2033,-0.0
Globe,Globe,ID,XPOT,2034,-0.0
Globe,Globe,ID,XPOT,2035,-0.0
Globe,Globe,ID,XPOT,2036,-0.0
Globe,Globe,ID,XPOT,2037,-0.0
Globe,Globe,ID,XPOT,2038,-0.0
Globe,Globe,ID,XPOT,2039,-0.0
Globe,Globe,ID,XPOT,2040,-0.0
Globe,Globe,ID,XPOT,2041,-0.0
Globe,Globe,ID,XPOT,2042,-0.0
Globe,Globe,ID,XPOT,2043,-0.0
Globe,Globe,ID,XPOT,2044,-0.0
Globe,Globe,ID,XPOT,2045,-0.0
Globe,Globe,ID,XPOT,2046,-0.0
Globe,Globe,ID,XPOT,2047,-0.0
Globe,Globe,ID,XPOT,2048,-0.0
Globe,Globe,ID,XPOT,2049,-0.0
Globe,Globe,ID,XPOT,2050,-0.0
Globe,Globe,ID,XPOT,2051,-0.0
Globe,Globe,ID,XPOT,2052,-0.0
Globe,Globe,ID,XPOT,2053,-0.0
Globe,Globe,ID,XPOT,2054,-0.0
Globe,Globe,ID,XPOT,2055,-0.0
Globe,Globe,ID,XPOT,2056,-0.0
Globe,Globe,ID,XPOT,2057,-0.0
Globe,Globe,ID,XPOT,2058,-0.0
Globe,Globe,ID,XPOT,2059,-0.0
Globe,Globe,ID,XPOT,2060,-0.0
Globe,Globe,ID,XPOT,2061,-0.0
Globe,Globe,ID,XPOT,2062,-0.0
Globe,Globe,ID,XPOT,2063,-0.0
Globe,Globe,ID,XPOT,2064,-0.0
Globe,Globe,ID,XPOT,2065,-0.0
Globe,Globe,ID,XPOT,2066,-0.0
Globe,Globe,ID,XPOT,2067,-0.0
Globe,Globe,ID,XPOT,2068,-0.0
Globe,Globe,ID,XPOT,2069,-0.0
Globe,Globe,ID,XPOT,2070,-0.0
Globe,Globe,ID,XSTE,2010,-0.0
Globe,Globe,ID,XSTE,2011,-0.0
Globe,Globe,ID,XSTE,2012,-0.0
Globe,Globe,ID,XSTE,2013,-0.0
Globe,Globe,ID,XSTE,2014,-0.0
Globe,Globe,ID,XSTE,2015,-0.0
Globe,Globe,ID,XSTE,2016,-0.0
Globe,Globe,ID,XSTE,2017,-0.0
Globe,Globe,ID,XSTE,2018,-0.0
Globe,Globe,ID,XSTE,2019,-0.0
Globe,Globe,ID,XSTE,2020,-0.0
Globe,Globe,ID,XSTE,2021,-0.0
Globe,Globe,ID,XSTE,2022,-0.0
Globe,Globe,ID,XSTE,2023,-0.0
Globe,Globe,ID,XSTE,2024,-0.0
Globe,Globe,ID,XSTE,2025,-0.0
Globe,Globe,ID,XSTE,2026,-0.0
Globe,Globe,ID,XSTE,2027,-0.0
