TIMESLICE,YEAR,MODE_OF_OPERATION,REGION,TECHNOLOGY,VALUE
ID,2016,1,Globe,C1GOCVP00,0.091622928384
ID,2016,1,Globe,C1GOHTF03,0.18788833440000002
ID,2016,1,Globe,C1HFGCPCH,1.8108099551520003
ID,2016,1,Globe,C1HFMRF00,49.02815489000001
ID,2016,1,Globe,C1HTOOTFI,36.45194305319147
ID,2016,1,Globe,C1HTOOTFR,17.597727405252062
ID,2016,1,Globe,C1HYDMP00,5.696810142321024
ID,2016,1,Globe,C1HYMIP00,0.385604673984
ID,2016,1,Globe,C1LFBRFH1,2.6542117633254234
ID,2016,1,Globe,C1LFCCP00,0.30717184502462397
ID,2016,1,Globe,C1LFRDF00,10.38283233
ID,2016,1,Globe,C1LFRLF00,3.5086143682326263
ID,2016,1,Globe,C1NG00I00,55.947130493687666
ID,2016,1,Globe,C1NGBRFH1,2.5722054169590867
ID,2016,1,Globe,C1NGBRFN1,3.5410136323537422
ID,2016,1,Globe,C1NGCCP00,12.181024773946444
ID,2016,1,Globe,C1NGCCPCH,0.9767200962148973
ID,2016,1,Globe,C1NGGCPCH,4.303072737555885
ID,2016,1,Globe,C1NGHTF03,7.44182333712
ID,2016,1,Globe,C1OI00I00,78.1626067
ID,2016,1,Globe,C1OIHTF03,6.7797462478915955
ID,2016,1,Globe,C1OIRFP00,48.03809905769324
ID,2016,2,Globe,C1OIRFP00,23.152232370500816
ID,2016,1,Globe,C1SOC1P00,0.0052030615680000005
ID,2016,1,Globe,C1SOTHF00,0.7561782812159997
ID,2016,1,Globe,C1SOV1P00,0.284289502896
ID,2016,1,Globe,C1SOV2P00,0.216216114048
ID,2016,1,Globe,C1WDOFP00,0.00437057171712
ID,2016,1,Globe,C1WDONP00,0.47253048924672
ID,2016,1,Globe,CEMPLANT,5.057331975991367
ID,2016,1,Globe,FERTPLANT,0.0002047303060082124
ID,2016,1,Globe,LA,2628.74795948704
ID,2016,1,Globe,LA1,814.7844195522556
ID,2016,1,Globe,LA1_i,183.9
ID,2016,1,Globe,LA1_i_PROD,183.9
ID,2016,1,Globe,LA1_PROD,814.7844195522557
ID,2016,1,Globe,LA2,1630.0635399347846
ID,2016,1,Globe,LA2_PROD,1630.0635399347846
ID,2016,1,Globe,LandRes,6172.6514
ID,2016,1,Globe,LF,1802.57794051296
ID,2016,1,Globe,LF1,598.3496087098742
ID,2016,1,Globe,LF2,1204.2283318030852
ID,2016,1,Globe,LF2_PROD,1204.2283318030852
ID,2016,1,Globe,LO,1741.3255
ID,2016,1,Globe,MFOOFACTOR,2.9341143718826124
ID,2016,1,Globe,PAPPLANT,3.143605041335114
ID,2016,1,Globe,PETAPLANT,4.7929094562547095e-06
ID,2016,1,Globe,PETBPLANT,21.85809637906164
ID,2016,1,Globe,STEPLANT,12.513609766871188
ID,2016,1,Globe,VFOOFACTOR,35.04186754630804
ID,2016,1,Globe,XALUMINE,1.896245607603211
ID,2016,1,Globe,XCEMMINE,21.71618350490693
ID,2016,1,Globe,XPHOMINE,6.551369792262799e-07
ID,2016,1,Globe,XPOTMINE,1.4331121420574868e-07
ID,2016,1,Globe,XSTEMINE,19.25763204657991
ID,2017,1,Globe,ALUPLANT,2.142802812273455
ID,2017,1,Globe,C1BFRDF00,0.2588912337207368
