REGION,TECHNOLOGY,TIMESLICE,YEAR,VALUE
Globe,C1HYMIP00,IP,2050,0.46
Globe,C1HYMIP00,IP,2051,0.46
Globe,C1HYMIP00,IP,2052,0.46
Globe,C1HYMIP00,IP,2053,0.46
Globe,C1HYMIP00,IP,2054,0.46
Globe,C1HYMIP00,IP,2055,0.46
Globe,C1HYMIP00,IP,2056,0.46
Globe,C1HYMIP00,IP,2057,0.46
Globe,C1HYMIP00,IP,2058,0.46
Globe,C1HYMIP00,IP,2059,0.46
Globe,C1HYMIP00,IP,2060,0.46
Globe,C1HYMIP00,IP,2061,0.46
Globe,C1HYMIP00,IP,2062,0.46
Globe,C1HYMIP00,IP,2063,0.46
Globe,C1HYMIP00,IP,2064,0.46
Globe,C1HYMIP00,IP,2065,0.46
Globe,C1HYMIP00,IP,2066,0.46
Globe,C1HYMIP00,IP,2067,0.46
Globe,C1HYMIP00,IP,2068,0.46
Globe,C1HYMIP00,IP,2069,0.46
Globe,C1HYMIP00,IP,2070,0.46
Globe,C1LFCCP00,ID,2010,0.6
Globe,C1LFCCP00,ID,2011,0.6357
Globe,C1LFCCP00,ID,2012,0.6714
Globe,C1LFCCP00,ID,2013,0.7071
Globe,C1LFCCP00,ID,2014,0.7429
Globe,C1LFCCP00,ID,2015,0.7786
Globe,C1LFCCP00,ID,2016,0.8143
Globe,C1LFCCP00,ID,2017,0.85
Globe,C1LFCCP00,ID,2018,0.85
Globe,C1LFCCP00,ID,2019,0.85
Globe,C1LFCCP00,ID,2020,0.85
Globe,C1LFCCP00,ID,2021,0.85
Globe,C1LFCCP00,ID,2022,0.85
Globe,C1LFCCP00,ID,2023,0.85
Globe,C1LFCCP00,ID,2024,0.85
Globe,C1LFCCP00,ID,2025,0.85
Globe,C1LFCCP00,ID,2026,0.85
Globe,C1LFCCP00,ID,2027,0.85
Globe,C1LFCCP00,ID,2028,0.85
Globe,C1LFCCP00,ID,2029,0.85
Globe,C1LFCCP00,ID,2030,0.85
Globe,C1LFCCP00,ID,2031,0.85
Globe,C1LFCCP00,ID,2032,0.85
Globe,C1LFCCP00,ID,2033,0.85
Globe,C1LFCCP00,ID,2034,0.85
Globe,C1LFCCP00,ID,2035,0.85
Globe,C1LFCCP00,ID,2036,0.85
Globe,C1LFCCP00,ID,2037,0.85
Globe,C1LFCCP00,ID,2038,0.85
Globe,C1LFCCP00,ID,2039,0.85
Globe,C1LFCCP00,ID,2040,0.85
Globe,C1LFCCP00,ID,2041,0.85
Globe,C1LFCCP00,ID,2042,0.85
Globe,C1LFCCP00,ID,2043,0.85
Globe,C1LFCCP00,ID,2044,0.85
Globe,C1LFCCP00,ID,2045,0.85
Globe,C1LFCCP00,ID,2046,0.85
Globe,C1LFCCP00,ID,2047,0.85
Globe,C1LFCCP00,ID,2048,0.85
Globe,C1LFCCP00,ID,2049,0.85
Globe,C1LFCCP00,ID,2050,0.85
Globe,C1LFCCP00,ID,2051,0.85
Globe,C1LFCCP00,ID,2052,0.85
Globe,C1LFCCP00,ID,2053,0.85
Globe,C1LFCCP00,ID,2054,0.85
Globe,C1LFCCP00,ID,2055,0.85
Globe,C1LFCCP00,ID,2056,0.85
Globe,C1LFCCP00,ID,2057,0.85
Globe,C1LFCCP00,ID,2058,0.85
Globe,C1LFCCP00,ID,2059,0.85
Globe,C1LFCCP00,ID,2060,0.85
Globe,C1LFCCP00,ID,2061,0.85
Globe,C1LFCCP00,ID,2062,0.85
Globe,C1LFCCP00,ID,2063,0.85
Globe,C1LFCCP00,ID,2064,0.85
Globe,C1LFCCP00,ID,2065,0.85
Globe,C1LFCCP00,ID,2066,0.85
Globe,C1LFCCP00,ID,2067,0.85
Globe,C1LFCCP00,ID,2068,0.85
Globe,C1LFCCP00,ID,2069,0.85
Globe,C1LFCCP00,ID,2070,0.85
Globe,C1LFCCP00,IN,2010,0.6
Globe,C1LFCCP00,IN,2011,0.6357
Globe,C1LFCCP00,IN,2012,0.6714
Globe,C1LFCCP00,IN,2013,0.7071
Globe,C1LFCCP00,IN,2014,0.7429
Globe,C1LFCCP00,IN,2015,0.7786
Globe,C1LFCCP00,IN,2016,0.8143
Globe,C1LFCCP00,IN,2017,0.85
Globe,C1LFCCP00,IN,2018,0.85
Globe,C1LFCCP00,IN,2019,0.85
Globe,C1LFCCP00,IN,2020,0.85
Globe,C1LFCCP00,IN,2021,0.85
Globe,C1LFCCP00,IN,2022,0.85
Globe,C1LFCCP00,IN,2023,0.85
Globe,C1LFCCP00,IN,2024,0.85
Globe,C1LFCCP00,IN,2025,0.85
Globe,C1LFCCP00,IN,2026,0.85
Globe,C1LFCCP00,IN,2027,0.85
Globe,C1LFCCP00,IN,2028,0.85
Globe,C1LFCCP00,IN,2029,0.85
Globe,C1LFCCP00,IN,2030,0.85
Globe,C1LFCCP00,IN,2031,0.85
Globe,C1LFCCP00,IN,2032,0.85
Globe,C1LFCCP00,IN,2033,0.85
Globe,C1LFCCP00,IN,2034,0.85
Globe,C1LFCCP00,IN,2035,0.85
Globe,C1LFCCP00,IN,2036,0.85
Globe,C1LFCCP00,IN,2037,0.85
Globe,C1LFCCP00,IN,2038,0.85
Globe,C1LFCCP00,IN,2039,0.85
Globe,C1LFCCP00,IN,2040,0.85
Globe,C1LFCCP00,IN,2041,0.85
Globe,C1LFCCP00,IN,2042,0.85
Globe,C1LFCCP00,IN,2043,0.85
Globe,C1LFCCP00,IN,2044,0.85
Globe,C1LFCCP00,IN,2045,0.85
Globe,C1LFCCP00,IN,2046,0.85
Globe,C1LFCCP00,IN,2047,0.85
Globe,C1LFCCP00,IN,2048,0.85
Globe,C1LFCCP00,IN,2049,0.85
Globe,C1LFCCP00,IN,2050,0.85
Globe,C1LFCCP00,IN,2051,0.85
Globe,C1LFCCP00,IN,2052,0.85
Globe,C1LFCCP00,IN,2053,0.85
Globe,C1LFCCP00,IN,2054,0.85
Globe,C1LFCCP00,IN,2055,0.85
Globe,C1LFCCP00,IN,2056,0.85
Globe,C1LFCCP00,IN,2057,0.85
Globe,C1LFCCP00,IN,2058,0.85
Globe,C1LFCCP00,IN,2059,0.85
Globe,C1LFCCP00,IN,2060,0.85
Globe,C1LFCCP00,IN,2061,0.85
Globe,C1LFCCP00,IN,2062,0.85
Globe,C1LFCCP00,IN,2063,0.85
Globe,C1LFCCP00,IN,2064,0.85
Globe,C1LFCCP00,IN,2065,0.85
Globe,C1LFCCP00,IN,2066,0.85
Globe,C1LFCCP00,IN,2067,0.85
Globe,C1LFCCP00,IN,2068,0.85
Globe,C1LFCCP00,IN,2069,0.85
Globe,C1LFCCP00,IN,2070,0.85
Globe,C1LFCCP00,IP,2010,0.6
Globe,C1LFCCP00,IP,2011,0.6357
Globe,C1LFCCP00,IP,2012,0.6714
Globe,C1LFCCP00,IP,2013,0.7071
Globe,C1LFCCP00,IP,2014,0.7429
Globe,C1LFCCP00,IP,2015,0.7786
Globe,C1LFCCP00,IP,2016,0.8143
Globe,C1LFCCP00,IP,2017,0.85
Globe,C1LFCCP00,IP,2018,1.0
Globe,C1LFCCP00,IP,2019,1.0
Globe,C1LFCCP00,IP,2020,1.0
Globe,C1LFCCP00,IP,2021,1.0
Globe,C1LFCCP00,IP,2022,1.0
Globe,C1LFCCP00,IP,2023,1.0
Globe,C1LFCCP00,IP,2024,1.0
Globe,C1LFCCP00,IP,2025,1.0
Globe,C1LFCCP00,IP,2026,1.0
Globe,C1LFCCP00,IP,2027,1.0
Globe,C1LFCCP00,IP,2028,1.0
Globe,C1LFCCP00,IP,2029,1.0
Globe,C1LFCCP00,IP,2030,1.0
Globe,C1LFCCP00,IP,2031,1.0
Globe,C1LFCCP00,IP,2032,1.0
Globe,C1LFCCP00,IP,2033,1.0
Globe,C1LFCCP00,IP,2034,1.0
Globe,C1LFCCP00,IP,2035,1.0
Globe,C1LFCCP00,IP,2036,1.0
Globe,C1LFCCP00,IP,2037,1.0
Globe,C1LFCCP00,IP,2038,1.0
Globe,C1LFCCP00,IP,2039,1.0
Globe,C1LFCCP00,IP,2040,1.0
Globe,C1LFCCP00,IP,2041,1.0
Globe,C1LFCCP00,IP,2042,1.0
Globe,C1LFCCP00,IP,2043,1.0
Globe,C1LFCCP00,IP,2044,1.0
Globe,C1LFCCP00,IP,2045,1.0
Globe,C1LFCCP00,IP,2046,1.0
Globe,C1LFCCP00,IP,2047,1.0
Globe,C1LFCCP00,IP,2048,1.0
Globe,C1LFCCP00,IP,2049,1.0
Globe,C1LFCCP00,IP,2050,1.0
Globe,C1LFCCP00,IP,2051,1.0
Globe,C1LFCCP00,IP,2052,1.0
Globe,C1LFCCP00,IP,2053,1.0
Globe,C1LFCCP00,IP,2054,1.0
Globe,C1LFCCP00,IP,2055,1.0
Globe,C1LFCCP00,IP,2056,1.0
Globe,C1LFCCP00,IP,2057,1.0
Globe,C1LFCCP00,IP,2058,1.0
Globe,C1LFCCP00,IP,2059,1.0
Globe,C1LFCCP00,IP,2060,1.0
Globe,C1LFCCP00,IP,2061,1.0
Globe,C1LFCCP00,IP,2062,1.0
Globe,C1LFCCP00,IP,2063,1.0
Globe,C1LFCCP00,IP,2064,1.0
Globe,C1LFCCP00,IP,2065,1.0
Globe,C1LFCCP00,IP,2066,1.0
Globe,C1LFCCP00,IP,2067,1.0
Globe,C1LFCCP00,IP,2068,1.0
Globe,C1LFCCP00,IP,2069,1.0
Globe,C1LFCCP00,IP,2070,1.0
Globe,C1NGCCP00,ID,2010,0.5
Globe,C1NGCCP00,ID,2011,0.55
Globe,C1NGCCP00,ID,2012,0.6
Globe,C1NGCCP00,ID,2013,0.65
Globe,C1NGCCP00,ID,2014,0.7
Globe,C1NGCCP00,ID,2015,0.75
Globe,C1NGCCP00,ID,2016,0.8
Globe,C1NGCCP00,ID,2017,0.85
Globe,C1NGCCP00,ID,2018,0.85
Globe,C1NGCCP00,ID,2019,0.85
Globe,C1NGCCP00,ID,2020,0.85
Globe,C1NGCCP00,ID,2021,0.85
Globe,C1NGCCP00,ID,2022,0.85
Globe,C1NGCCP00,ID,2023,0.85
Globe,C1NGCCP00,ID,2024,0.85
Globe,C1NGCCP00,ID,2025,0.85
Globe,C1NGCCP00,ID,2026,0.85
Globe,C1NGCCP00,ID,2027,0.85
Globe,C1NGCCP00,ID,2028,0.85
Globe,C1NGCCP00,ID,2029,0.85
Globe,C1NGCCP00,ID,2030,0.85
Globe,C1NGCCP00,ID,2031,0.85
Globe,C1NGCCP00,ID,2032,0.85
Globe,C1NGCCP00,ID,2033,0.85
Globe,C1NGCCP00,ID,2034,0.85
Globe,C1NGCCP00,ID,2035,0.85
Globe,C1NGCCP00,ID,2036,0.85
Globe,C1NGCCP00,ID,2037,0.85
Globe,C1NGCCP00,ID,2038,0.85
Globe,C1NGCCP00,ID,2039,0.85
Globe,C1NGCCP00,ID,2040,0.85
Globe,C1NGCCP00,ID,2041,0.85
Globe,C1NGCCP00,ID,2042,0.85
Globe,C1NGCCP00,ID,2043,0.85
Globe,C1NGCCP00,ID,2044,0.85
Globe,C1NGCCP00,ID,2045,0.85
Globe,C1NGCCP00,ID,2046,0.85
Globe,C1NGCCP00,ID,2047,0.85
Globe,C1NGCCP00,ID,2048,0.85
Globe,C1NGCCP00,ID,2049,0.85
Globe,C1NGCCP00,ID,2050,0.85
Globe,C1NGCCP00,ID,2051,0.85
Globe,C1NGCCP00,ID,2052,0.85
Globe,C1NGCCP00,ID,2053,0.85
Globe,C1NGCCP00,ID,2054,0.85
Globe,C1NGCCP00,ID,2055,0.85
Globe,C1NGCCP00,ID,2056,0.85
Globe,C1NGCCP00,ID,2057,0.85
Globe,C1NGCCP00,ID,2058,0.85
Globe,C1NGCCP00,ID,2059,0.85
Globe,C1NGCCP00,ID,2060,0.85
Globe,C1NGCCP00,ID,2061,0.85
Globe,C1NGCCP00,ID,2062,0.85
Globe,C1NGCCP00,ID,2063,0.85
Globe,C1NGCCP00,ID,2064,0.85
Globe,C1NGCCP00,ID,2065,0.85
Globe,C1NGCCP00,ID,2066,0.85
Globe,C1NGCCP00,ID,2067,0.85
Globe,C1NGCCP00,ID,2068,0.85
Globe,C1NGCCP00,ID,2069,0.85
Globe,C1NGCCP00,ID,2070,0.85
Globe,C1NGCCP00,IN,2010,0.5
Globe,C1NGCCP00,IN,2011,0.55
Globe,C1NGCCP00,IN,2012,0.6
Globe,C1NGCCP00,IN,2013,0.65
Globe,C1NGCCP00,IN,2014,0.7
Globe,C1NGCCP00,IN,2015,0.75
Globe,C1NGCCP00,IN,2016,0.8
Globe,C1NGCCP00,IN,2017,0.85
Globe,C1NGCCP00,IN,2018,0.85
Globe,C1NGCCP00,IN,2019,0.85
Globe,C1NGCCP00,IN,2020,0.85
Globe,C1NGCCP00,IN,2021,0.85
Globe,C1NGCCP00,IN,2022,0.85
Globe,C1NGCCP00,IN,2023,0.85
Globe,C1NGCCP00,IN,2024,0.85
Globe,C1NGCCP00,IN,2025,0.85
Globe,C1NGCCP00,IN,2026,0.85
Globe,C1NGCCP00,IN,2027,0.85
Globe,C1NGCCP00,IN,2028,0.85
Globe,C1NGCCP00,IN,2029,0.85
Globe,C1NGCCP00,IN,2030,0.85
Globe,C1NGCCP00,IN,2031,0.85
Globe,C1NGCCP00,IN,2032,0.85
Globe,C1NGCCP00,IN,2033,0.85
Globe,C1NGCCP00,IN,2034,0.85
Globe,C1NGCCP00,IN,2035,0.85
Globe,C1NGCCP00,IN,2036,0.85
Globe,C1NGCCP00,IN,2037,0.85
Globe,C1NGCCP00,IN,2038,0.85
Globe,C1NGCCP00,IN,2039,0.85
Globe,C1NGCCP00,IN,2040,0.85
Globe,C1NGCCP00,IN,2041,0.85
Globe,C1NGCCP00,IN,2042,0.85
Globe,C1NGCCP00,IN,2043,0.85
Globe,C1NGCCP00,IN,2044,0.85
Globe,C1NGCCP00,IN,2045,0.85
Globe,C1NGCCP00,IN,2046,0.85
Globe,C1NGCCP00,IN,2047,0.85
Globe,C1NGCCP00,IN,2048,0.85
Globe,C1NGCCP00,IN,2049,0.85
Globe,C1NGCCP00,IN,2050,0.85
Globe,C1NGCCP00,IN,2051,0.85
Globe,C1NGCCP00,IN,2052,0.85
Globe,C1NGCCP00,IN,2053,0.85
Globe,C1NGCCP00,IN,2054,0.85
Globe,C1NGCCP00,IN,2055,0.85
Globe,C1NGCCP00,IN,2056,0.85
Globe,C1NGCCP00,IN,2057,0.85
Globe,C1NGCCP00,IN,2058,0.85
Globe,C1NGCCP00,IN,2059,0.85
Globe,C1NGCCP00,IN,2060,0.85
Globe,C1NGCCP00,IN,2061,0.85
Globe,C1NGCCP00,IN,2062,0.85
Globe,C1NGCCP00,IN,2063,0.85
Globe,C1NGCCP00,IN,2064,0.85
Globe,C1NGCCP00,IN,2065,0.85
Globe,C1NGCCP00,IN,2066,0.85
Globe,C1NGCCP00,IN,2067,0.85
Globe,C1NGCCP00,IN,2068,0.85
Globe,C1NGCCP00,IN,2069,0.85
Globe,C1NGCCP00,IN,2070,0.85
Globe,C1NGCCP00,IP,2010,0.5
Globe,C1NGCCP00,IP,2011,0.55
Globe,C1NGCCP00,IP,2012,0.6
Globe,C1NGCCP00,IP,2013,0.65
Globe,C1NGCCP00,IP,2014,0.7
Globe,C1NGCCP00,IP,2015,0.75
Globe,C1NGCCP00,IP,2016,0.8
Globe,C1NGCCP00,IP,2017,0.85
Globe,C1NGCCP00,IP,2018,0.85
Globe,C1NGCCP00,IP,2019,0.85
Globe,C1NGCCP00,IP,2020,0.85
Globe,C1NGCCP00,IP,2021,0.85
Globe,C1NGCCP00,IP,2022,0.85
Globe,C1NGCCP00,IP,2023,0.85
Globe,C1NGCCP00,IP,2024,0.85
Globe,C1NGCCP00,IP,2025,0.85
Globe,C1NGCCP00,IP,2026,0.85
Globe,C1NGCCP00,IP,2027,0.85
Globe,C1NGCCP00,IP,2028,0.85
Globe,C1NGCCP00,IP,2029,0.85
Globe,C1NGCCP00,IP,2030,0.85
Globe,C1NGCCP00,IP,2031,0.85
Globe,C1NGCCP00,IP,2032,0.85
Globe,C1NGCCP00,IP,2033,0.85
Globe,C1NGCCP00,IP,2034,0.85
Globe,C1NGCCP00,IP,2035,0.85
Globe,C1NGCCP00,IP,2036,0.85
Globe,C1NGCCP00,IP,2037,0.85
Globe,C1NGCCP00,IP,2038,0.85
Globe,C1NGCCP00,IP,2039,0.85
Globe,C1NGCCP00,IP,2040,0.85
Globe,C1NGCCP00,IP,2041,0.85
Globe,C1NGCCP00,IP,2042,0.85
Globe,C1NGCCP00,IP,2043,0.85
Globe,C1NGCCP00,IP,2044,0.85
Globe,C1NGCCP00,IP,2045,0.85
Globe,C1NGCCP00,IP,2046,0.85
Globe,C1NGCCP00,IP,2047,0.85
Globe,C1NGCCP00,IP,2048,0.85
Globe,C1NGCCP00,IP,2049,0.85
Globe,C1NGCCP00,IP,2050,0.85
Globe,C1NGCCP00,IP,2051,0.85
Globe,C1NGCCP00,IP,2052,0.85
Globe,C1NGCCP00,IP,2053,0.85
Globe,C1NGCCP00,IP,2054,0.85
Globe,C1NGCCP00,IP,2055,0.85
Globe,C1NGCCP00,IP,2056,0.85
Globe,C1NGCCP00,IP,2057,0.85
Globe,C1NGCCP00,IP,2058,0.85
Globe,C1NGCCP00,IP,2059,0.85
Globe,C1NGCCP00,IP,2060,0.85
Globe,C1NGCCP00,IP,2061,0.85
Globe,C1NGCCP00,IP,2062,0.85
Globe,C1NGCCP00,IP,2063,0.85
Globe,C1NGCCP00,IP,2064,0.85
Globe,C1NGCCP00,IP,2065,0.85
Globe,C1NGCCP00,IP,2066,0.85
Globe,C1NGCCP00,IP,2067,0.85
Globe,C1NGCCP00,IP,2068,0.85
Globe,C1NGCCP00,IP,2069,0.85
Globe,C1NGCCP00,IP,2070,0.85
Globe,C1NGCCPCH,ID,2010,0.8
Globe,C1NGCCPCH,ID,2011,0.8
Globe,C1NGCCPCH,ID,2012,0.8
Globe,C1NGCCPCH,ID,2013,0.8
Globe,C1NGCCPCH,ID,2014,0.8
Globe,C1NGCCPCH,ID,2015,0.8
Globe,C1NGCCPCH,ID,2016,0.8
Globe,C1NGCCPCH,ID,2017,0.8
Globe,C1NGCCPCH,ID,2018,0.8
Globe,C1NGCCPCH,ID,2019,0.8
Globe,C1NGCCPCH,ID,2020,0.8
Globe,C1NGCCPCH,ID,2021,0.8
Globe,C1NGCCPCH,ID,2022,0.8
Globe,C1NGCCPCH,ID,2023,0.8
Globe,C1NGCCPCH,ID,2024,0.8
Globe,C1NGCCPCH,ID,2025,0.8
Globe,C1NGCCPCH,ID,2026,0.8
Globe,C1NGCCPCH,ID,2027,0.8
Globe,C1NGCCPCH,ID,2028,0.8
Globe,C1NGCCPCH,ID,2029,0.8
Globe,C1NGCCPCH,ID,2030,0.8
Globe,C1NGCCPCH,ID,2031,0.8
Globe,C1NGCCPCH,ID,2032,0.8
Globe,C1NGCCPCH,ID,2033,0.8
Globe,C1NGCCPCH,ID,2034,0.8
Globe,C1NGCCPCH,ID,2035,0.8
Globe,C1NGCCPCH,ID,2036,0.8
Globe,C1NGCCPCH,ID,2037,0.8
Globe,C1NGCCPCH,ID,2038,0.8
Globe,C1NGCCPCH,ID,2039,0.8
Globe,C1NGCCPCH,ID,2040,0.8
Globe,C1NGCCPCH,ID,2041,0.8
Globe,C1NGCCPCH,ID,2042,0.8
Globe,C1NGCCPCH,ID,2043,0.8
Globe,C1NGCCPCH,ID,2044,0.8
Globe,C1NGCCPCH,ID,2045,0.8
Globe,C1NGCCPCH,ID,2046,0.8
Globe,C1NGCCPCH,ID,2047,0.8
Globe,C1NGCCPCH,ID,2048,0.8
Globe,C1NGCCPCH,ID,2049,0.8
Globe,C1NGCCPCH,ID,2050,0.8
Globe,C1NGCCPCH,ID,2051,0.8
Globe,C1NGCCPCH,ID,2052,0.8
Globe,C1NGCCPCH,ID,2053,0.8
Globe,C1NGCCPCH,ID,2054,0.8
Globe,C1NGCCPCH,ID,2055,0.8
Globe,C1NGCCPCH,ID,2056,0.8
Globe,C1NGCCPCH,ID,2057,0.8
Globe,C1NGCCPCH,ID,2058,0.8
Globe,C1NGCCPCH,ID,2059,0.8
Globe,C1NGCCPCH,ID,2060,0.8
Globe,C1NGCCPCH,ID,2061,0.8
Globe,C1NGCCPCH,ID,2062,0.8
Globe,C1NGCCPCH,ID,2063,0.8
Globe,C1NGCCPCH,ID,2064,0.8
Globe,C1NGCCPCH,ID,2065,0.8
Globe,C1NGCCPCH,ID,2066,0.8
Globe,C1NGCCPCH,ID,2067,0.8
Globe,C1NGCCPCH,ID,2068,0.8
Globe,C1NGCCPCH,ID,2069,0.8
Globe,C1NGCCPCH,ID,2070,0.8
Globe,C1NGCCPCH,IN,2010,0.8
Globe,C1NGCCPCH,IN,2011,0.8
Globe,C1NGCCPCH,IN,2012,0.8
Globe,C1NGCCPCH,IN,2013,0.8
Globe,C1NGCCPCH,IN,2014,0.8
Globe,C1NGCCPCH,IN,2015,0.8
Globe,C1NGCCPCH,IN,2016,0.8
Globe,C1NGCCPCH,IN,2017,0.8
Globe,C1NGCCPCH,IN,2018,0.8
Globe,C1NGCCPCH,IN,2019,0.8
Globe,C1NGCCPCH,IN,2020,0.8
Globe,C1NGCCPCH,IN,2021,0.8
Globe,C1NGCCPCH,IN,2022,0.8
Globe,C1NGCCPCH,IN,2023,0.8
Globe,C1NGCCPCH,IN,2024,0.8
Globe,C1NGCCPCH,IN,2025,0.8
Globe,C1NGCCPCH,IN,2026,0.8
Globe,C1NGCCPCH,IN,2027,0.8
Globe,C1NGCCPCH,IN,2028,0.8
Globe,C1NGCCPCH,IN,2029,0.8
Globe,C1NGCCPCH,IN,2030,0.8
Globe,C1NGCCPCH,IN,2031,0.8
Globe,C1NGCCPCH,IN,2032,0.8
Globe,C1NGCCPCH,IN,2033,0.8
Globe,C1NGCCPCH,IN,2034,0.8
Globe,C1NGCCPCH,IN,2035,0.8
Globe,C1NGCCPCH,IN,2036,0.8
Globe,C1NGCCPCH,IN,2037,0.8
Globe,C1NGCCPCH,IN,2038,0.8
Globe,C1NGCCPCH,IN,2039,0.8
Globe,C1NGCCPCH,IN,2040,0.8
Globe,C1NGCCPCH,IN,2041,0.8
Globe,C1NGCCPCH,IN,2042,0.8
Globe,C1NGCCPCH,IN,2043,0.8
Globe,C1NGCCPCH,IN,2044,0.8
Globe,C1NGCCPCH,IN,2045,0.8
Globe,C1NGCCPCH,IN,2046,0.8
Globe,C1NGCCPCH,IN,2047,0.8
Globe,C1NGCCPCH,IN,2048,0.8
Globe,C1NGCCPCH,IN,2049,0.8
Globe,C1NGCCPCH,IN,2050,0.8
Globe,C1NGCCPCH,IN,2051,0.8
Globe,C1NGCCPCH,IN,2052,0.8
Globe,C1NGCCPCH,IN,2053,0.8
Globe,C1NGCCPCH,IN,2054,0.8
Globe,C1NGCCPCH,IN,2055,0.8
Globe,C1NGCCPCH,IN,2056,0.8
Globe,C1NGCCPCH,IN,2057,0.8
Globe,C1NGCCPCH,IN,2058,0.8
Globe,C1NGCCPCH,IN,2059,0.8
Globe,C1NGCCPCH,IN,2060,0.8
Globe,C1NGCCPCH,IN,2061,0.8
Globe,C1NGCCPCH,IN,2062,0.8
Globe,C1NGCCPCH,IN,2063,0.8
Globe,C1NGCCPCH,IN,2064,0.8
Globe,C1NGCCPCH,IN,2065,0.8
Globe,C1NGCCPCH,IN,2066,0.8
Globe,C1NGCCPCH,IN,2067,0.8
Globe,C1NGCCPCH,IN,2068,0.8
Globe,C1NGCCPCH,IN,2069,0.8
Globe,C1NGCCPCH,IN,2070,0.8
Globe,C1NGCCPCH,IP,2010,0.8
Globe,C1NGCCPCH,IP,2011,0.8
Globe,C1NGCCPCH,IP,2012,0.8
Globe,C1NGCCPCH,IP,2013,0.8
Globe,C1NGCCPCH,IP,2014,0.8
Globe,C1NGCCPCH,IP,2015,0.8
Globe,C1NGCCPCH,IP,2016,0.8
Globe,C1NGCCPCH,IP,2017,0.8
Globe,C1NGCCPCH,IP,2018,0.8
Globe,C1NGCCPCH,IP,2019,0.8
Globe,C1NGCCPCH,IP,2020,0.8
Globe,C1NGCCPCH,IP,2021,0.8
Globe,C1NGCCPCH,IP,2022,0.8
Globe,C1NGCCPCH,IP,2023,0.8
Globe,C1NGCCPCH,IP,2024,0.8
Globe,C1NGCCPCH,IP,2025,0.8
Globe,C1NGCCPCH,IP,2026,0.8
Globe,C1NGCCPCH,IP,2027,0.8
Globe,C1NGCCPCH,IP,2028,0.8
Globe,C1NGCCPCH,IP,2029,0.8
Globe,C1NGCCPCH,IP,2030,0.8
Globe,C1NGCCPCH,IP,2031,0.8
Globe,C1NGCCPCH,IP,2032,0.8
Globe,C1NGCCPCH,IP,2033,0.8
Globe,C1NGCCPCH,IP,2034,0.8
Globe,C1NGCCPCH,IP,2035,0.8
Globe,C1NGCCPCH,IP,2036,0.8
Globe,C1NGCCPCH,IP,2037,0.8
Globe,C1NGCCPCH,IP,2038,0.8
Globe,C1NGCCPCH,IP,2039,0.8
Globe,C1NGCCPCH,IP,2040,0.8
Globe,C1NGCCPCH,IP,2041,0.8
Globe,C1NGCCPCH,IP,2042,0.8
Globe,C1NGCCPCH,IP,2043,0.8
Globe,C1NGCCPCH,IP,2044,0.8
Globe,C1NGCCPCH,IP,2045,0.8
Globe,C1NGCCPCH,IP,2046,0.8
Globe,C1NGCCPCH,IP,2047,0.8
Globe,C1NGCCPCH,IP,2048,0.8
Globe,C1NGCCPCH,IP,2049,0.8
Globe,C1NGCCPCH,IP,2050,0.8
Globe,C1NGCCPCH,IP,2051,0.8
Globe,C1NGCCPCH,IP,2052,0.8
Globe,C1NGCCPCH,IP,2053,0.8
Globe,C1NGCCPCH,IP,2054,0.8
Globe,C1NGCCPCH,IP,2055,0.8
Globe,C1NGCCPCH,IP,2056,0.8
Globe,C1NGCCPCH,IP,2057,0.8
Globe,C1NGCCPCH,IP,2058,0.8
Globe,C1NGCCPCH,IP,2059,0.8
Globe,C1NGCCPCH,IP,2060,0.8
Globe,C1NGCCPCH,IP,2061,0.8
Globe,C1NGCCPCH,IP,2062,0.8
Globe,C1NGCCPCH,IP,2063,0.8
Globe,C1NGCCPCH,IP,2064,0.8
Globe,C1NGCCPCH,IP,2065,0.8
Globe,C1NGCCPCH,IP,2066,0.8
Globe,C1NGCCPCH,IP,2067,0.8
Globe,C1NGCCPCH,IP,2068,0.8
Globe,C1NGCCPCH,IP,2069,0.8
Globe,C1NGCCPCH,IP,2070,0.8
Globe,C1NGCCPCS,IN,2010,0.85
Globe,C1NGCCPCS,IN,2011,0.85
Globe,C1NGCCPCS,IN,2012,0.85
Globe,C1NGCCPCS,IN,2013,0.85
Globe,C1NGCCPCS,IN,2014,0.85
Globe,C1NGCCPCS,IN,2015,0.85
Globe,C1NGCCPCS,IN,2016,0.85
Globe,C1NGCCPCS,IN,2017,0.85
Globe,C1NGCCPCS,IN,2018,0.85
Globe,C1NGCCPCS,IN,2019,0.85
Globe,C1NGCCPCS,IN,2020,0.85
Globe,C1NGCCPCS,IN,2021,0.85
Globe,C1NGCCPCS,IN,2022,0.85
Globe,C1NGCCPCS,IN,2023,0.85
Globe,C1NGCCPCS,IN,2024,0.85
Globe,C1NGCCPCS,IN,2025,0.85
Globe,C1NGCCPCS,IN,2026,0.85
Globe,C1NGCCPCS,IN,2027,0.85
Globe,C1NGCCPCS,IN,2028,0.85
Globe,C1NGCCPCS,IN,2029,0.85
Globe,C1NGCCPCS,IN,2030,0.85
Globe,C1NGCCPCS,IN,2031,0.85
Globe,C1NGCCPCS,IN,2032,0.85
Globe,C1NGCCPCS,IN,2033,0.85
Globe,C1NGCCPCS,IN,2034,0.85
Globe,C1NGCCPCS,IN,2035,0.85
Globe,C1NGCCPCS,IN,2036,0.85
