REGION,TECHNOLOGY,TIMESLICE,YEAR,VALUE
Globe,C1NGCCPCS,IN,2037,0.85
Globe,C1NGCCPCS,IN,2038,0.85
Globe,C1NGCCPCS,IN,2039,0.85
Globe,C1NGCCPCS,IN,2040,0.85
Globe,C1NGCCPCS,IN,2041,0.85
Globe,C1NGCCPCS,IN,2042,0.85
Globe,C1NGCCPCS,IN,2043,0.85
Globe,C1NGCCPCS,IN,2044,0.85
Globe,C1NGCCPCS,IN,2045,0.85
Globe,C1NGCCPCS,IN,2046,0.85
Globe,C1NGCCPCS,IN,2047,0.85
Globe,C1NGCCPCS,IN,2048,0.85
Globe,C1NGCCPCS,IN,2049,0.85
Globe,C1NGCCPCS,IN,2050,0.85
Globe,C1NGCCPCS,IN,2051,0.85
Globe,C1NGCCPCS,IN,2052,0.85
Globe,C1NGCCPCS,IN,2053,0.85
Globe,C1NGCCPCS,IN,2054,0.85
Globe,C1NGCCPCS,IN,2055,0.85
Globe,C1NGCCPCS,IN,2056,0.85
Globe,C1NGCCPCS,IN,2057,0.85
Globe,C1NGCCPCS,IN,2058,0.85
Globe,C1NGCCPCS,IN,2059,0.85
Globe,C1NGCCPCS,IN,2060,0.85
Globe,C1NGCCPCS,IN,2061,0.85
Globe,C1NGCCPCS,IN,2062,0.85
Globe,C1NGCCPCS,IN,2063,0.85
Globe,C1NGCCPCS,IN,2064,0.85
Globe,C1NGCCPCS,IN,2065,0.85
Globe,C1NGCCPCS,IN,2066,0.85
Globe,C1NGCCPCS,IN,2067,0.85
Globe,C1NGCCPCS,IN,2068,0.85
Globe,C1NGCCPCS,IN,2069,0.85
Globe,C1NGCCPCS,IN,2070,0.85
Globe,C1NGCCPCS,IP,2010,0.85
Globe,C1NGCCPCS,IP,2011,0.85
Globe,C1NGCCPCS,IP,2012,0.85
Globe,C1NGCCPCS,IP,2013,0.85
Globe,C1NGCCPCS,IP,2014,0.85
Globe,C1NGCCPCS,IP,2015,0.85
Globe,C1NGCCPCS,IP,2016,0.85
Globe,C1NGCCPCS,IP,2017,0.85
Globe,C1NGCCPCS,IP,2018,0.85
Globe,C1NGCCPCS,IP,2019,0.85
Globe,C1NGCCPCS,IP,2020,0.85
Globe,C1NGCCPCS,IP,2021,0.85
Globe,C1NGCCPCS,IP,2022,0.85
Globe,C1NGCCPCS,IP,2023,0.85
Globe,C1NGCCPCS,IP,2024,0.85
Globe,C1NGCCPCS,IP,2025,0.85
Globe,C1NGCCPCS,IP,2026,0.85
Globe,C1NGCCPCS,IP,2027,0.85
Globe,C1NGCCPCS,IP,2028,0.85
Globe,C1NGCCPCS,IP,2029,0.85
Globe,C1NGCCPCS,IP,2030,0.85
Globe,C1NGCCPCS,IP,2031,0.85
Globe,C1NGCCPCS,IP,2032,0.85
Globe,C1NGCCPCS,IP,2033,0.85
Globe,C1NGCCPCS,IP,2034,0.85
Globe,C1NGCCPCS,IP,2035,0.85
Globe,C1NGCCPCS,IP,2036,0.85
Globe,C1NGCCPCS,IP,2037,0.85
Globe,C1NGCCPCS,IP,2038,0.85
Globe,C1NGCCPCS,IP,2039,0.85
Globe,C1NGCCPCS,IP,2040,0.85
Globe,C1NGCCPCS,IP,2041,0.85
Globe,C1NGCCPCS,IP,2042,0.85
Globe,C1NGCCPCS,IP,2043,0.85
Globe,C1NGCCPCS,IP,2044,0.85
Globe,C1NGCCPCS,IP,2045,0.85
Globe,C1NGCCPCS,IP,2046,0.85
Globe,C1NGCCPCS,IP,2047,0.85
Globe,C1NGCCPCS,IP,2048,0.85
Globe,C1NGCCPCS,IP,2049,0.85
Globe,C1NGCCPCS,IP,2050,0.85
Globe,C1NGCCPCS,IP,2051,0.85
Globe,C1NGCCPCS,IP,2052,0.85
Globe,C1NGCCPCS,IP,2053,0.85
Globe,C1NGCCPCS,IP,2054,0.85
Globe,C1NGCCPCS,IP,2055,0.85
Globe,C1NGCCPCS,IP,2056,0.85
Globe,C1NGCCPCS,IP,2057,0.85
Globe,C1NGCCPCS,IP,2058,0.85
Globe,C1NGCCPCS,IP,2059,0.85
Globe,C1NGCCPCS,IP,2060,0.85
Globe,C1NGCCPCS,IP,2061,0.85
Globe,C1NGCCPCS,IP,2062,0.85
Globe,C1NGCCPCS,IP,2063,0.85
Globe,C1NGCCPCS,IP,2064,0.85
Globe,C1NGCCPCS,IP,2065,0.85
Globe,C1NGCCPCS,IP,2066,0.85
Globe,C1NGCCPCS,IP,2067,0.85
Globe,C1NGCCPCS,IP,2068,0.85
Globe,C1NGCCPCS,IP,2069,0.85
Globe,C1NGCCPCS,IP,2070,0.85
Globe,C1NGGCP00,ID,2010,0.2
Globe,C1NGGCP00,ID,2011,0.2929
Globe,C1NGGCP00,ID,2012,0.3857
Globe,C1NGGCP00,ID,2013,0.4786
Globe,C1NGGCP00,ID,2014,0.5714
Globe,C1NGGCP00,ID,2015,0.6643
Globe,C1NGGCP00,ID,2016,0.7571
Globe,C1NGGCP00,ID,2017,0.85
Globe,C1NGGCP00,ID,2018,0.85
Globe,C1NGGCP00,ID,2019,0.85
Globe,C1NGGCP00,ID,2020,0.85
Globe,C1NGGCP00,ID,2021,0.85
Globe,C1NGGCP00,ID,2022,0.85
Globe,C1NGGCP00,ID,2023,0.85
Globe,C1NGGCP00,ID,2024,0.85
Globe,C1NGGCP00,ID,2025,0.85
Globe,C1NGGCP00,ID,2026,0.85
Globe,C1NGGCP00,ID,2027,0.85
Globe,C1NGGCP00,ID,2028,0.85
Globe,C1NGGCP00,ID,2029,0.85
Globe,C1NGGCP00,ID,2030,0.85
Globe,C1NGGCP00,ID,2031,0.85
Globe,C1NGGCP00,ID,2032,0.85
Globe,C1NGGCP00,ID,2033,0.85
Globe,C1NGGCP00,ID,2034,0.85
Globe,C1NGGCP00,ID,2035,0.85
Globe,C1NGGCP00,ID,2036,0.85
Globe,C1NGGCP00,ID,2037,0.85
Globe,C1NGGCP00,ID,2038,0.85
Globe,C1NGGCP00,ID,2039,0.85
Globe,C1NGGCP00,ID,2040,0.85
Globe,C1NGGCP00,ID,2041,0.85
Globe,C1NGGCP00,ID,2042,0.85
Globe,C1NGGCP00,ID,2043,0.85
Globe,C1NGGCP00,ID,2044,0.85
Globe,C1NGGCP00,ID,2045,0.85
Globe,C1NGGCP00,ID,2046,0.85
Globe,C1NGGCP00,ID,2047,0.85
Globe,C1NGGCP00,ID,2048,0.85
Globe,C1NGGCP00,ID,2049,0.85
Globe,C1NGGCP00,ID,2050,0.85
Globe,C1NGGCP00,ID,2051,0.85
Globe,C1NGGCP00,ID,2052,0.85
Globe,C1NGGCP00,ID,2053,0.85
Globe,C1NGGCP00,ID,2054,0.85
Globe,C1NGGCP00,ID,2055,0.85
Globe,C1NGGCP00,ID,2056,0.85
Globe,C1NGGCP00,ID,2057,0.85
Globe,C1NGGCP00,ID,2058,0.85
Globe,C1NGGCP00,ID,2059,0.85
Globe,C1NGGCP00,ID,2060,0.85
Globe,C1NGGCP00,ID,2061,0.85
Globe,C1NGGCP00,ID,2062,0.85
Globe,C1NGGCP00,ID,2063,0.85
Globe,C1NGGCP00,ID,2064,0.85
Globe,C1NGGCP00,ID,2065,0.85
Globe,C1NGGCP00,ID,2066,0.85
Globe,C1NGGCP00,ID,2067,0.85
Globe,C1NGGCP00,ID,2068,0.85
Globe,C1NGGCP00,ID,2069,0.85
Globe,C1NGGCP00,ID,2070,0.85
Globe,C1NGGCP00,IN,2010,0.2
Globe,C1NGGCP00,IN,2011,0.2929
Globe,C1NGGCP00,IN,2012,0.3857
Globe,C1NGGCP00,IN,2013,0.4786
Globe,C1NGGCP00,IN,2014,0.5714
Globe,C1NGGCP00,IN,2015,0.6643
Globe,C1NGGCP00,IN,2016,0.7571
Globe,C1NGGCP00,IN,2017,0.85
Globe,C1NGGCP00,IN,2018,0.85
Globe,C1NGGCP00,IN,2019,0.85
Globe,C1NGGCP00,IN,2020,0.85
Globe,C1NGGCP00,IN,2021,0.85
Globe,C1NGGCP00,IN,2022,0.85
Globe,C1NGGCP00,IN,2023,0.85
Globe,C1NGGCP00,IN,2024,0.85
Globe,C1NGGCP00,IN,2025,0.85
Globe,C1NGGCP00,IN,2026,0.85
Globe,C1NGGCP00,IN,2027,0.85
Globe,C1NGGCP00,IN,2028,0.85
Globe,C1NGGCP00,IN,2029,0.85
Globe,C1NGGCP00,IN,2030,0.85
Globe,C1NGGCP00,IN,2031,0.85
Globe,C1NGGCP00,IN,2032,0.85
Globe,C1NGGCP00,IN,2033,0.85
Globe,C1NGGCP00,IN,2034,0.85
Globe,C1NGGCP00,IN,2035,0.85
Globe,C1NGGCP00,IN,2036,0.85
Globe,C1NGGCP00,IN,2037,0.85
Globe,C1NGGCP00,IN,2038,0.85
Globe,C1NGGCP00,IN,2039,0.85
Globe,C1NGGCP00,IN,2040,0.85
Globe,C1NGGCP00,IN,2041,0.85
Globe,C1NGGCP00,IN,2042,0.85
Globe,C1NGGCP00,IN,2043,0.85
Globe,C1NGGCP00,IN,2044,0.85
Globe,C1NGGCP00,IN,2045,0.85
Globe,C1NGGCP00,IN,2046,0.85
Globe,C1NGGCP00,IN,2047,0.85
Globe,C1NGGCP00,IN,2048,0.85
Globe,C1NGGCP00,IN,2049,0.85
Globe,C1NGGCP00,IN,2050,0.85
Globe,C1NGGCP00,IN,2051,0.85
Globe,C1NGGCP00,IN,2052,0.85
Globe,C1NGGCP00,IN,2053,0.85
Globe,C1NGGCP00,IN,2054,0.85
Globe,C1NGGCP00,IN,2055,0.85
Globe,C1NGGCP00,IN,2056,0.85
Globe,C1NGGCP00,IN,2057,0.85
Globe,C1NGGCP00,IN,2058,0.85
Globe,C1NGGCP00,IN,2059,0.85
Globe,C1NGGCP00,IN,2060,0.85
Globe,C1NGGCP00,IN,2061,0.85
Globe,C1NGGCP00,IN,2062,0.85
Globe,C1NGGCP00,IN,2063,0.85
Globe,C1NGGCP00,IN,2064,0.85
Globe,C1NGGCP00,IN,2065,0.85
Globe,C1NGGCP00,IN,2066,0.85
Globe,C1NGGCP00,IN,2067,0.85
Globe,C1NGGCP00,IN,2068,0.85
Globe,C1NGGCP00,IN,2069,0.85
Globe,C1NGGCP00,IN,2070,0.85
Globe,C1NGGCP00,IP,2010,0.2
Globe,C1NGGCP00,IP,2011,0.2929
Globe,C1NGGCP00,IP,2012,0.3857
Globe,C1NGGCP00,IP,2013,0.4786
Globe,C1NGGCP00,IP,2014,0.5714
Globe,C1NGGCP00,IP,2015,0.6643
Globe,C1NGGCP00,IP,2016,0.7571
Globe,C1NGGCP00,IP,2017,0.85
Globe,C1NGGCP00,IP,2018,0.85
Globe,C1NGGCP00,IP,2019,0.85
Globe,C1NGGCP00,IP,2020,0.85
Globe,C1NGGCP00,IP,2021,0.85
Globe,C1NGGCP00,IP,2022,0.85
Globe,C1NGGCP00,IP,2023,0.85
Globe,C1NGGCP00,IP,2024,0.85
Globe,C1NGGCP00,IP,2025,0.85
Globe,C1NGGCP00,IP,2026,0.85
Globe,C1NGGCP00,IP,2027,0.85
Globe,C1NGGCP00,IP,2028,0.85
Globe,C1NGGCP00,IP,2029,0.85
Globe,C1NGGCP00,IP,2030,0.85
Globe,C1NGGCP00,IP,2031,0.85
Globe,C1NGGCP00,IP,2032,0.85
Globe,C1NGGCP00,IP,2033,0.85
Globe,C1NGGCP00,IP,2034,0.85
Globe,C1NGGCP00,IP,2035,0.85
Globe,C1NGGCP00,IP,2036,0.85
Globe,C1NGGCP00,IP,2037,0.85
Globe,C1NGGCP00,IP,2038,0.85
Globe,C1NGGCP00,IP,2039,0.85
Globe,C1NGGCP00,IP,2040,0.85
Globe,C1NGGCP00,IP,2041,0.85
Globe,C1NGGCP00,IP,2042,0.85
Globe,C1NGGCP00,IP,2043,0.85
Globe,C1NGGCP00,IP,2044,0.85
Globe,C1NGGCP00,IP,2045,0.85
Globe,C1NGGCP00,IP,2046,0.85
Globe,C1NGGCP00,IP,2047,0.85
Globe,C1NGGCP00,IP,2048,0.85
Globe,C1NGGCP00,IP,2049,0.85
Globe,C1NGGCP00,IP,2050,0.85
Globe,C1NGGCP00,IP,2051,0.85
Globe,C1NGGCP00,IP,2052,0.85
Globe,C1NGGCP00,IP,2053,0.85
Globe,C1NGGCP00,IP,2054,0.85
Globe,C1NGGCP00,IP,2055,0.85
Globe,C1NGGCP00,IP,2056,0.85
Globe,C1NGGCP00,IP,2057,0.85
Globe,C1NGGCP00,IP,2058,0.85
Globe,C1NGGCP00,IP,2059,0.85
Globe,C1NGGCP00,IP,2060,0.85
Globe,C1NGGCP00,IP,2061,0.85
Globe,C1NGGCP00,IP,2062,0.85
Globe,C1NGGCP00,IP,2063,0.85
Globe,C1NGGCP00,IP,2064,0.85
Globe,C1NGGCP00,IP,2065,0.85
Globe,C1NGGCP00,IP,2066,0.85
Globe,C1NGGCP00,IP,2067,0.85
Globe,C1NGGCP00,IP,2068,0.85
Globe,C1NGGCP00,IP,2069,0.85
Globe,C1NGGCP00,IP,2070,0.85
Globe,C1NGGCPCH,ID,2010,0.75
Globe,C1NGGCPCH,ID,2011,0.75
Globe,C1NGGCPCH,ID,2012,0.75
Globe,C1NGGCPCH,ID,2013,0.75
Globe,C1NGGCPCH,ID,2014,0.75
Globe,C1NGGCPCH,ID,2015,0.75
Globe,C1NGGCPCH,ID,2016,0.75
Globe,C1NGGCPCH,ID,2017,0.75
Globe,C1NGGCPCH,ID,2018,0.75
Globe,C1NGGCPCH,ID,2019,0.75
Globe,C1NGGCPCH,ID,2020,0.75
Globe,C1NGGCPCH,ID,2021,0.75
Globe,C1NGGCPCH,ID,2022,0.75
Globe,C1NGGCPCH,ID,2023,0.75
Globe,C1NGGCPCH,ID,2024,0.75
Globe,C1NGGCPCH,ID,2025,0.75
Globe,C1NGGCPCH,ID,2026,0.75
Globe,C1NGGCPCH,ID,2027,0.75
Globe,C1NGGCPCH,ID,2028,0.75
Globe,C1NGGCPCH,ID,2029,0.75
Globe,C1NGGCPCH,ID,2030,0.75
Globe,C1NGGCPCH,ID,2031,0.75
Globe,C1NGGCPCH,ID,2032,0.75
Globe,C1NGGCPCH,ID,2033,0.75
Globe,C1NGGCPCH,ID,2034,0.75
Globe,C1NGGCPCH,ID,2035,0.75
Globe,C1NGGCPCH,ID,2036,0.75
Globe,C1NGGCPCH,ID,2037,0.75
Globe,C1NGGCPCH,ID,2038,0.75
Globe,C1NGGCPCH,ID,2039,0.75
Globe,C1NGGCPCH,ID,2040,0.75
Globe,C1NGGCPCH,ID,2041,0.75
Globe,C1NGGCPCH,ID,2042,0.75
Globe,C1NGGCPCH,ID,2043,0.75
Globe,C1NGGCPCH,ID,2044,0.75
Globe,C1NGGCPCH,ID,2045,0.75
Globe,C1NGGCPCH,ID,2046,0.75
Globe,C1NGGCPCH,ID,2047,0.75
Globe,C1NGGCPCH,ID,2048,0.75
Globe,C1NGGCPCH,ID,2049,0.75
Globe,C1NGGCPCH,ID,2050,0.75
Globe,C1NGGCPCH,ID,2051,0.75
Globe,C1NGGCPCH,ID,2052,0.75
Globe,C1NGGCPCH,ID,2053,0.75
Globe,C1NGGCPCH,ID,2054,0.75
Globe,C1NGGCPCH,ID,2055,0.75
Globe,C1NGGCPCH,ID,2056,0.75
Globe,C1NGGCPCH,ID,2057,0.75
Globe,C1NGGCPCH,ID,2058,0.75
Globe,C1NGGCPCH,ID,2059,0.75
Globe,C1NGGCPCH,ID,2060,0.75
Globe,C1NGGCPCH,ID,2061,0.75
Globe,C1NGGCPCH,ID,2062,0.75
Globe,C1NGGCPCH,ID,2063,0.75
Globe,C1NGGCPCH,ID,2064,0.75
Globe,C1NGGCPCH,ID,2065,0.75
Globe,C1NGGCPCH,ID,2066,0.75
Globe,C1NGGCPCH,ID,2067,0.75
Globe,C1NGGCPCH,ID,2068,0.75
Globe,C1NGGCPCH,ID,2069,0.75
Globe,C1NGGCPCH,ID,2070,0.75
Globe,C1NGGCPCH,IN,2010,0.75
Globe,C1NGGCPCH,IN,2011,0.75
Globe,C1NGGCPCH,IN,2012,0.75
Globe,C1NGGCPCH,IN,2013,0.75
Globe,C1NGGCPCH,IN,2014,0.75
Globe,C1NGGCPCH,IN,2015,0.75
Globe,C1NGGCPCH,IN,2016,0.75
Globe,C1NGGCPCH,IN,2017,0.75
Globe,C1NGGCPCH,IN,2018,0.75
Globe,C1NGGCPCH,IN,2019,0.75
Globe,C1NGGCPCH,IN,2020,0.75
Globe,C1NGGCPCH,IN,2021,0.75
Globe,C1NGGCPCH,IN,2022,0.75
Globe,C1NGGCPCH,IN,2023,0.75
Globe,C1NGGCPCH,IN,2024,0.75
Globe,C1NGGCPCH,IN,2025,0.75
Globe,C1NGGCPCH,IN,2026,0.75
Globe,C1NGGCPCH,IN,2027,0.75
Globe,C1NGGCPCH,IN,2028,0.75
Globe,C1NGGCPCH,IN,2029,0.75
Globe,C1NGGCPCH,IN,2030,0.75
Globe,C1NGGCPCH,IN,2031,0.75
Globe,C1NGGCPCH,IN,2032,0.75
Globe,C1NGGCPCH,IN,2033,0.75
Globe,C1NGGCPCH,IN,2034,0.75
Globe,C1NGGCPCH,IN,2035,0.75
Globe,C1NGGCPCH,IN,2036,0.75
Globe,C1NGGCPCH,IN,2037,0.75
Globe,C1NGGCPCH,IN,2038,0.75
Globe,C1NGGCPCH,IN,2039,0.75
Globe,C1NGGCPCH,IN,2040,0.75
Globe,C1NGGCPCH,IN,2041,0.75
Globe,C1NGGCPCH,IN,2042,0.75
Globe,C1NGGCPCH,IN,2043,0.75
Globe,C1NGGCPCH,IN,2044,0.75
Globe,C1NGGCPCH,IN,2045,0.75
Globe,C1NGGCPCH,IN,2046,0.75
Globe,C1NGGCPCH,IN,2047,0.75
Globe,C1NGGCPCH,IN,2048,0.75
Globe,C1NGGCPCH,IN,2049,0.75
Globe,C1NGGCPCH,IN,2050,0.75
Globe,C1NGGCPCH,IN,2051,0.75
Globe,C1NGGCPCH,IN,2052,0.75
Globe,C1NGGCPCH,IN,2053,0.75
Globe,C1NGGCPCH,IN,2054,0.75
Globe,C1NGGCPCH,IN,2055,0.75
Globe,C1NGGCPCH,IN,2056,0.75
Globe,C1NGGCPCH,IN,2057,0.75
Globe,C1NGGCPCH,IN,2058,0.75
Globe,C1NGGCPCH,IN,2059,0.75
Globe,C1NGGCPCH,IN,2060,0.75
Globe,C1NGGCPCH,IN,2061,0.75
Globe,C1NGGCPCH,IN,2062,0.75
Globe,C1NGGCPCH,IN,2063,0.75
Globe,C1NGGCPCH,IN,2064,0.75
Globe,C1NGGCPCH,IN,2065,0.75
Globe,C1NGGCPCH,IN,2066,0.75
Globe,C1NGGCPCH,IN,2067,0.75
Globe,C1NGGCPCH,IN,2068,0.75
Globe,C1NGGCPCH,IN,2069,0.75
Globe,C1NGGCPCH,IN,2070,0.75
Globe,C1NGGCPCH,IP,2010,0.75
Globe,C1NGGCPCH,IP,2011,0.75
Globe,C1NGGCPCH,IP,2012,0.75
Globe,C1NGGCPCH,IP,2013,0.75
Globe,C1NGGCPCH,IP,2014,0.75
Globe,C1NGGCPCH,IP,2015,0.75
Globe,C1NGGCPCH,IP,2016,0.75
Globe,C1NGGCPCH,IP,2017,0.75
Globe,C1NGGCPCH,IP,2018,0.75
Globe,C1NGGCPCH,IP,2019,0.75
Globe,C1NGGCPCH,IP,2020,0.75
Globe,C1NGGCPCH,IP,2021,0.75
Globe,C1NGGCPCH,IP,2022,0.75
Globe,C1NGGCPCH,IP,2023,0.75
Globe,C1NGGCPCH,IP,2024,0.75
Globe,C1NGGCPCH,IP,2025,0.75
Globe,C1NGGCPCH,IP,2026,0.75
Globe,C1NGGCPCH,IP,2027,0.75
Globe,C1NGGCPCH,IP,2028,0.75
Globe,C1NGGCPCH,IP,2029,0.75
Globe,C1NGGCPCH,IP,2030,0.75
Globe,C1NGGCPCH,IP,2031,0.75
Globe,C1NGGCPCH,IP,2032,0.75
Globe,C1NGGCPCH,IP,2033,0.75
Globe,C1NGGCPCH,IP,2034,0.75
Globe,C1NGGCPCH,IP,2035,0.75
Globe,C1NGGCPCH,IP,2036,0.75
Globe,C1NGGCPCH,IP,2037,0.75
Globe,C1NGGCPCH,IP,2038,0.75
Globe,C1NGGCPCH,IP,2039,0.75
Globe,C1NGGCPCH,IP,2040,0.75
Globe,C1NGGCPCH,IP,2041,0.75
Globe,C1NGGCPCH,IP,2042,0.75
Globe,C1NGGCPCH,IP,2043,0.75
Globe,C1NGGCPCH,IP,2044,0.75
Globe,C1NGGCPCH,IP,2045,0.75
Globe,C1NGGCPCH,IP,2046,0.75
Globe,C1NGGCPCH,IP,2047,0.75
Globe,C1NGGCPCH,IP,2048,0.75
Globe,C1NGGCPCH,IP,2049,0.75
Globe,C1NGGCPCH,IP,2050,0.75
Globe,C1NGGCPCH,IP,2051,0.75
Globe,C1NGGCPCH,IP,2052,0.75
Globe,C1NGGCPCH,IP,2053,0.75
Globe,C1NGGCPCH,IP,2054,0.75
Globe,C1NGGCPCH,IP,2055,0.75
Globe,C1NGGCPCH,IP,2056,0.75
Globe,C1NGGCPCH,IP,2057,0.75
Globe,C1NGGCPCH,IP,2058,0.75
Globe,C1NGGCPCH,IP,2059,0.75
Globe,C1NGGCPCH,IP,2060,0.75
Globe,C1NGGCPCH,IP,2061,0.75
Globe,C1NGGCPCH,IP,2062,0.75
Globe,C1NGGCPCH,IP,2063,0.75
Globe,C1NGGCPCH,IP,2064,0.75
Globe,C1NGGCPCH,IP,2065,0.75
Globe,C1NGGCPCH,IP,2066,0.75
Globe,C1NGGCPCH,IP,2067,0.75
Globe,C1NGGCPCH,IP,2068,0.75
Globe,C1NGGCPCH,IP,2069,0.75
Globe,C1NGGCPCH,IP,2070,0.75
Globe,C1NGLP000,ID,2010,0.85
Globe,C1NGLP000,ID,2011,0.85
Globe,C1NGLP000,ID,2012,0.85
Globe,C1NGLP000,ID,2013,0.85
Globe,C1NGLP000,ID,2014,0.85
Globe,C1NGLP000,ID,2015,0.85
Globe,C1NGLP000,ID,2016,0.85
Globe,C1NGLP000,ID,2017,0.85
Globe,C1NGLP000,ID,2018,0.85
Globe,C1NGLP000,ID,2019,0.85
Globe,C1NGLP000,ID,2020,0.85
Globe,C1NGLP000,ID,2021,0.85
Globe,C1NGLP000,ID,2022,0.85
Globe,C1NGLP000,ID,2023,0.85
Globe,C1NGLP000,ID,2024,0.85
Globe,C1NGLP000,ID,2025,0.85
Globe,C1NGLP000,ID,2026,0.85
Globe,C1NGLP000,ID,2027,0.85
Globe,C1NGLP000,ID,2028,0.85
Globe,C1NGLP000,ID,2029,0.85
Globe,C1NGLP000,ID,2030,0.85
Globe,C1NGLP000,ID,2031,0.85
Globe,C1NGLP000,ID,2032,0.85
Globe,C1NGLP000,ID,2033,0.85
Globe,C1NGLP000,ID,2034,0.85
Globe,C1NGLP000,ID,2035,0.85
Globe,C1NGLP000,ID,2036,0.85
Globe,C1NGLP000,ID,2037,0.85
Globe,C1NGLP000,ID,2038,0.85
Globe,C1NGLP000,ID,2039,0.85
Globe,C1NGLP000,ID,2040,0.85
Globe,C1NGLP000,ID,2041,0.85
Globe,C1NGLP000,ID,2042,0.85
Globe,C1NGLP000,ID,2043,0.85
Globe,C1NGLP000,ID,2044,0.85
Globe,C1NGLP000,ID,2045,0.85
Globe,C1NGLP000,ID,2046,0.85
Globe,C1NGLP000,ID,2047,0.85
Globe,C1NGLP000,ID,2048,0.85
Globe,C1NGLP000,ID,2049,0.85
Globe,C1NGLP000,ID,2050,0.85
Globe,C1NGLP000,ID,2051,0.85
Globe,C1NGLP000,ID,2052,0.85
Globe,C1NGLP000,ID,2053,0.85
Globe,C1NGLP000,ID,2054,0.85
Globe,C1NGLP000,ID,2055,0.85
Globe,C1NGLP000,ID,2056,0.85
Globe,C1NGLP000,ID,2057,0.85
Globe,C1NGLP000,ID,2058,0.85
Globe,C1NGLP000,ID,2059,0.85
Globe,C1NGLP000,ID,2060,0.85
Globe,C1NGLP000,ID,2061,0.85
Globe,C1NGLP000,ID,2062,0.85
Globe,C1NGLP000,ID,2063,0.85
Globe,C1NGLP000,ID,2064,0.85
Globe,C1NGLP000,ID,2065,0.85
Globe,C1NGLP000,ID,2066,0.85
Globe,C1NGLP000,ID,2067,0.85
Globe,C1NGLP000,ID,2068,0.85
Globe,C1NGLP000,ID,2069,0.85
Globe,C1NGLP000,ID,2070,0.85
Globe,C1NGLP000,IN,2010,0.85
Globe,C1NGLP000,IN,2011,0.85
Globe,C1NGLP000,IN,2012,0.85
Globe,C1NGLP000,IN,2013,0.85
Globe,C1NGLP000,IN,2014,0.85
Globe,C1NGLP000,IN,2015,0.85
Globe,C1NGLP000,IN,2016,0.85
Globe,C1NGLP000,IN,2017,0.85
Globe,C1NGLP000,IN,2018,0.85
Globe,C1NGLP000,IN,2019,0.85
Globe,C1NGLP000,IN,2020,0.85
Globe,C1NGLP000,IN,2021,0.85
Globe,C1NGLP000,IN,2022,0.85
Globe,C1NGLP000,IN,2023,0.85
Globe,C1NGLP000,IN,2024,0.85
Globe,C1NGLP000,IN,2025,0.85
Globe,C1NGLP000,IN,2026,0.85
Globe,C1NGLP000,IN,2027,0.85
Globe,C1NGLP000,IN,2028,0.85
Globe,C1NGLP000,IN,2029,0.85
Globe,C1NGLP000,IN,2030,0.85
Globe,C1NGLP000,IN,2031,0.85
Globe,C1NGLP000,IN,2032,0.85
Globe,C1NGLP000,IN,2033,0.85
Globe,C1NGLP000,IN,2034,0.85
Globe,C1NGLP000,IN,2035,0.85
Globe,C1NGLP000,IN,2036,0.85
Globe,C1NGLP000,IN,2037,0.85
Globe,C1NGLP000,IN,2038,0.85
Globe,C1NGLP000,IN,2039,0.85
Globe,C1NGLP000,IN,2040,0.85
Globe,C1NGLP000,IN,2041,0.85
Globe,C1NGLP000,IN,2042,0.85
Globe,C1NGLP000,IN,2043,0.85
Globe,C1NGLP000,IN,2044,0.85
Globe,C1NGLP000,IN,2045,0.85
Globe,C1NGLP000,IN,2046,0.85
Globe,C1NGLP000,IN,2047,0.85
Globe,C1NGLP000,IN,2048,0.85
Globe,C1NGLP000,IN,2049,0.85
Globe,C1NGLP000,IN,2050,0.85
Globe,C1NGLP000,IN,2051,0.85
Globe,C1NGLP000,IN,2052,0.85
Globe,C1NGLP000,IN,2053,0.85
Globe,C1NGLP000,IN,2054,0.85
Globe,C1NGLP000,IN,2055,0.85
Globe,C1NGLP000,IN,2056,0.85
Globe,C1NGLP000,IN,2057,0.85
Globe,C1NGLP000,IN,2058,0.85
Globe,C1NGLP000,IN,2059,0.85
Globe,C1NGLP000,IN,2060,0.85
Globe,C1NGLP000,IN,2061,0.85
Globe,C1NGLP000,IN,2062,0.85
Globe,C1NGLP000,IN,2063,0.85
Globe,C1NGLP000,IN,2064,0.85
Globe,C1NGLP000,IN,2065,0.85
Globe,C1NGLP000,IN,2066,0.85
Globe,C1NGLP000,IN,2067,0.85
Globe,C1NGLP000,IN,2068,0.85
Globe,C1NGLP000,IN,2069,0.85
Globe,C1NGLP000,IN,2070,0.85
Globe,C1NGLP000,IP,2010,0.85
Globe,C1NGLP000,IP,2011,0.85
Globe,C1NGLP000,IP,2012,0.85
Globe,C1NGLP000,IP,2013,0.85
Globe,C1NGLP000,IP,2014,0.85
Globe,C1NGLP000,IP,2015,0.85
Globe,C1NGLP000,IP,2016,0.85
Globe,C1NGLP000,IP,2017,0.85
Globe,C1NGLP000,IP,2018,0.85
Globe,C1NGLP000,IP,2019,0.85
Globe,C1NGLP000,IP,2020,0.85
Globe,C1NGLP000,IP,2021,0.85
Globe,C1NGLP000,IP,2022,0.85
Globe,C1NGLP000,IP,2023,0.85
Globe,C1NGLP000,IP,2024,0.85
Globe,C1NGLP000,IP,2025,0.85
Globe,C1NGLP000,IP,2026,0.85
