TIMESLICE,YEAR,TECHNOLOGY,MODE_OF_OPERATION,REGION,VALUE
ID,2039,XSTEMINE,1,Globe,24.1446826037
ID,2040,ALUPLANT,1,Globe,3.13938575193
ID,2040,C1BMBRFH1,1,Globe,0.20080289842399998
ID,2040,C1BMBRFN1,1,Globe,10.8397116
ID,2040,C1BMCHP00,1,Globe,0.222078229348
ID,2040,C1BMIGPCS,1,Globe,4.10143568374
ID,2040,C1CO00I00,1,Globe,39.8337462479
ID,2040,C1COBRFH1,1,Globe,0.393311799675
ID,2040,C1COCHP00,1,Globe,0.275823189506
ID,2040,C1COHTF03,1,Globe,31.616208638799996
ID,2040,C1COIGP00,1,Globe,0.04914002592
ID,2040,C1COSCP00,1,Globe,0.80996683487
ID,2040,C1COSCPCS,1,Globe,0.94211406513
ID,2040,C1ELEFF00,1,Globe,51.415957469000006
ID,2040,C1ELRDF00,1,Globe,2.8877483
ID,2040,C1ELRLF00,1,Globe,9.515000033
ID,2040,C1GOCVP00,1,Globe,0.9458009511399998
ID,2040,C1HFGCPCH,1,Globe,2.86751834221
ID,2040,C1HFMRF00,1,Globe,80.40555439799999
ID,2040,C1HTOOTFI,1,Globe,44.847358511699994
ID,2040,C1HTOOTFR,1,Globe,2.75058855098
ID,2040,C1HYDMP00,1,Globe,11.2184365127
ID,2040,C1HYMIP00,1,Globe,0.325769465952
ID,2040,C1LFBRFN1,1,Globe,0.66834681859
ID,2040,C1LFCCP00,1,Globe,0.58867411339
ID,2040,C1LFRDF00,1,Globe,10.9992
ID,2040,C1NG00I00,1,Globe,59.280541291
ID,2040,C1NGBRFN1,1,Globe,6.7677403899
ID,2040,C1NGCCP00,1,Globe,13.079548357599998
ID,2040,C1NGCCPCH,1,Globe,5.1927860237
ID,2040,C1NGGCPCH,1,Globe,4.9082055552999995
ID,2040,C1NGHTF03,1,Globe,2.1934622055399995
ID,2040,C1NU00I00,1,Globe,7.327419558
ID,2040,C1NULWP00,1,Globe,2.7138591057399997
ID,2040,C1OI00I00,1,Globe,63.93586103099999
ID,2040,C1OIRFP00,1,Globe,42.9946752621
ID,2040,C1OIRFP00,2,Globe,20.941187143799997
ID,2040,C1SOC1P00,1,Globe,2.40901751515
ID,2040,C1SOTHF00,1,Globe,1.951148088
ID,2040,C1SOV2P00,1,Globe,0.4624943616
ID,2040,C1WDOFP00,1,Globe,0.355430825272
ID,2040,C1WDONP00,1,Globe,3.60210348895
ID,2040,CEMPLANT,1,Globe,5.3393696123
ID,2040,FERTPLANT,1,Globe,0.00010414845501600001
ID,2040,LA,1,Globe,1638.83322846
ID,2040,LA1,1,Globe,22.956406946699996
ID,2040,LA1_i,1,Globe,485.56605436999996
ID,2040,LA1_i_PROD,1,Globe,485.56605436999996
ID,2040,LA1_PROD,1,Globe,22.956406946699996
ID,2040,LA2,1,Globe,1130.31074377
ID,2040,LA2_PROD,1,Globe,1130.31074377
ID,2040,LandRes,1,Globe,6042.321151499999
ID,2040,LF,1,Globe,2616.11806053
ID,2040,LF1,1,Globe,635.8126057200001
ID,2040,LF2,1,Globe,1980.30545481
ID,2040,LF2_PROD,1,Globe,1980.30545481
ID,2040,LO,1,Globe,1787.37
ID,2040,MFOOFACTOR,1,Globe,2.7274398179799997
ID,2040,PAPPLANT,1,Globe,3.5096410973100003
ID,2040,PETAPLANT,1,Globe,2.03156713475e-06
ID,2040,PETBPLANT,1,Globe,31.7712886511
ID,2040,STEPLANT,1,Globe,15.838416739700001
ID,2040,VFOOFACTOR,1,Globe,38.0106572625
ID,2040,XALUMINE,1,Globe,3.4078817235299996
ID,2040,XCEMMINE,1,Globe,26.0027293382
ID,2040,XPHOMINE,1,Globe,3.3327505880100004e-07
ID,2040,XPOTMINE,1,Globe,7.290391667800001e-08
ID,2040,XSTEMINE,1,Globe,24.374294111799998
ID,2041,ALUPLANT,1,Globe,3.17618834185
ID,2041,C1BMBRFH1,1,Globe,0.109323134065
ID,2041,C1BMBRFN1,1,Globe,10.8397116
ID,2041,C1BMCHP00,1,Globe,0.21193767272999997
ID,2041,C1BMIGPCS,1,Globe,4.31675363978
ID,2041,C1CO00I00,1,Globe,37.7951632276
ID,2041,C1COBRFH1,1,Globe,0.393311799675
ID,2041,C1COCHP00,1,Globe,0.25047179337799996
ID,2041,C1COHTF03,1,Globe,30.170913758799998
ID,2041,C1COSCPCS,1,Globe,1.25526862193
ID,2041,C1ELEFF00,1,Globe,52.420120266999994
ID,2041,C1ELRDF00,1,Globe,3.07450229607
ID,2041,C1ELRLF00,1,Globe,10.0850001171
ID,2041,C1GOCVP00,1,Globe,0.98792632892
ID,2041,C1GOHTF03,1,Globe,0.9653247602899998
ID,2041,C1HFGCPCH,1,Globe,2.77996053968
ID,2041,C1HFMRF00,1,Globe,82.390373787
ID,2041,C1HTOOTFI,1,Globe,45.104401108
ID,2041,C1HTOOTFR,1,Globe,2.7638436869
ID,2041,C1HYDMP00,1,Globe,11.508969839799999
ID,2041,C1HYMIP00,1,Globe,0.30646645657599997
ID,2041,C1LFBRFN1,1,Globe,0.66834681859
ID,2041,C1LFRDF00,1,Globe,10.9992
ID,2041,C1NG00I00,1,Globe,60.517740473
ID,2041,C1NGBRFN1,1,Globe,6.7677403899
ID,2041,C1NGCCP00,1,Globe,13.144956933599998
ID,2041,C1NGCCPCH,1,Globe,5.096083807099999
ID,2041,C1NGGCPCH,1,Globe,5.1777395764
ID,2041,C1NGHTF03,1,Globe,2.85709847924
ID,2041,C1NU00I00,1,Globe,6.2785285132
ID,2041,C1NULWP00,1,Globe,2.3253809732499997
ID,2041,C1OI00I00,1,Globe,62.53552538099999
ID,2041,C1OIRFP00,1,Globe,44.1013877264
ID,2041,C1OIRFP00,2,Globe,18.4341371963
ID,2041,C1SOC1P00,1,Globe,3.3195532895499995
ID,2041,C1SOTHF00,1,Globe,1.951148088
ID,2041,C1SOV2P00,1,Globe,0.9249887232
ID,2041,C1WDOFP00,1,Globe,0.71270746296
ID,2041,C1WDONP00,1,Globe,3.96213750692
ID,2041,CEMPLANT,1,Globe,5.349684112099999
ID,2041,FERTPLANT,1,Globe,0.00010121609579399999
ID,2041,LA,1,Globe,1624.51547816
ID,2041,LA1_i,1,Globe,494.20473439
ID,2041,LA1_i_PROD,1,Globe,494.20473439
ID,2041,LA2,1,Globe,1130.31074377
ID,2041,LA2_PROD,1,Globe,1130.31074377
ID,2041,LandRes,1,Globe,6060.5848648
ID,2041,LF,1,Globe,2648.69920332
ID,2041,LF1,1,Globe,634.9844117900001
ID,2041,LF2,1,Globe,2013.7147456999999
ID,2041,LF2_PROD,1,Globe,2013.7147456999999
ID,2041,LO,1,Globe,1787.37
ID,2041,MFOOFACTOR,1,Globe,2.76134916
ID,2041,PAPPLANT,1,Globe,3.52312643732
ID,2041,PETAPLANT,1,Globe,1.96074241518e-06
ID,2041,PETBPLANT,1,Globe,32.0084016136
ID,2041,STEPLANT,1,Globe,15.9934596297
ID,2041,VFOOFACTOR,1,Globe,38.048718619199995
ID,2041,XALUMINE,1,Globe,3.47151823675
ID,2041,XCEMMINE,1,Globe,26.1813549713
ID,2041,XPHOMINE,1,Globe,3.2389149920799996e-07
ID,2041,XPOTMINE,1,Globe,7.085126430599999e-08
ID,2041,XSTEMINE,1,Globe,24.6128947161
ID,2042,ALUPLANT,1,Globe,3.2125182411499997
ID,2042,C1BMBRFN1,1,Globe,10.8397116
ID,2042,C1BMCHP00,1,Globe,0.20179711152899998
ID,2042,C1BMIGPCS,1,Globe,4.513422910519999
ID,2042,C1CO00I00,1,Globe,40.204777678499994
ID,2042,C1COCHP00,1,Globe,0.273955644504
ID,2042,C1COHTF03,1,Globe,28.7256188788
ID,2042,C1COSCPCS,1,Globe,2.48869297015
ID,2042,C1ELEFF00,1,Globe,53.407825511999995
ID,2042,C1ELRDF00,1,Globe,3.2729124651899997
ID,2042,C1ELRLF00,1,Globe,10.369999929999999
ID,2042,C1GOCVP00,1,Globe,0.9334085649699998
ID,2042,C1GOHTF03,1,Globe,2.3529722831299997
ID,2042,C1HFGCPCH,1,Globe,2.6026677804700005
ID,2042,C1HFMRF00,1,Globe,84.150694921
ID,2042,C1HTOOTFI,1,Globe,45.330100109
ID,2042,C1HTOOTFR,1,Globe,2.76311114018
ID,2042,C1HYDMP00,1,Globe,11.1020970577
ID,2042,C1HYMIP00,1,Globe,0.301379876536
ID,2042,C1LFBRFN1,1,Globe,0.66834681859
ID,2042,C1LFRDF00,1,Globe,10.9992
ID,2042,C1NG00I00,1,Globe,59.2146515
ID,2042,C1NGBRFN1,1,Globe,7.1903397364999995
ID,2042,C1NGCCP00,1,Globe,10.8882716931
ID,2042,C1NGCCPCH,1,Globe,4.999382048799999
ID,2042,C1NGCCPCS,1,Globe,0.64294943664
ID,2042,C1NGGCPCH,1,Globe,5.24350196
ID,2042,C1NGHTF03,1,Globe,3.3146406801899997
ID,2042,C1NU00I00,1,Globe,6.0258521410000006
ID,2042,C1NULWP00,1,Globe,2.2317971215099996
ID,2042,C1OI00I00,1,Globe,61.972682567999996
ID,2042,C1OIRFP00,1,Globe,42.1772000525
ID,2042,C1OIRFP00,2,Globe,19.7954834321
ID,2042,C1SOC1P00,1,Globe,4.2300890639499995
ID,2042,C1SOTHF00,1,Globe,1.951148088
ID,2042,C1SOV2P00,1,Globe,1.3874830848
ID,2042,C1WDOFP00,1,Globe,1.0717184178399999
ID,2042,C1WDONP00,1,Globe,4.3244840150299995
ID,2042,CEMPLANT,1,Globe,5.3599005357
ID,2042,FERTPLANT,1,Globe,9.952881851399999e-05
ID,2042,LA,1,Globe,1616.27707736
ID,2042,LA1_i,1,Globe,485.9663335899999
ID,2042,LA1_i_PROD,1,Globe,485.9663335899999
ID,2042,LA2,1,Globe,1130.31074377
ID,2042,LA2_PROD,1,Globe,1130.31074377
ID,2042,LandRes,1,Globe,6078.8352874
ID,2042,LF,1,Globe,2675.1881642099997
ID,2042,LF1,1,Globe,636.6038148399999
ID,2042,LF2,1,Globe,2038.58434937
ID,2042,LF2_PROD,1,Globe,2038.58434937
ID,2042,LO,1,Globe,1787.37
ID,2042,MFOOFACTOR,1,Globe,2.79638880731
ID,2042,PAPPLANT,1,Globe,3.5364928484799996
ID,2042,PETAPLANT,1,Globe,1.91484275358e-06
ID,2042,PETBPLANT,1,Globe,32.3102196616
ID,2042,STEPLANT,1,Globe,16.0871100266
ID,2042,VFOOFACTOR,1,Globe,38.099467094800005
ID,2042,XALUMINE,1,Globe,3.5351835770399993
ID,2042,XCEMMINE,1,Globe,26.359990687
ID,2042,XPHOMINE,1,Globe,3.18492216495e-07
ID,2042,XPOTMINE,1,Globe,6.9670174793e-08
ID,2042,XSTEMINE,1,Globe,24.7570167754
ID,2043,ALUPLANT,1,Globe,3.2484105556099996
ID,2043,C1BMBRFH1,1,Globe,0.109323134065
ID,2043,C1BMBRFN1,1,Globe,10.8397116
ID,2043,C1BMCHP00,1,Globe,0.192670612406
ID,2043,C1BMIGPCS,1,Globe,4.56897895312
ID,2043,C1CO00I00,1,Globe,37.345593384299995
ID,2043,C1COCHP00,1,Globe,0.243243128304
ID,2043,C1COHTF03,1,Globe,27.2803239988
ID,2043,C1COSCPCS,1,Globe,2.10042780967
ID,2043,C1ELEFF00,1,Globe,53.768237215
ID,2043,C1ELRDF00,1,Globe,3.31479224
ID,2043,C1ELRLF00,1,Globe,10.6550002012
ID,2043,C1GOCVP00,1,Globe,0.98971851107
ID,2043,C1GOHTF03,1,Globe,3.0499123928899996
ID,2043,C1HFGCPCH,1,Globe,2.3832332363399997
ID,2043,C1HFMRF00,1,Globe,85.858141984
ID,2043,C1HTOOTFI,1,Globe,45.5497912553
ID,2043,C1HTOOTFR,1,Globe,2.2857135042
ID,2043,C1HYDMP00,1,Globe,11.197470662599999
ID,2043,C1HYMIP00,1,Globe,0.296293296496
ID,2043,C1LFBRFN1,1,Globe,0.37488249800199996
ID,2043,C1LFRDF00,1,Globe,10.9992
ID,2043,C1NG00I00,1,Globe,59.487486655999994
ID,2043,C1NGBRFN1,1,Globe,7.7684576885
ID,2043,C1NGCCP00,1,Globe,8.2169317365
ID,2043,C1NGCCPCH,1,Globe,4.9026798322
ID,2043,C1NGCCPCS,1,Globe,2.20525183555
ID,2043,C1NGGCPCH,1,Globe,5.3016198995999995
ID,2043,C1NGHTF03,1,Globe,4.10765211077
ID,2043,C1NU00I00,1,Globe,5.7731757688
ID,2043,C1NULWP00,1,Globe,2.13821326977
ID,2043,C1OI00I00,1,Globe,60.93645251899999
ID,2043,C1OIRFP00,1,Globe,40.013488758099996
ID,2043,C1OIRFP00,2,Globe,20.9229655941
ID,2043,C1SOC1P00,1,Globe,5.1406246092000005
ID,2043,C1SOTHF00,1,Globe,1.951148088
ID,2043,C1SOV2P00,1,Globe,1.8499774464
ID,2043,C1WDOFP00,1,Globe,1.43246376324
ID,2043,C1WDONP00,1,Globe,4.689142738299999
ID,2043,CEMPLANT,1,Globe,5.370016133299999
ID,2043,FERTPLANT,1,Globe,9.787401178899998e-05
ID,2043,LA,1,Globe,1608.1972025300001
ID,2043,LA1_i,1,Globe,477.88645876
ID,2043,LA1_i_PROD,1,Globe,477.88645876
ID,2043,LA2,1,Globe,1130.31074377
ID,2043,LA2_PROD,1,Globe,1130.31074377
ID,2043,LandRes,1,Globe,6096.1484865
ID,2043,LF,1,Globe,2700.58114648
ID,2043,LF1,1,Globe,645.18887376
ID,2043,LF2,1,Globe,2055.39227272
ID,2043,LF2_PROD,1,Globe,2055.39227272
ID,2043,LO,1,Globe,1787.37
ID,2043,MFOOFACTOR,1,Globe,2.8302981034999997
ID,2043,PAPPLANT,1,Globe,3.5497322188799996
ID,2043,PETAPLANT,1,Globe,1.8701884305699999e-06
ID,2043,PETBPLANT,1,Globe,32.6060179391
ID,2043,STEPLANT,1,Globe,16.1807604235
ID,2043,VFOOFACTOR,1,Globe,38.1375284515
ID,2043,XALUMINE,1,Globe,3.59890592985
ID,2043,XCEMMINE,1,Globe,26.5386195282
ID,2043,XPHOMINE,1,Globe,3.13196839558e-07
ID,2043,XPOTMINE,1,Globe,6.851180779399999e-08
ID,2043,XSTEMINE,1,Globe,24.901138376399995
ID,2044,ALUPLANT,1,Globe,3.28384699906
ID,2044,C1BMBRFH1,1,Globe,0.109323134065
ID,2044,C1BMBRFN1,1,Globe,10.11706416
ID,2044,C1BMCHP00,1,Globe,0.22113011663999999
ID,2044,C1BMIGPCS,1,Globe,4.524287187
ID,2044,C1CO00I00,1,Globe,40.8130604782
ID,2044,C1COCHP00,1,Globe,0.175431662489
ID,2044,C1COHTF03,1,Globe,25.835029118799998
ID,2044,C1COSCPCS,1,Globe,3.48374050196
ID,2044,C1ELEFF00,1,Globe,54.755887464000004
ID,2044,C1ELRDF00,1,Globe,3.536229051
ID,2044,C1ELRLF00,1,Globe,10.940000014099999
ID,2044,C1GOCVP00,1,Globe,1.2672345599500001
ID,2044,C1GOHTF03,1,Globe,6.6183987519
ID,2044,C1HFGCPCH,1,Globe,1.9194428481699999
ID,2044,C1HFMRF00,1,Globe,87.60748224999999
ID,2044,C1HTOOTFI,1,Globe,45.7635790393
ID,2044,C1HTOOTFR,1,Globe,2.6288192492399998
ID,2044,C1HYDMP00,1,Globe,11.808145788300001
ID,2044,C1HYMIP00,1,Globe,0.30515955913
ID,2044,C1LFBRFN1,1,Globe,0.66834681859
ID,2044,C1LFRDF00,1,Globe,10.9992
ID,2044,C1NG00I00,1,Globe,54.321419064
ID,2044,C1NGBRFN1,1,Globe,7.7684576885
ID,2044,C1NGCCP00,1,Globe,5.2601914128
ID,2044,C1NGCCPCH,1,Globe,4.8059780738999995
ID,2044,C1NGCCPCS,1,Globe,3.1082131483599995
ID,2044,C1NGGCPCH,1,Globe,4.6266480336999996
ID,2044,C1NGHTF03,1,Globe,4.10765211077
ID,2044,C1NU00I00,1,Globe,6.200124382399999
ID,2044,C1NULWP00,1,Globe,2.2963423061399997
ID,2044,C1OI00I00,1,Globe,59.898045544999995
ID,2044,C1OIRFP00,1,Globe,33.3199998427
ID,2044,C1OIRFP00,2,Globe,26.578047535499998
ID,2044,C1SOC1P00,1,Globe,6.0511603836
ID,2044,C1SOTHF00,1,Globe,1.951148088
ID,2044,C1SOV2P00,1,Globe,2.3124718079999997
ID,2044,C1WDOFP00,1,Globe,1.7949434533300002
ID,2044,C1WDONP00,1,Globe,5.0561145475
ID,2044,CEMPLANT,1,Globe,5.3800359462000005
ID,2044,FERTPLANT,1,Globe,9.609018903099998e-05
ID,2044,LA,1,Globe,1583.37714109
ID,2044,LA1_i,1,Globe,469.17665058
ID,2044,LA1_i_PROD,1,Globe,469.17665058
ID,2044,LA2,1,Globe,1114.2005363399999
ID,2044,LA2_PROD,1,Globe,1114.2005363399999
ID,2044,LandRes,1,Globe,6094.0783454
ID,2044,LF,1,Globe,2723.33120431
ID,2044,LF1,1,Globe,762.87554744
ID,2044,LF2,1,Globe,1960.4556568699998
ID,2044,LF2_PROD,1,Globe,1960.4556568699998
ID,2044,LO,1,Globe,1787.37
ID,2044,MFOOFACTOR,1,Globe,2.8244983169999998
ID,2044,PAPPLANT,1,Globe,3.5628546769499994
ID,2044,PETAPLANT,1,Globe,1.82368367548e-06
ID,2044,PETBPLANT,1,Globe,32.896202499900006
ID,2044,STEPLANT,1,Globe,16.2744108204
ID,2044,VFOOFACTOR,1,Globe,38.1882769271
ID,2044,XALUMINE,1,Globe,3.66265513904
ID,2044,XCEMMINE,1,Globe,26.717258452
ID,2044,XPHOMINE,1,Globe,3.07488612232e-07
ID,2044,XPOTMINE,1,Globe,6.726313278e-08
ID,2044,XSTEMINE,1,Globe,25.0452599774
ID,2045,ALUPLANT,1,Globe,3.62084048866
ID,2045,C1BMBRFH1,1,Globe,0.109323134065
ID,2045,C1BMBRFN1,1,Globe,9.39441672
ID,2045,C1BMCHP00,1,Globe,0.182530051205
ID,2045,C1BMIGPCS,1,Globe,4.568131739740001
ID,2045,C1CO00I00,1,Globe,37.3344988579
ID,2045,C1COCHP00,1,Globe,0.181818095904
ID,2045,C1COHTF03,1,Globe,24.355976777400002
ID,2045,C1COSCPCS,1,Globe,2.913165618
ID,2045,C1ELEFF00,1,Globe,55.92636733199999
ID,2045,C1ELRDF00,1,Globe,3.5994882
ID,2045,C1ELRLF00,1,Globe,11.224999827
ID,2045,C1GOCVP00,1,Globe,1.3354524691199998
ID,2045,C1GOHTF03,1,Globe,9.413260641099999
ID,2045,C1HFGCPCH,1,Globe,1.5617274615599999
ID,2045,C1HFMRF00,1,Globe,89.056883498
ID,2045,C1HTOOTFI,1,Globe,46.04902615299999
ID,2045,C1HTOOTFR,1,Globe,2.92259495718
ID,2045,C1HYDMP00,1,Globe,11.90787141
ID,2045,C1HYMIP00,1,Globe,0.299840877638
ID,2045,C1LFBRFN1,1,Globe,0.66834681859
ID,2045,C1LFRDF00,1,Globe,10.9992
ID,2045,C1NG00I00,1,Globe,54.161316541999994
ID,2045,C1NGBRFN1,1,Globe,8.1084832909
ID,2045,C1NGCCP00,1,Globe,6.242838859
ID,2045,C1NGCCPCH,1,Globe,4.6609252073
ID,2045,C1NGCCPCS,1,Globe,2.3543688148899995
ID,2045,C1NGGCPCH,1,Globe,4.530076982559999
ID,2045,C1NGHTF03,1,Globe,4.10765211077
ID,2045,C1NU00I00,1,Globe,5.9165054274
ID,2045,C1NULWP00,1,Globe,2.19129829626
ID,2045,C1OI00I00,1,Globe,58.766168285999996
ID,2045,C1OIRFP00,1,Globe,28.413136648099997
ID,2045,C1OIRFP00,2,Globe,30.3530334711
ID,2045,C1SOC1P00,1,Globe,6.961696158
ID,2045,C1SOTHF00,1,Globe,1.951148088
ID,2045,C1SOV2P00,1,Globe,2.7749661696
ID,2045,C1WDOFP00,1,Globe,2.15915748811
ID,2045,C1WDONP00,1,Globe,5.4253984802
ID,2045,CEMPLANT,1,Globe,5.3899581412
ID,2045,FERTPLANT,1,Globe,9.431566518e-05
ID,2045,LA,1,Globe,1556.7315332599999
ID,2045,LA1_i,1,Globe,460.5122141
ID,2045,LA1_i_PROD,1,Globe,460.5122141
ID,2045,LA2,1,Globe,1096.21931916
ID,2045,LA2_PROD,1,Globe,1096.21931916
ID,2045,LandRes,1,Globe,6091.8560486999995
ID,2045,LF,1,Globe,2747.7546070999997
ID,2045,LF1,1,Globe,878.70046903
ID,2045,LF2,1,Globe,1869.05413807
ID,2045,LF2_PROD,1,Globe,1869.05413807
ID,2045,LO,1,Globe,1787.37
ID,2045,MFOOFACTOR,1,Globe,2.812898744
ID,2045,PAPPLANT,1,Globe,3.57585408147
ID,2045,PETAPLANT,1,Globe,1.7779845201299998e-06
ID,2045,PETBPLANT,1,Globe,33.180704598999995
ID,2045,STEPLANT,1,Globe,16.368060759
ID,2045,VFOOFACTOR,1,Globe,38.2263382838
ID,2045,XALUMINE,1,Globe,4.065524991449999
ID,2045,XCEMMINE,1,Globe,26.8958905013
ID,2045,XPHOMINE,1,Globe,3.01810128576e-07
ID,2045,XPOTMINE,1,Globe,6.602096562599999e-08
ID,2045,XSTEMINE,1,Globe,25.1893820367
ID,2046,ALUPLANT,1,Globe,3.6585749399700003
ID,2046,C1BMBRFH1,1,Globe,0.109323134065
ID,2046,C1BMBRFN1,1,Globe,8.671769280000001
ID,2046,C1BMCHP00,1,Globe,0.22113011663999999
ID,2046,C1BMIGPCS,1,Globe,4.523925450809999
ID,2046,C1CO00I00,1,Globe,36.91620569809999
ID,2046,C1COBRFH1,1,Globe,0.393311799675
ID,2046,C1COCHP00,1,Globe,0.152334080352
ID,2046,C1COHTF03,1,Globe,22.221791918799997
ID,2046,C1COSCPCS,1,Globe,3.2605247995099997
ID,2046,C1ELEFF00,1,Globe,56.909058775
ID,2046,C1ELRDF00,1,Globe,3.83649506605
ID,2046,C1ELRLF00,1,Globe,11.5100000982
ID,2046,C1GOCVP00,1,Globe,1.14719543237
ID,2046,C1GOHTF03,1,Globe,11.3499021592
ID,2046,C1HFGCPCH,1,Globe,1.32971294907
ID,2046,C1HFMRF00,1,Globe,91.08312404099999
ID,2046,C1HTOOTFI,1,Globe,46.236640424
ID,2046,C1HTOOTFR,1,Globe,2.5808060913600004
ID,2046,C1HYDMP00,1,Globe,11.453707109199998
ID,2046,C1HYMIP00,1,Globe,0.281669378881
ID,2046,C1LFBRFN1,1,Globe,0.66834681859
ID,2046,C1LFRDF00,1,Globe,10.9992
ID,2046,C1NG00I00,1,Globe,55.235722980999995
ID,2046,C1NGBRFN1,1,Globe,8.671769280000001
ID,2046,C1NGCCP00,1,Globe,5.2198564298
ID,2046,C1NGCCPCH,1,Globe,4.6609252073
ID,2046,C1NGCCPCS,1,Globe,3.0102532190700004
ID,2046,C1NGGCPCH,1,Globe,4.868031435600001
ID,2046,C1NGHTF03,1,Globe,3.9810136923400004
ID,2046,C1NU00I00,1,Globe,5.0183451279
ID,2046,C1NULWP00,1,Globe,1.8586463283899999
ID,2046,C1OI00I00,1,Globe,58.05134861
ID,2046,C1OIRFP00,1,Globe,25.741966262499997
ID,2046,C1OIRFP00,2,Globe,32.3093818892
ID,2046,C1SOC1P00,1,Globe,7.8722319324
ID,2046,C1SOTHF00,1,Globe,1.951148088
ID,2046,C1SOV2P00,1,Globe,3.2374605312
ID,2046,C1WDOFP00,1,Globe,2.5251058675799998
ID,2046,C1WDONP00,1,Globe,5.7969945364
ID,2046,CEMPLANT,1,Globe,5.399786843
ID,2046,FERTPLANT,1,Globe,9.2636935195e-05
ID,2046,LA,1,Globe,1531.39840497
ID,2046,LA1_i,1,Globe,452.315532349
ID,2046,LA1_i_PROD,1,Globe,452.315532349
ID,2046,LA2,1,Globe,1079.0828863699999
ID,2046,LA2_PROD,1,Globe,1079.0828863699999
ID,2046,LandRes,1,Globe,6089.743285699999
ID,2046,LF,1,Globe,2770.97492656
ID,2046,LF1,1,Globe,993.51497661
ID,2046,LF2,1,Globe,1777.4599499499998
ID,2046,LF2_PROD,1,Globe,1777.4599499499998
ID,2046,LO,1,Globe,1787.37
ID,2046,MFOOFACTOR,1,Globe,2.8012991709999997
ID,2046,PAPPLANT,1,Globe,3.58874051504
ID,2046,PETAPLANT,1,Globe,1.7346888733e-06
ID,2046,PETBPLANT,1,Globe,33.459916999499995
ID,2046,STEPLANT,1,Globe,16.461711155899998
ID,2046,VFOOFACTOR,1,Globe,38.27708721769999
ID,2046,XALUMINE,1,Globe,4.13517747128
ID,2046,XCEMMINE,1,Globe,27.0745321749
ID,2046,XPHOMINE,1,Globe,2.9643819262400005e-07
ID,2046,XPOTMINE,1,Globe,6.484585234499999e-08
ID,2046,XSTEMINE,1,Globe,25.333503637699994
ID,2047,ALUPLANT,1,Globe,3.69584137532
ID,2047,C1BMBRFH1,1,Globe,0.109323134065
ID,2047,C1BMBRFN1,1,Globe,7.949121839999999
ID,2047,C1BMCHP00,1,Globe,0.182530051205
ID,2047,C1BMIGPCS,1,Globe,4.56850035043
ID,2047,C1CO00I00,1,Globe,42.349390236999994
ID,2047,C1COBRFH1,1,Globe,0.393311799675
ID,2047,C1COCHP00,1,Globe,0.10039152701699999
ID,2047,C1COHTF03,1,Globe,21.5365834641
ID,2047,C1COSCPCS,1,Globe,4.974940451499999
ID,2047,C1ELEFF00,1,Globe,57.890957359
ID,2047,C1ELRDF00,1,Globe,4.00318775873
ID,2047,C1ELRLF00,1,Globe,11.794999911100001
ID,2047,C1GOCVP00,1,Globe,1.44413863493
ID,2047,C1GOHTF03,1,Globe,13.8293693212
ID,2047,C1HFGCPCH,1,Globe,0.87036005065
ID,2047,C1HFMRF00,1,Globe,92.459064382
ID,2047,C1HTOOTFI,1,Globe,46.418397621
ID,2047,C1HTOOTFR,1,Globe,2.79005290147
ID,2047,C1HYDMP00,1,Globe,12.0448274905
ID,2047,C1HYMIP00,1,Globe,0.289203505488
ID,2047,C1LFBRFN1,1,Globe,1.07125214342
ID,2047,C1LFRDF00,1,Globe,10.9992
ID,2047,C1NG00I00,1,Globe,48.631294588
ID,2047,C1NGBRFN1,1,Globe,8.671769280000001
ID,2047,C1NGCCP00,1,Globe,0.92345048508
ID,2047,C1NGCCPCH,1,Globe,4.6010666443
ID,2047,C1NGCCPCS,1,Globe,4.10391348269
ID,2047,C1NGGCPCH,1,Globe,4.14379250302
ID,2047,C1NGHTF03,1,Globe,4.2553640798
ID,2047,C1NU00I00,1,Globe,5.3528578395999995
ID,2047,C1NULWP00,1,Globe,1.98253989646
ID,2047,C1OI00I00,1,Globe,57.079803023000004
ID,2047,C1OIRFP00,1,Globe,18.5988305094
ID,2047,C1OIRFP00,2,Globe,38.480973888499996
ID,2047,C1SOC1P00,1,Globe,8.782767706799998
ID,2047,C1SOTHF00,1,Globe,1.951148088
ID,2047,C1SOV1P00,1,Globe,0.7587798120000001
ID,2047,C1SOV2P00,1,Globe,3.6999548928
ID,2047,C1WDOFP00,1,Globe,2.8927885917399996
ID,2047,C1WDONP00,1,Globe,6.1709036327
ID,2047,CEMPLANT,1,Globe,5.409521134999999
ID,2047,FERTPLANT,1,Globe,9.101485109e-05
ID,2047,LA,1,Globe,1508.53679692
ID,2047,LA1_i,1,Globe,444.39543923099995
ID,2047,LA1_i_PROD,1,Globe,444.39543923099995
ID,2047,LA2,1,Globe,1064.1413439399998
ID,2047,LA2_PROD,1,Globe,1064.1413439399998
ID,2047,LandRes,1,Globe,6087.836757699999
ID,2047,LF,1,Globe,2791.92986912
ID,2047,LF1,1,Globe,1105.9147473199998
ID,2047,LF2,1,Globe,1686.0151217999996
ID,2047,LF2_PROD,1,Globe,1686.0151217999996
ID,2047,LO,1,Globe,1787.37
ID,2047,MFOOFACTOR,1,Globe,2.7954993845
ID,2047,PAPPLANT,1,Globe,3.6015064157099994
ID,2047,PETAPLANT,1,Globe,1.69302074143e-06
