REGION,TIMESLICE,FUEL,YEAR,VALUE
Globe,IP,C1_F_HEA_I,2060,3.0143130936900002
Globe,ID,C1_F_HEA_I,2061,16.564264878155
Globe,IN,C1_F_HEA_I,2061,16.564264878155
Globe,IP,C1_F_HEA_I,2061,3.0143130936900002
Globe,ID,C1_F_HEA_I,2062,16.564264878155
Globe,IN,C1_F_HEA_I,2062,16.564264878155
Globe,IP,C1_F_HEA_I,2062,3.0143130936900002
Globe,ID,C1_F_HEA_I,2063,16.564264878155
Globe,IN,C1_F_HEA_I,2063,16.564264878155
Globe,IP,C1_F_HEA_I,2063,3.0143130936900002
Globe,ID,C1_F_HEA_I,2064,16.564264878155
Globe,IN,C1_F_HEA_I,2064,16.564264878155
Globe,IP,C1_F_HEA_I,2064,3.0143130936900002
Globe,ID,C1_F_HEA_I,2065,16.564264878155
Globe,IN,C1_F_HEA_I,2065,16.564264878155
Globe,IP,C1_F_HEA_I,2065,3.0143130936900002
Globe,ID,C1_F_HEA_I,2066,16.564264878155
Globe,IN,C1_F_HEA_I,2066,16.564264878155
Globe,IP,C1_F_HEA_I,2066,3.0143130936900002
Globe,ID,C1_F_HEA_I,2067,16.564264878155
Globe,IN,C1_F_HEA_I,2067,16.564264878155
Globe,IP,C1_F_HEA_I,2067,3.0143130936900002
Globe,ID,C1_F_HEA_I,2068,16.564264878155
Globe,IN,C1_F_HEA_I,2068,16.564264878155
Globe,IP,C1_F_HEA_I,2068,3.0143130936900002
Globe,ID,C1_F_HEA_I,2069,16.564264878155
Globe,IN,C1_F_HEA_I,2069,16.564264878155
Globe,IP,C1_F_HEA_I,2069,3.0143130936900002
Globe,ID,C1_F_HEA_I,2070,16.564264878155
Globe,IN,C1_F_HEA_I,2070,16.564264878155
Globe,IP,C1_F_HEA_I,2070,3.0143130936900002
Globe,ID,C1_F_HEA_R,2010,35.4055082
Globe,IN,C1_F_HEA_R,2010,35.4055082
Globe,IP,C1_F_HEA_R,2010,6.442983600000001
Globe,ID,C1_F_HEA_R,2011,33.949704954717
Globe,IN,C1_F_HEA_R,2011,33.949704954717
Globe,IP,C1_F_HEA_R,2011,6.178061080566
Globe,ID,C1_F_HEA_R,2012,34.081763077708004
Globe,IN,C1_F_HEA_R,2012,34.081763077708004
Globe,IP,C1_F_HEA_R,2012,6.202092604584
Globe,ID,C1_F_HEA_R,2013,34.08136107528
Globe,IN,C1_F_HEA_R,2013,34.08136107528
Globe,IP,C1_F_HEA_R,2013,6.202019449440001
Globe,ID,C1_F_HEA_R,2014,33.949872403788
Globe,IN,C1_F_HEA_R,2014,33.949872403788
Globe,IP,C1_F_HEA_R,2014,6.178091552424001
Globe,ID,C1_F_HEA_R,2015,34.059429243355
Globe,IN,C1_F_HEA_R,2015,34.059429243355
Globe,IP,C1_F_HEA_R,2015,6.198028363290001
Globe,ID,C1_F_HEA_R,2016,34.456177747652994
Globe,IN,C1_F_HEA_R,2016,34.456177747652994
Globe,IP,C1_F_HEA_R,2016,6.270227414693999
