Model,Scenario,Region,Variable,Unit,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
GLUCOSE,1.75DS,World,Primary Energy|Geothermal,EJ/yr,0.649389312,0.6266833920000001,0.60170688,0.5842485504,0.5613912576000001,0.5408550144,0.5179977216,0.49286983679999996,0.4700125439999999,0.4471552512,0.426619008,0.4037617152,0.3786338304,0.35577653760000005,0.3329192448,0.310061952,0.28952570879999995,0.264397824,0.24154053119999996,0.2186832384,0.1958259456,1.2940356095999999,5.408721750643453,8.19314662549731,9.156542073134053,12.245507793151562,16.088207159752685,16.308351100521712,16.39887203492169,16.489392969321706,16.579913903721728,16.71685583012171,16.85379775652171,16.99073968292171,18.194735345013783,19.301688431102257,19.410777762302267,19.51986709350227,19.631277474302266,24.228655003450204,25.8705419558157,25.870541955815696,25.870541955815707,25.870541955815707,25.8705419558157,25.870541955815707,25.870541955815707,21.811964665972248,19.746573394915107,18.841557390478357,17.883610988764197
GLUCOSE,1.75DS,World,Primary Energy|Hydro,EJ/yr,12.561203813760002,12.6517229064576,12.7345465844352,12.812557074105598,12.8842950281472,12.949760446560001,13.006254680294399,13.059211495680001,12.8800844928,12.7023791328,12.523252129920001,12.344125127040002,12.164998124159998,11.985871121279997,11.806744118399997,11.6290387584,11.44991175552,11.270784752640004,12.15492600013649,14.108263317256485,16.061600634376482,18.016359594376482,19.969696911496484,21.923034228616487,23.525346378240002,23.806831668480005,24.03571617216,24.26602231872,24.49632846528,24.72521296896,24.954097472639994,25.1559707616,25.35784405056,25.559717339519988,25.76301227136,25.964885560319985,26.099941633919997,26.23499770752,26.370053781120006,26.505109854719997,26.64158757119998,26.641587571200002,26.641587571200002,26.641587571199995,26.641587571200002,26.641587571200002,26.641587571199995,26.641587571200002,26.641587571200002,26.641587571199988,26.641587571199988
GLUCOSE,1.75DS,World,Primary Energy|Nuclear,EJ/yr,11.228529679167929,9.094841634332726,3.879485860061593,2.4761447059949573,2.419730987351962,2.36413802898432,4.513145304603986,10.046597996443808,14.477408257476682,15.918414413099574,23.758954217856,23.1360645814272,22.442646474143235,21.880406921472,21.2626990282752,20.639214042623998,20.0174710046976,19.4049448547328,18.7866746872704,18.170146467532803,17.562802060799996,16.974894703679993,16.39442921184,15.806521854720001,15.218614497599999,14.638149005759999,14.050241648639998,13.46233429152,12.88186879968,14.57471386508241,18.32408468594502,22.246106133761092,25.487974189582893,28.13888471373716,28.509435778892346,27.92152842177234,27.333621064652352,26.753155572812343,26.165248215692355,25.57734085857235,31.85292502051018,32.16966500769441,32.33377041178606,32.33377041178606,32.33377041178606,32.930871473333404,34.815568532040075,37.584245102752384,38.32157931670761,39.842426106556076,43.594856822711776
GLUCOSE,1.75DS,World,Primary Energy|Oil,EJ/yr,167.54559999999995,168.14630000000002,168.747,169.3477,169.9483,170.549,170.549,170.549,170.549,170.549,170.549,167.549,164.549,161.549,158.549,155.54900000000004,152.549,149.549,146.54900000000004,143.54899999999995,140.54900000000004,137.549,134.549,131.54899999999998,128.54900000000004,125.54899999999999,122.549,119.54899999999999,116.54900000000002,113.54899999999999,110.549,107.54899999999999,104.54899999999999,101.54899999999999,98.549,95.54899999999999,92.54899999999999,89.54899999999999,86.54899999999999,83.54900000000002,80.54899999999998,80.54899999999999,80.54899999999998,80.54899999999998,80.54899999999998,80.54899999999998,80.54899999999998,80.54899999999998,80.54899999999998,80.54899999999998,80.54899999999999
GLUCOSE,1.75DS,World,Primary Energy|Solar,EJ/yr,0.77186189088,0.9965532418559999,1.219825472832,1.2671639353727997,1.3144393385279998,1.3617778010687998,1.4076340842239996,1.4549725467647998,1.5023110093055996,1.5495864124607994,1.6246514119795197,1.7177409182592,1.81695418404192,1.9208090299420797,2.0292423965740793,2.1409612827091205,2.258677809575999,2.3810989759459193,2.5081617224332797,2.6383838696524804,2.7086194245921122,2.698809408835488,2.689031089565568,3.435191099000191,4.301430754539024,5.616691668630079,6.3677208922504605,9.03276391562572,12.046276874268997,14.706799593600962,16.721643881343745,18.744971117291858,21.05807688028627,23.69976370869211,26.721624419574773,30.17771296383615,32.8363790091336,37.24908344026861,42.85233476564915,45.54052177660242,47.051512463918854,47.13245031493608,47.13245031493611,47.13245031493608,47.13245031493611,47.132450314936094,47.132450314936094,47.132450314936094,47.132450314936094,47.132450314936094,45.50688329004919
GLUCOSE,1.75DS,World,Primary Energy|Wind,EJ/yr,1.308491712,1.2656847456,1.2217487904,1.1781628848,1.1326091328,1.08657288,1.0405870848,0.9926050608,0.9450203904,0.8945438687999999,0.8453540159999999,0.7925375232,0.7371981503999999,1.3975556832,2.0613191040000003,2.730970296,3.4043679647999996,4.0820608368,4.765650940799999,5.4526311648000005,6.144600384,6.842129400000002,7.5430390752,8.249861750400001,8.959131619199999,10.4415696,11.991248640000002,13.549757759999995,14.859763200000005,15.661408319999996,16.468099199999997,17.279835839999997,18.096618239999998,18.918446400000008,19.745320319999998,20.577240000000007,21.414205440000003,22.25621664,22.326226559999988,22.39623648,22.466246400000013,22.466246400000013,22.466246400000013,22.466246400000013,22.466246400000013,22.466246400000013,22.466246400000013,22.466246400000013,22.466246400000013,22.466246400000013,22.466246400000013
GLUCOSE,1.75DS,World,Secondary Energy|Electricity,EJ/yr,77.83416651410255,80.24570602645741,82.52487092462174,85.08921488670126,87.15935178933795,89.51557675542746,93.12832039931052,96.00807847528445,101.03261200555622,106.36786630121296,108.42492827002197,111.35178336398839,114.68978361335304,117.26267063717569,121.21814788958366,124.46588500151462,127.37086423014291,127.58996841999881,128.23734545954397,129.06093914019536,131.82455003810838,135.08957289649925,138.7110371066889,142.59370169428948,147.72328428761486,151.02080222079675,153.56356660188007,156.0419215937124,158.32803672016846,160.69138131243642,163.31003102387052,166.08295332403975,167.51332728952852,169.6711221104435,171.45410136020521,173.96262599503743,178.27382672794948,178.6032219993432,179.46778085363837,180.0678948642995,182.2779885089311,181.93269063157257,181.18312916765223,181.14870767628494,181.01637847504577,180.08110221298284,179.87035828232786,178.1745589329291,176.44713873317676,176.56394846911664,174.78604775963194
GLUCOSE,1.75DS,World,"Secondary Energy|Electricity|Coal, w/o CCS",EJ/yr,34.847269786278,37.57168168286918,39.61736101356339,44.048836781969136,45.97032724883807,48.8758263859441,52.280233968497164,51.66879335506061,51.30389599079387,49.38452859665632,47.152507555563766,46.112599357703964,44.96462694849366,43.55824844097251,41.15302969306748,37.735709697358914,34.75741571937889,36.08026295576894,35.48710145309295,33.775171294421156,32.23503340465599,29.70750327098769,27.37610541188839,24.994324200661165,22.61977321735338,20.2776641585371,20.173167844580583,18.367864987023122,16.46100304307978,14.559513425213073,13.485266276163628,12.876189410590165,11.640277746799667,10.867696052698165,10.508331993193039,10.403662462933776,8.1681583187679,4.524727553420077,4.138849260619333,5.070140061316977,5.300617677866324,5.951073566251697,4.391785125036551,4.322156210845321,4.2248944410970495,3.178038592877762,1.8943674672538238,1.3405247168349035,0.7852299070639831,0.23205038825221946,0.23205038825221946
GLUCOSE,1.75DS,World,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,14.359316397696002,14.568613689945598,14.7676674586752,14.791571910662402,14.801773958035197,14.807605077964801,14.800712241830402,14.789767937932801,14.547137169369599,14.302973133100798,14.088784768715518,13.838931254568958,13.588037039808,14.05283973064704,14.520985250100479,14.995084123019522,15.475184940072959,15.957322970112003,17.508626482527525,20.131034005180965,22.773304660248595,26.529886428491963,29.248628688742055,32.731543327296684,35.98363858845904,39.13709636079008,41.75721006249047,46.30158928682572,50.945934766429,54.727508043840956,57.868448649663705,61.04232774097186,64.51103111932626,68.31336132309211,72.50233281221477,77.12915625183615,80.8689331419336,86.36779417786863,92.28752187764916,95.28986421340242,97.11643186839886,97.19736971941609,97.19736971941612,97.19736971941612,97.19736971941612,97.19736971941609,97.19736971941609,97.19736971941609,97.19736971941609,97.19736971941612,95.5718026945292
GLUCOSE,1.75DS,World,Secondary Energy|Electricity|Solar,EJ/yr,0.23304397593600001,0.40144091788799996,0.56841873984,0.5594627933568,0.550443787488,0.5414878410048001,0.531049715136,0.5220937686528,0.5131378221696,0.5041188163008,0.52288940679552,0.5119425371289601,0.5024778468480001,0.4930131565670401,0.48348540690048,0.47260159661952,0.46307384695296006,0.45360915667199997,0.44414446639104,0.43319759672448,0.43712486427211206,0.427314848515488,0.417536529245568,1.1636965386801912,2.0299361942190233,3.3451971083100793,4.096226331930461,6.7612693553057195,9.774782313948995,12.435305033280963,14.450149321023742,16.473476556971864,18.78658231996627,21.42826914837211,24.450129859254773,27.906218403516146,30.564884448813604,34.97758887994862,40.58084020532915,43.26902721628242,44.780017903598846,44.86095575461607,44.86095575461611,44.86095575461608,44.86095575461609,44.860955754616086,44.86095575461608,44.860955754616086,44.860955754616086,44.860955754616086,43.23538872972918
GLUCOSE,1.75DS,World,Secondary Energy|Electricity|Wind,EJ/yr,1.308491712,1.2656847456,1.2217487904,1.1781628847999999,1.1326091327999999,1.0865728799999999,1.0405870848,0.9926050608000001,0.9450203904000001,0.8945438687999999,0.8453540159999999,0.7925375232000001,0.7371981504000001,1.3975556831999998,2.061319104,2.7309702959999997,3.4043679647999996,4.0820608368,4.7656509408,5.4526311648,6.144600384,6.842129400000001,7.543039075200002,8.2498617504,8.959131619199999,10.441569600000001,11.991248640000002,13.549757759999995,14.859763200000003,15.661408319999994,16.4680992,17.279835839999997,18.09661824,18.918446400000008,19.745320319999998,20.577240000000003,21.414205440000007,22.256216639999998,22.32622655999999,22.396236480000002,22.466246400000013,22.466246400000013,22.466246400000013,22.466246400000013,22.466246400000013,22.466246400000013,22.466246400000013,22.466246400000013,22.466246400000013,22.466246400000013,22.466246400000013
