
Summary,Globe
Emissions
,CO2EQ,1269.41
,CO2EQ_ind,0
,WATER,2055.5

Cost,355278

TID Demand

,Globe
Fuel,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
PAP,398.929,403.486,408.043,412.599,417.156,421.713,426.27,430.826,435.383,439.94,444.497,448.472,452.448,456.424,460.399,464.375,468.35,472.326,476.301,480.277,484.253,488.228,492.204,496.179,500.155,504.13,508.106,512.082,516.057,520.033,524.008,527.984,531.959,535.935,539.911,543.886,547.862,551.837,555.813,559.788,563.764,563.764,563.764,563.764,563.764,563.764,563.764,563.764,563.764,563.764,563.764,
PET,690,724.003,758.006,792.009,826.012,860.015,894.018,928.021,962.024,996.027,1030.03,1064.03,1098.04,1132.04,1166.04,1200.05,1234.05,1268.05,1302.05,1336.06,1370.06,1404.06,1438.07,1472.07,1506.07,1540.08,1574.08,1608.08,1642.08,1676.09,1710.09,1744.09,1778.1,1812.1,1846.1,1880.11,1914.11,1948.11,1982.11,2016.12,2050.12,2050.12,2050.12,2050.12,2050.12,2050.12,2050.12,2050.12,2050.12,2050.12,2050.12,
STE,2695,2714.28,2733.56,2752.84,2772.12,2791.4,2810.68,2829.96,2849.24,2868.52,2887.8,2872.42,2857.04,2841.66,2826.28,2810.9,2795.51,2780.13,2764.75,2749.37,2733.99,2718.61,2703.22,2687.84,2672.46,2657.08,2641.7,2626.32,2610.93,2595.55,2580.17,2564.79,2549.41,2534.03,2518.64,2503.26,2487.88,2472.5,2457.12,2441.74,2426.35,2426.35,2426.35,2426.35,2426.35,2426.35,2426.35,2426.35,2426.35,2426.35,2426.35,
VFOO,25.24,25.63,26.03,26.42,26.82,27.22,27.62,28.03,28.43,28.84,29.25,29.29,29.32,29.36,29.39,29.43,29.46,29.5,29.54,29.57,29.61,29.64,29.68,29.71,29.75,29.78,29.82,29.85,29.89,29.92,29.96,29.99,30.03,30.06,30.1,30.13,30.17,30.2,30.24,30.27,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,
VFOO_P_LA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
XALU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
XCEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
XPHO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
XPOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
XSTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

Time Dependent Demand (Energy Units)

,Globe
Fuel,Timeslice,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
ALU,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALU,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALU,IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMM,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMM,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMM,IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_F_CLS,ID,22.2044,23.087,23.9388,24.7608,25.5526,26.315,27.25,28.1766,29.0773,29.9737,30.8724,30.7562,30.6479,30.5479,30.4555,30.3701,30.3263,30.2928,30.2596,30.2298,30.203,30.6171,31.0312,31.4453,31.8584,32.2683,32.5624,32.8584,33.1563,33.456,33.7573,34.5323,35.2978,36.0752,36.853,37.6325,38.4066,39.1808,39.95,40.7187,41.4904,41.4904,41.4904,41.4904,41.4904,41.4904,41.4904,41.4904,41.4904,41.4904,41.4904
C1_F_CLS,IN,18.8973,19.6485,20.3735,21.073,21.7469,22.3957,23.1915,23.9801,24.7467,25.5095,26.2744,26.1755,26.0833,25.9982,25.9196,25.8469,25.8096,25.7811,25.7528,25.7275,25.7047,26.0571,26.4096,26.762,27.1136,27.4624,27.7126,27.9646,28.2182,28.4732,28.7296,29.3892,30.0407,30.7023,31.3643,32.0277,32.6864,33.3453,34,34.6542,35.311,35.311,35.311,35.311,35.311,35.311,35.311,35.311,35.311,35.311,35.311
C1_F_CLS,IP,6.14163,6.38576,6.62138,6.84872,7.06775,7.27861,7.53724,7.79353,8.04267,8.29059,8.53917,8.50704,8.47707,8.44942,8.42387,8.40025,8.38812,8.37885,8.36967,8.36144,8.35403,8.46856,8.58311,8.69764,8.81191,8.92528,9.00661,9.08848,9.1709,9.25379,9.33713,9.55148,9.76323,9.97825,10.1934,10.409,10.6231,10.8372,11.05,11.2626,11.4761,11.4761,11.4761,11.4761,11.4761,11.4761,11.4761,11.4761,11.4761,11.4761,11.4761
C1_F_HEA_I,ID,12.223,12.3536,12.4841,12.6146,12.7451,12.8757,13.0062,13.1367,13.2672,13.3978,13.5283,13.3841,13.24,13.0959,12.9517,12.8077,12.6635,12.5194,12.3752,12.2311,12.087,12.0933,12.0996,12.1059,12.1123,12.1186,12.1249,12.1312,12.1376,12.1439,12.1502,12.1833,12.2164,12.2494,12.2824,12.3155,12.3486,12.3816,12.4147,12.4477,12.4808,12.4808,12.4808,12.4808,12.4808,12.4808,12.4808,12.4808,12.4808,12.4808,12.4808
C1_F_HEA_I,IN,12.223,12.3536,12.4841,12.6146,12.7451,12.8757,13.0062,13.1367,13.2672,13.3978,13.5283,13.3841,13.24,13.0959,12.9517,12.8077,12.6635,12.5194,12.3752,12.2311,12.087,12.0933,12.0996,12.1059,12.1123,12.1186,12.1249,12.1312,12.1376,12.1439,12.1502,12.1833,12.2164,12.2494,12.2824,12.3155,12.3486,12.3816,12.4147,12.4477,12.4808,12.4808,12.4808,12.4808,12.4808,12.4808,12.4808,12.4808,12.4808,12.4808,12.4808
C1_F_HEA_I,IP,2.22431,2.24806,2.27182,2.29557,2.31932,2.34307,2.36683,2.39058,2.41433,2.43808,2.46183,2.43561,2.40938,2.38315,2.35692,2.3307,2.30447,2.27824,2.25201,2.22578,2.19955,2.2007,2.20185,2.203,2.20415,2.2053,2.20646,2.20761,2.20876,2.20991,2.21106,2.21707,2.22309,2.22911,2.23512,2.24114,2.24715,2.25317,2.25919,2.2652,2.27122,2.27122,2.27122,2.27122,2.27122,2.27122,2.27122,2.27122,2.27122,2.27122,2.27122
C1_F_HEA_R,ID,35.699,36.0802,36.4614,36.8426,37.2239,37.6051,37.9863,38.3675,38.7487,39.1299,39.5111,39.0902,38.6692,38.2483,37.8273,37.4064,36.9855,36.5645,36.1436,35.7227,35.3017,35.3202,35.3386,35.3571,35.3755,35.394,35.4125,35.4309,35.4494,35.4679,35.4864,35.5829,35.6795,35.776,35.8726,35.9691,36.0657,36.1623,36.2588,36.3553,36.4519,36.4519,36.4519,36.4519,36.4519,36.4519,36.4519,36.4519,36.4519,36.4519,36.4519
C1_F_HEA_R,IN,35.699,36.0802,36.4614,36.8426,37.2239,37.6051,37.9863,38.3675,38.7487,39.1299,39.5111,39.0902,38.6692,38.2483,37.8273,37.4064,36.9855,36.5645,36.1436,35.7227,35.3017,35.3202,35.3386,35.3571,35.3755,35.394,35.4125,35.4309,35.4494,35.4679,35.4864,35.5829,35.6795,35.776,35.8726,35.9691,36.0657,36.1623,36.2588,36.3553,36.4519,36.4519,36.4519,36.4519,36.4519,36.4519,36.4519,36.4519,36.4519,36.4519,36.4519
C1_F_HEA_R,IP,6.49639,6.56577,6.63514,6.70451,6.77388,6.84325,6.91263,6.982,7.05137,7.12074,7.19011,7.11351,7.03691,6.96031,6.8837,6.8071,6.73051,6.6539,6.5773,6.5007,6.42409,6.42745,6.43082,6.43418,6.43753,6.44089,6.44425,6.44761,6.45097,6.45433,6.4577,6.47527,6.49284,6.51041,6.52798,6.54555,6.56312,6.58069,6.59826,6.61583,6.6334,6.6334,6.6334,6.6334,6.6334,6.6334,6.6334,6.6334,6.6334,6.6334,6.6334
C1_F_MOT,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_F_MOT,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_F_MOT,IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_F_RD,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_F_RD,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_F_RD,IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_F_RL,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_F_RL,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_F_RL,IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_P_BIO,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_P_BIO,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_P_BIO,IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_P_BIOW,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_P_BIOW,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_P_BIOW,IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_P_BIOW2,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_P_BIOW2,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_P_BIOW2,IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_P_GAS,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_P_GAS,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_P_GAS,IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_P_HCO,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_P_HCO,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_P_HCO,IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_P_HFO,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_P_HFO,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_P_HFO,IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_P_LFO,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_P_LFO,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_P_LFO,IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_P_NUC,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_P_NUC,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_P_NUC,IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_R_OIL,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_R_OIL,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_R_OIL,IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1_S_BIOL,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
