TIMESLICE,YEAR,REGION,TECHNOLOGY,MODE_OF_OPERATION,VALUE
ID,2012,Globe,C1OCCVP00,1,0.0012747387311999997
ID,2012,Globe,C1OI00I00,1,47.928334736411124
ID,2012,Globe,C1OIHTF03,1,7.092819572624682
ID,2012,Globe,C1OIRFP00,2,47.928334736411124
ID,2012,Globe,C1SOC1P00,1,0.041624492544000004
ID,2012,Globe,C1SOTHF00,1,0.561930649344
ID,2012,Globe,C1SOV1P00,1,0.30351192479999994
ID,2012,Globe,C1SOV2P00,1,0.2312471808
ID,2012,Globe,C1WDOFP00,1,0.009908073942234048
ID,2012,Globe,C1WDONP00,1,0.69557995748736
ID,2012,Globe,CEMPLANT,1,5.002824402878835
ID,2012,Globe,PAPPLANT,1,3.073478524825515
ID,2012,Globe,PETBPLANT,1,1.8880577729393384
ID,2012,Globe,STEPLANT,1,12.170222636707175
ID,2012,Globe,XALUMINE,1,1.205013197059374
ID,2012,Globe,XCEMMINE,1,21.00185684328535
ID,2012,Globe,XSTEMINE,1,18.729120722307773
ID,2012,Globe,ALURECYCLE,1,45.74274357763158
ID,2012,Globe,LandRes,1,3300.60768903777
ID,2012,Globe,LF,1,3300.60768903777
ID,2012,Globe,LF1,1,1947.8400000000001
ID,2012,Globe,LF2,1,1352.7676890377695
ID,2012,Globe,LF2_PROD,1,1352.7676890377695
ID,2013,Globe,ALUPLANT,1,1.3149927876475866
ID,2013,Globe,ALURCPLANT,1,13.999231799999999
ID,2013,Globe,C1BFRDF00,1,0.2743364376920612
ID,2013,Globe,C1BMBRFH1,1,1.1187567516929071
ID,2013,Globe,C1BMBRFN1,1,0.24814843852097482
ID,2013,Globe,C1BMCHP00,1,1.106879083848
ID,2013,Globe,C1BMHTF03,1,6.209970122708314
ID,2013,Globe,C1BMLP000,1,3.096090992446808
ID,2013,Globe,C1CO00I00,1,70.87743217113135
ID,2013,Globe,C1COBRFH1,1,6.32171980512
ID,2013,Globe,C1COCHP00,1,1.6258497400549439
ID,2013,Globe,C1COHTF03,1,22.88046324528
ID,2013,Globe,C1COIGP00,1,0.01228500648
ID,2013,Globe,C1COSCP00,1,17.32713157252224
ID,2013,Globe,C1COSF000,1,0.9078246515589492
ID,2013,Globe,C1ELEFF00,1,41.20855241708053
ID,2013,Globe,C1ELRDF00,1,0.05399283702742939
ID,2013,Globe,C1GOCVP00,1,0.804740189184
ID,2013,Globe,C1GOHTF03,1,0.5744067955199998
ID,2013,Globe,C1HFGCPCH,1,0.21963168911880002
ID,2013,Globe,C1HFMRF00,1,78.27045032151933
ID,2013,Globe,C1HPASF01,1,2.22
ID,2013,Globe,C1HTOOTFI,1,41.703544944891874
ID,2013,Globe,C1HTOOTFR,1,14.527815170852646
ID,2013,Globe,C1HYDMP00,1,5.495770695349441
ID,2013,Globe,C1HYMIP00,1,0.44698323493440006
ID,2013,Globe,C1LFAVF00,1,1.4369999999999998
ID,2013,Globe,C1LFBRFN1,1,3.17475168519122
ID,2013,Globe,C1LFRDF00,1,9.31046272558066
ID,2013,Globe,C1NG00I00,1,46.86565456966416
ID,2013,Globe,C1NGBRFN1,1,8.96958974131025
ID,2013,Globe,C1NGCCP00,1,4.201481245584873
ID,2013,Globe,C1NGCCPCH,1,2.1008806375680003
ID,2013,Globe,C1NGGCPCH,1,1.65088807668
ID,2013,Globe,C1NGHTF03,1,10.66522964514343
ID,2013,Globe,C1NU00I00,1,13.871181952484722
ID,2013,Globe,C1NULWP00,1,5.01126515624448
ID,2013,Globe,C1OCCVP00,1,0.0012747387311999997
ID,2013,Globe,C1OI00I00,1,80.26307126961332
ID,2013,Globe,C1OIHTF03,1,6.968251056319228
ID,2013,Globe,C1OIRFP00,2,80.26307126961332
ID,2013,Globe,C1SOC1P00,1,0.041624492544000004
ID,2013,Globe,C1SOTHF00,1,0.6104925573120003
ID,2013,Globe,C1SOV1P00,1,0.29845339272
ID,2013,Globe,C1SOV2P00,1,0.227778473088
ID,2013,Globe,C1WDOFP00,1,0.009989287663072033
ID,2013,Globe,C1WDONP00,1,0.6766292510208
ID,2013,Globe,CEMPLANT,1,5.016683854985844
ID,2013,Globe,PAPPLANT,1,3.020487957043716
ID,2013,Globe,PETBPLANT,1,40.33597653206215
ID,2013,Globe,STEPLANT,1,12.256060113270964
ID,2013,Globe,XALUMINE,1,1.1626798030399421
ID,2013,Globe,XCEMMINE,1,21.180439235750235
ID,2013,Globe,XSTEMINE,1,18.86121859011609
ID,2013,Globe,ALURECYCLE,1,47.42480960263159
ID,2013,Globe,LA2_PROD,1,1.5222387260807377e-13
ID,2013,Globe,LandRes,1,3371.7070836218318
ID,2013,Globe,LF,1,3371.7070836218318
ID,2013,Globe,LF1,1,1939.5453209637
ID,2013,Globe,LF2,1,1432.1617626581312
ID,2013,Globe,LF2_PROD,1,1432.1617626581312
ID,2014,Globe,ALUPLANT,1,1.351328355589871
ID,2014,Globe,ALURCPLANT,1,14.4955707
ID,2014,Globe,C1BFRDF00,1,0.24234904000000007
ID,2014,Globe,C1BMBRFH1,1,1.9503967310788448
ID,2014,Globe,C1BMBRFN1,1,0.24814843852097482
ID,2014,Globe,C1BMCHP00,1,1.13022059616
ID,2014,Globe,C1BMHTF03,1,6.029308262708314
ID,2014,Globe,C1BMLP000,1,2.7141029934978733
ID,2014,Globe,C1CO00I00,1,67.14600983685133
ID,2014,Globe,C1COBRFH1,1,6.18008090688
ID,2014,Globe,C1COCHP00,1,1.6828253418901067
ID,2014,Globe,C1COHTF03,1,23.33319462749229
ID,2014,Globe,C1COSCP00,1,16.465930938255884
ID,2014,Globe,C1ELEFF00,1,36.470969933926554
ID,2014,Globe,C1ELRDF00,1,0.05399283702742939
ID,2014,Globe,C1ELRLF00,1,1.9999999999999998
ID,2014,Globe,C1GOCVP00,1,0.6642662307839998
ID,2014,Globe,C1GOHTF03,1,0.5744067955199998
ID,2014,Globe,C1HFGCPCH,1,0.26252106398434083
ID,2014,Globe,C1HFMRF00,1,9.517645191721165
ID,2014,Globe,C1HPASF01,1,2.22
ID,2014,Globe,C1HTOOTFI,1,28.47445325774813
ID,2014,Globe,C1HTOOTFR,1,17.461442686929928
ID,2014,Globe,C1HYDMP00,1,5.104946070251135
ID,2014,Globe,C1HYMIP00,1,0.009800633174399866
ID,2014,Globe,C1LFRDF00,1,9.676266122972573
ID,2014,Globe,C1NG00I00,1,26.467836257792378
ID,2014,Globe,C1NGBRFN1,1,8.96958974131025
ID,2014,Globe,C1NGCCPCH,1,2.6854142734079995
ID,2014,Globe,C1NGGCPCH,1,1.4321496502800002
ID,2014,Globe,C1NU00I00,1,14.09002563574928
ID,2014,Globe,C1NULWP00,1,5.09769379006848
ID,2014,Globe,C1OCCVP00,1,0.0033993032831999993
ID,2014,Globe,C1OI00I00,1,44.889111968209846
ID,2014,Globe,C1OIHTF03,1,6.987069825209589
ID,2014,Globe,C1OIRFP00,2,44.889111968209846
ID,2014,Globe,C1SOC1P00,1,0.088452046656
ID,2014,Globe,C1SOTHF00,1,0.6590544652800002
ID,2014,Globe,C1SOV1P00,1,0.47853713476799997
ID,2014,Globe,C1SOV2P00,1,0.36421430975999997
ID,2014,Globe,C1WDOFP00,1,0.04663068066839001
ID,2014,Globe,C1WDONP00,1,1.33128423868608
ID,2014,Globe,CEMPLANT,1,5.030387241945575
ID,2014,Globe,PAPPLANT,1,2.881302247043716
ID,2014,Globe,STEPLANT,1,12.341897589834755
ID,2014,Globe,XALUMINE,1,1.2048849016945968
ID,2014,Globe,XCEMMINE,1,21.359024229300914
ID,2014,Globe,XSTEMINE,1,18.993316457924404
ID,2014,Globe,ALURECYCLE,1,49.10697562763156
ID,2014,Globe,LA2_PROD,1,1.5222387260807377e-13
ID,2014,Globe,LandRes,1,7313.50696214841
ID,2014,Globe,LF,1,3413.5069621484104
ID,2014,Globe,LF1,1,1915.9261289720926
ID,2014,Globe,LF2,1,1497.580833176317
ID,2014,Globe,LF2_PROD,1,1497.580833176317
ID,2014,Globe,LO,1,3899.999999999999
ID,2015,Globe,ALUPLANT,1,1.3871201626667593
ID,2015,Globe,ALURCPLANT,1,14.991909600000001
ID,2015,Globe,C1BFRDF00,1,0.2442375704960846
ID,2015,Globe,C1BMBRFH1,1,2.50054877775101
ID,2015,Globe,C1BMBRFN1,1,0.24814843852097482
ID,2015,Globe,C1BMCHP00,1,1.16093311236
ID,2015,Globe,C1BMHTF03,1,5.848646402708315
ID,2015,Globe,C1BMLP000,1,2.714102993497873
ID,2015,Globe,C1CO00I00,1,76.28594533343501
ID,2015,Globe,C1COBRFH1,1,6.038442008640001
ID,2015,Globe,C1COCHP00,1,3.477626418671885
ID,2015,Globe,C1COHTF03,1,25.545587004000005
ID,2015,Globe,C1COSCP00,1,19.14778774357373
ID,2015,Globe,C1ELEFF00,1,44.12511944972555
ID,2015,Globe,C1ELRDF00,1,0.05399283702742939
ID,2015,Globe,C1GOCVP00,1,0.678582313344
ID,2015,Globe,C1GOHTF03,1,1.03916701872
ID,2015,Globe,C1HFGCPCH,1,0.32188562730459763
ID,2015,Globe,C1HFMRF00,1,55.618407206305335
ID,2015,Globe,C1HPASF01,1,2.22
ID,2015,Globe,C1HTOOTFI,1,41.94397082335911
ID,2015,Globe,C1HTOOTFR,1,17.50180645052976
ID,2015,Globe,C1HYDMP00,1,5.55212954972206
ID,2015,Globe,C1HYMIP00,1,0.6134655567808552
ID,2015,Globe,C1LFRDF00,1,10.045701752972569
ID,2015,Globe,C1LFRLF00,1,8.96
ID,2015,Globe,C1NG00I00,1,45.951462348354504
ID,2015,Globe,C1NGBRFN1,1,8.96958974131025
ID,2015,Globe,C1NGCCPCH,1,4.322009809152
ID,2015,Globe,C1NGGCPCH,1,1.56525435504
ID,2015,Globe,C1NGHTF03,1,5.052649955402908
ID,2015,Globe,C1NU00I00,1,12.52484543298632
ID,2015,Globe,C1NULWP00,1,4.537987475719681
ID,2015,Globe,C1OCCVP00,1,0.0033993032831999993
ID,2015,Globe,C1OI00I00,1,71.80756972975827
ID,2015,Globe,C1OIHTF03,1,7.317166657277229
ID,2015,Globe,C1OIRFP00,2,71.80756972975827
ID,2015,Globe,C1SOC1P00,1,0.092354342832
ID,2015,Globe,C1SOTHF00,1,0.7076163732480001
ID,2015,Globe,C1SOV1P00,1,0.60955311564
ID,2015,Globe,C1SOV2P00,1,0.464806833408
ID,2015,Globe,C1WDOFP00,1,0.062724316364748
ID,2015,Globe,C1WDONP00,1,1.5648207665759999
ID,2015,Globe,CEMPLANT,1,5.043937185069984
ID,2015,Globe,FERTPLANT,1,0.0004035014647653797
ID,2015,Globe,LA1_i_PROD,1,367.80000000000007
ID,2015,Globe,LA1_PROD,1,1600.4998281238024
ID,2015,Globe,MFOOFACTOR,1,5.80443104048254
ID,2015,Globe,PAPPLANT,1,2.8656100214989992
ID,2015,Globe,PETAPLANT,1,9.525751519287955e-06
ID,2015,Globe,PETBPLANT,1,39.88464403393237
ID,2015,Globe,STEPLANT,1,12.427735066398546
ID,2015,Globe,VFOOFACTOR,1,69.0636894189292
ID,2015,Globe,XALUMINE,1,1.2471417056915688
ID,2015,Globe,XCEMMINE,1,21.537611780248834
ID,2015,Globe,XPHOMINE,1,1.2912046872492149e-06
ID,2015,Globe,XPOTMINE,1,2.8245102533576577e-07
ID,2015,Globe,XSTEMINE,1,19.12541432573272
ID,2015,Globe,ALURECYCLE,1,50.78904165263158
ID,2015,Globe,LA,1,5192.983739502992
ID,2015,Globe,LA1,1,1600.4998281238024
ID,2015,Globe,LA1_i,1,367.80000000000007
ID,2015,Globe,LA2,1,3224.6839113791893
ID,2015,Globe,LA2_PROD,1,3224.6839113791893
ID,2015,Globe,LandRes,1,7807.163551836883
ID,2015,Globe,LF,1,2614.1798123338913
ID,2015,Globe,LF1,1,1863.8562604970084
ID,2015,Globe,LF2,1,750.3235518368832
ID,2015,Globe,LF2_PROD,1,750.3235518368832
ID,2016,Globe,ALUPLANT,1,1.4223786409445276
ID,2016,Globe,ALURCPLANT,1,15.4887068
ID,2016,Globe,C1BFRDF00,1,0.2461548153000067
ID,2016,Globe,C1BMBRFH1,1,1.0270857474711683
ID,2016,Globe,C1BMBRFN1,1,0.24814843852097482
ID,2016,Globe,C1BMCHP00,1,1.6346662848288323
ID,2016,Globe,C1BMHTF03,1,5.667984542708315
ID,2016,Globe,C1BMLP000,1,2.714102993497874
ID,2016,Globe,C1CO00I00,1,61.25070008882348
ID,2016,Globe,C1COBRFH1,1,6.010180269335277
ID,2016,Globe,C1COCHP00,1,4.71701440529839
ID,2016,Globe,C1COHTF03,1,26.876703588480005
ID,2016,Globe,C1COSCP00,1,11.61785353271391
ID,2016,Globe,C1ELEFF00,1,43.628774016556726
ID,2016,Globe,C1ELRDF00,1,0.09166
ID,2016,Globe,C1GOCVP00,1,0.866020692096
ID,2016,Globe,C1GOHTF03,1,1.08252586512
ID,2016,Globe,C1HFGCPCH,1,0.5145288021560162
ID,2016,Globe,C1HFMRF00,1,85.78177007210385
ID,2016,Globe,C1HPASF01,1,2.22
ID,2016,Globe,C1HTOOTFI,1,39.66609781661391
ID,2016,Globe,C1HTOOTFR,1,19.452408132146328
ID,2016,Globe,C1HYDMP00,1,6.2520077409370565
ID,2016,Globe,C1HYMIP00,1,1.6048939540608
ID,2016,Globe,C1LFAVF00,1,1.6610000000000003
ID,2016,Globe,C1LFRDF00,1,10.29117233
ID,2016,Globe,C1LFRLF00,1,11.21
ID,2016,Globe,C1NG00I00,1,48.06652644130017
ID,2016,Globe,C1NGBRFN1,1,8.96958974131025
ID,2016,Globe,C1NGCCP00,1,0.8025913340126164
ID,2016,Globe,C1NGCCPCH,1,5.431996276992001
ID,2016,Globe,C1NGGCPCH,1,1.5218955086400001
ID,2016,Globe,C1NU00I00,1,14.596731452104889
ID,2016,Globe,C1NULWP00,1,5.29634668073472
ID,2016,Globe,C1OCCVP00,1,0.0038155784831999996
ID,2016,Globe,C1OI00I00,1,81.46963238903056
ID,2016,Globe,C1OIHTF03,1,6.393594530886757
ID,2016,Globe,C1OIRFP00,1,5.498643778979607
ID,2016,Globe,C1OIRFP00,2,75.97098861005095
ID,2016,Globe,C1SOC1P00,1,0.093655108224
ID,2016,Globe,C1SOTHF00,1,0.7561782812160001
ID,2016,Globe,C1SOV1P00,1,0.80683586676
ID,2016,Globe,C1SOV2P00,1,0.613961265024
ID,2016,Globe,C1WDOFP00,1,0.07579150458238598
ID,2016,Globe,C1WDONP00,1,1.8594585808128001
ID,2016,Globe,CEMPLANT,1,5.057336247293535
ID,2016,Globe,FERTPLANT,1,9.715408015273675e-05
ID,2016,Globe,LA1_PROD,1,473.9223422084719
ID,2016,Globe,MFOOFACTOR,1,5.868228743765225
ID,2016,Globe,PAPPLANT,1,2.881430408778826
ID,2016,Globe,PETAPLANT,1,2.2744591094349317e-06
ID,2016,Globe,PETBPLANT,1,32.330272593661206
ID,2016,Globe,STEPLANT,1,12.513572542962335
ID,2016,Globe,XALUMINE,1,1.289450245055057
ID,2016,Globe,XCEMMINE,1,21.71620184587844
ID,2016,Globe,XPHOMINE,1,3.1089305648875767e-07
ID,2016,Globe,XPOTMINE,1,6.800785610691573e-08
ID,2016,Globe,XSTEMINE,1,19.25751219354103
ID,2016,Globe,ALURECYCLE,1,52.47031651052631
ID,2016,Globe,LA,1,3734.0494220780406
ID,2016,Globe,LA1,1,473.9223422084719
ID,2016,Globe,LA2,1,3260.1270798695696
ID,2016,Globe,LA2_PROD,1,3260.1270798695696
ID,2016,Globe,LandRes,1,10924.73003645789
ID,2016,Globe,LF,1,3290.680614379848
ID,2016,Globe,LF1,1,1799.3440810259199
ID,2016,Globe,LF2,1,1491.3365333539275
ID,2016,Globe,LF2_PROD,1,1491.336533353928
ID,2016,Globe,LO,1,3899.999999999999
ID,2017,Globe,ALUPLANT,1,1.457109372386014
ID,2017,Globe,ALURCPLANT,1,15.985045699999999
ID,2017,Globe,C1BFRDF00,1,0.24810336378036071
ID,2017,Globe,C1BMBRFH1,1,1.5697818629032798
ID,2017,Globe,C1BMBRFN1,1,0.24814843852097482
ID,2017,Globe,C1BMCHP00,1,1.6653788010288324
ID,2017,Globe,C1BMHTF03,1,5.487322682708313
ID,2017,Globe,C1BMLP000,1,2.714102993497873
ID,2017,Globe,C1CO00I00,1,69.1481413963868
ID,2017,Globe,C1COBRFH1,1,5.868541371095277
ID,2017,Globe,C1COCHP00,1,5.995517274439262
ID,2017,Globe,C1COHTF03,1,28.209265467840005
ID,2017,Globe,C1COSCP00,1,14.766059085327578
ID,2017,Globe,C1ELEFF00,1,46.30958393954738
ID,2017,Globe,C1ELRDF00,1,0.09166
ID,2017,Globe,C1GOCVP00,1,0.8833642306559999
ID,2017,Globe,C1GOHTF03,1,1.1157676473600002
ID,2017,Globe,C1HFGCPCH,1,0.509056438916017
ID,2017,Globe,C1HFMRF00,1,86.69971983140954
ID,2017,Globe,C1HPASF01,1,2.22
ID,2017,Globe,C1HTOOTFI,1,43.766448555149296
ID,2017,Globe,C1HTOOTFR,1,19.500227826986215
ID,2017,Globe,C1HYDMP00,1,6.3006474057696
ID,2017,Globe,C1LFAVF00,1,1.744
ID,2017,Globe,C1LFRDF00,1,10.577655660000001
ID,2017,Globe,C1LFRLF00,1,10.02338123361281
ID,2017,Globe,C1NG00I00,1,51.94538823257015
