REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
Globe,ALUPLANT,1,2010,34.322
Globe,ALUPLANT,1,2011,34.61898
Globe,ALUPLANT,1,2012,34.91595
Globe,ALUPLANT,1,2013,35.21293
Globe,ALUPLANT,1,2014,35.50991
Globe,ALUPLANT,1,2015,35.80689
Globe,ALUPLANT,1,2016,36.10387
Globe,ALUPLANT,1,2017,36.40084
Globe,ALUPLANT,1,2018,36.69782
Globe,ALUPLANT,1,2019,36.9948
Globe,ALUPLANT,1,2020,37.29178
Globe,ALUPLANT,1,2021,37.58875
Globe,ALUPLANT,1,2022,37.88573
Globe,ALUPLANT,1,2023,38.18271
Globe,ALUPLANT,1,2024,38.47969
Globe,ALUPLANT,1,2025,38.77666
Globe,ALUPLANT,1,2026,39.07364
Globe,ALUPLANT,1,2027,39.37062
Globe,ALUPLANT,1,2028,39.6676
Globe,ALUPLANT,1,2029,39.96457
Globe,ALUPLANT,1,2030,40.26155
Globe,ALUPLANT,1,2031,40.55853
Globe,ALUPLANT,1,2032,40.85551
Globe,ALUPLANT,1,2033,41.15248
Globe,ALUPLANT,1,2034,41.44946
Globe,ALUPLANT,1,2035,41.74644
Globe,ALUPLANT,1,2036,42.04342
Globe,ALUPLANT,1,2037,42.34039
Globe,ALUPLANT,1,2038,42.63737
Globe,ALUPLANT,1,2039,42.93435
Globe,ALUPLANT,1,2040,43.23133
Globe,ALUPLANT,1,2041,43.5283
Globe,ALUPLANT,1,2042,43.82528
Globe,ALUPLANT,1,2043,44.12226
Globe,ALUPLANT,1,2044,44.41924
Globe,ALUPLANT,1,2045,44.71621
Globe,ALUPLANT,1,2046,45.01319
Globe,ALUPLANT,1,2047,45.31017
Globe,ALUPLANT,1,2048,45.60715
Globe,ALUPLANT,1,2049,45.90412
Globe,ALUPLANT,1,2050,46.2011
Globe,ALUPLANT,1,2051,46.2011
Globe,ALUPLANT,1,2052,46.2011
Globe,ALUPLANT,1,2053,46.2011
Globe,ALUPLANT,1,2054,46.2011
Globe,ALUPLANT,1,2055,46.2011
Globe,ALUPLANT,1,2056,46.2011
Globe,ALUPLANT,1,2057,46.2011
Globe,ALUPLANT,1,2058,46.2011
Globe,ALUPLANT,1,2059,46.2011
Globe,ALUPLANT,1,2060,46.2011
Globe,ALUPLANT,1,2061,46.2011
Globe,ALUPLANT,1,2062,46.2011
Globe,ALUPLANT,1,2063,46.2011
Globe,ALUPLANT,1,2064,46.2011
Globe,ALUPLANT,1,2065,46.2011
Globe,ALUPLANT,1,2066,46.2011
Globe,ALUPLANT,1,2067,46.2011
Globe,ALUPLANT,1,2068,46.2011
Globe,ALUPLANT,1,2069,46.2011
Globe,ALUPLANT,1,2070,46.2011
Globe,ALUPLANT,2,2010,9999999.0
Globe,ALUPLANT,2,2011,9999999.0
Globe,ALUPLANT,2,2012,9999999.0
Globe,ALUPLANT,2,2013,9999999.0
Globe,ALUPLANT,2,2014,9999999.0
Globe,ALUPLANT,2,2015,9999999.0
Globe,ALUPLANT,2,2016,9999999.0
Globe,ALUPLANT,2,2017,9999999.0
Globe,ALUPLANT,2,2018,9999999.0
Globe,ALUPLANT,2,2019,9999999.0
Globe,ALUPLANT,2,2020,9999999.0
Globe,ALUPLANT,2,2021,9999999.0
Globe,ALUPLANT,2,2022,9999999.0
Globe,ALUPLANT,2,2023,9999999.0
Globe,ALUPLANT,2,2024,9999999.0
Globe,ALUPLANT,2,2025,9999999.0
Globe,ALUPLANT,2,2026,9999999.0
Globe,ALUPLANT,2,2027,9999999.0
Globe,ALUPLANT,2,2028,9999999.0
Globe,ALUPLANT,2,2029,9999999.0
Globe,ALUPLANT,2,2030,9999999.0
Globe,ALUPLANT,2,2031,9999999.0
Globe,ALUPLANT,2,2032,9999999.0
Globe,ALUPLANT,2,2033,9999999.0
Globe,ALUPLANT,2,2034,9999999.0
Globe,ALUPLANT,2,2035,9999999.0
Globe,ALUPLANT,2,2036,9999999.0
Globe,ALUPLANT,2,2037,9999999.0
Globe,ALUPLANT,2,2038,9999999.0
Globe,ALUPLANT,2,2039,9999999.0
Globe,ALUPLANT,2,2040,9999999.0
Globe,ALUPLANT,2,2041,9999999.0
Globe,ALUPLANT,2,2042,9999999.0
Globe,ALUPLANT,2,2043,9999999.0
Globe,ALUPLANT,2,2044,9999999.0
Globe,ALUPLANT,2,2045,9999999.0
Globe,ALUPLANT,2,2046,9999999.0
Globe,ALUPLANT,2,2047,9999999.0
Globe,ALUPLANT,2,2048,9999999.0
Globe,ALUPLANT,2,2049,9999999.0
Globe,ALUPLANT,2,2050,9999999.0
Globe,ALUPLANT,2,2051,9999999.0
Globe,ALUPLANT,2,2052,9999999.0
Globe,ALUPLANT,2,2053,9999999.0
Globe,ALUPLANT,2,2054,9999999.0
Globe,ALUPLANT,2,2055,9999999.0
Globe,ALUPLANT,2,2056,9999999.0
Globe,ALUPLANT,2,2057,9999999.0
Globe,ALUPLANT,2,2058,9999999.0
Globe,ALUPLANT,2,2059,9999999.0
Globe,ALUPLANT,2,2060,9999999.0
Globe,ALUPLANT,2,2061,9999999.0
Globe,ALUPLANT,2,2062,9999999.0
Globe,ALUPLANT,2,2063,9999999.0
Globe,ALUPLANT,2,2064,9999999.0
Globe,ALUPLANT,2,2065,9999999.0
Globe,ALUPLANT,2,2066,9999999.0
Globe,ALUPLANT,2,2067,9999999.0
Globe,ALUPLANT,2,2068,9999999.0
Globe,ALUPLANT,2,2069,9999999.0
Globe,ALUPLANT,2,2070,9999999.0
Globe,BACKSTOP,1,2010,9999.0
Globe,BACKSTOP,1,2011,9999.0
Globe,BACKSTOP,1,2012,9999.0
Globe,BACKSTOP,1,2013,9999.0
Globe,BACKSTOP,1,2014,9999.0
Globe,BACKSTOP,1,2015,9999.0
Globe,BACKSTOP,1,2016,9999.0
Globe,BACKSTOP,1,2017,9999.0
Globe,BACKSTOP,1,2018,9999.0
Globe,BACKSTOP,1,2019,9999.0
Globe,BACKSTOP,1,2020,9999.0
Globe,BACKSTOP,1,2021,9999.0
Globe,BACKSTOP,1,2022,9999.0
Globe,BACKSTOP,1,2023,9999.0
Globe,BACKSTOP,1,2024,9999.0
Globe,BACKSTOP,1,2025,9999.0
Globe,BACKSTOP,1,2026,9999.0
Globe,BACKSTOP,1,2027,9999.0
Globe,BACKSTOP,1,2028,9999.0
Globe,BACKSTOP,1,2029,9999.0
Globe,BACKSTOP,1,2030,9999.0
Globe,BACKSTOP,1,2031,9999.0
Globe,BACKSTOP,1,2032,9999.0
Globe,BACKSTOP,1,2033,9999.0
Globe,BACKSTOP,1,2034,9999.0
Globe,BACKSTOP,1,2035,9999.0
Globe,BACKSTOP,1,2036,9999.0
Globe,BACKSTOP,1,2037,9999.0
Globe,BACKSTOP,1,2038,9999.0
Globe,BACKSTOP,1,2039,9999.0
Globe,BACKSTOP,1,2040,9999.0
Globe,BACKSTOP,1,2041,9999.0
Globe,BACKSTOP,1,2042,9999.0
Globe,BACKSTOP,1,2043,9999.0
Globe,BACKSTOP,1,2044,9999.0
Globe,BACKSTOP,1,2045,9999.0
Globe,BACKSTOP,1,2046,9999.0
Globe,BACKSTOP,1,2047,9999.0
Globe,BACKSTOP,1,2048,9999.0
Globe,BACKSTOP,1,2049,9999.0
Globe,BACKSTOP,1,2050,9999.0
Globe,BACKSTOP,1,2051,9999.0
Globe,BACKSTOP,1,2052,9999.0
Globe,BACKSTOP,1,2053,9999.0
Globe,BACKSTOP,1,2054,9999.0
Globe,BACKSTOP,1,2055,9999.0
Globe,BACKSTOP,1,2056,9999.0
Globe,BACKSTOP,1,2057,9999.0
Globe,BACKSTOP,1,2058,9999.0
Globe,BACKSTOP,1,2059,9999.0
Globe,BACKSTOP,1,2060,9999.0
Globe,BACKSTOP,1,2061,9999.0
Globe,BACKSTOP,1,2062,9999.0
Globe,BACKSTOP,1,2063,9999.0
Globe,BACKSTOP,1,2064,9999.0
Globe,BACKSTOP,1,2065,9999.0
Globe,BACKSTOP,1,2066,9999.0
Globe,BACKSTOP,1,2067,9999.0
Globe,BACKSTOP,1,2068,9999.0
Globe,BACKSTOP,1,2069,9999.0
Globe,BACKSTOP,1,2070,9999.0
Globe,BACKSTOP,2,2010,9999999.0
Globe,BACKSTOP,2,2011,9999999.0
Globe,BACKSTOP,2,2012,9999999.0
Globe,BACKSTOP,2,2013,9999999.0
Globe,BACKSTOP,2,2014,9999999.0
Globe,BACKSTOP,2,2015,9999999.0
Globe,BACKSTOP,2,2016,9999999.0
Globe,BACKSTOP,2,2017,9999999.0
Globe,BACKSTOP,2,2018,9999999.0
Globe,BACKSTOP,2,2019,9999999.0
Globe,BACKSTOP,2,2020,9999999.0
Globe,BACKSTOP,2,2021,9999999.0
Globe,BACKSTOP,2,2022,9999999.0
Globe,BACKSTOP,2,2023,9999999.0
Globe,BACKSTOP,2,2024,9999999.0
Globe,BACKSTOP,2,2025,9999999.0
Globe,BACKSTOP,2,2026,9999999.0
Globe,BACKSTOP,2,2027,9999999.0
Globe,BACKSTOP,2,2028,9999999.0
Globe,BACKSTOP,2,2029,9999999.0
Globe,BACKSTOP,2,2030,9999999.0
Globe,BACKSTOP,2,2031,9999999.0
Globe,BACKSTOP,2,2032,9999999.0
Globe,BACKSTOP,2,2033,9999999.0
Globe,BACKSTOP,2,2034,9999999.0
Globe,BACKSTOP,2,2035,9999999.0
Globe,BACKSTOP,2,2036,9999999.0
Globe,BACKSTOP,2,2037,9999999.0
Globe,BACKSTOP,2,2038,9999999.0
Globe,BACKSTOP,2,2039,9999999.0
Globe,BACKSTOP,2,2040,9999999.0
Globe,BACKSTOP,2,2041,9999999.0
Globe,BACKSTOP,2,2042,9999999.0
Globe,BACKSTOP,2,2043,9999999.0
Globe,BACKSTOP,2,2044,9999999.0
Globe,BACKSTOP,2,2045,9999999.0
Globe,BACKSTOP,2,2046,9999999.0
Globe,BACKSTOP,2,2047,9999999.0
Globe,BACKSTOP,2,2048,9999999.0
Globe,BACKSTOP,2,2049,9999999.0
Globe,BACKSTOP,2,2050,9999999.0
Globe,BACKSTOP,2,2051,9999999.0
Globe,BACKSTOP,2,2052,9999999.0
Globe,BACKSTOP,2,2053,9999999.0
Globe,BACKSTOP,2,2054,9999999.0
Globe,BACKSTOP,2,2055,9999999.0
Globe,BACKSTOP,2,2056,9999999.0
Globe,BACKSTOP,2,2057,9999999.0
Globe,BACKSTOP,2,2058,9999999.0
Globe,BACKSTOP,2,2059,9999999.0
Globe,BACKSTOP,2,2060,9999999.0
Globe,BACKSTOP,2,2061,9999999.0
Globe,BACKSTOP,2,2062,9999999.0
Globe,BACKSTOP,2,2063,9999999.0
Globe,BACKSTOP,2,2064,9999999.0
Globe,BACKSTOP,2,2065,9999999.0
Globe,BACKSTOP,2,2066,9999999.0
Globe,BACKSTOP,2,2067,9999999.0
Globe,BACKSTOP,2,2068,9999999.0
Globe,BACKSTOP,2,2069,9999999.0
Globe,BACKSTOP,2,2070,9999999.0
Globe,C1BFRDF00,1,2010,53.33333
Globe,C1BFRDF00,1,2011,53.33333
Globe,C1BFRDF00,1,2012,53.33333
Globe,C1BFRDF00,1,2013,53.33333
Globe,C1BFRDF00,1,2014,53.33333
Globe,C1BFRDF00,1,2015,53.33333
Globe,C1BFRDF00,1,2016,53.33333
Globe,C1BFRDF00,1,2017,53.33333
Globe,C1BFRDF00,1,2018,53.33333
Globe,C1BFRDF00,1,2019,53.33333
Globe,C1BFRDF00,1,2020,53.33333
Globe,C1BFRDF00,1,2021,53.33333
Globe,C1BFRDF00,1,2022,53.33333
Globe,C1BFRDF00,1,2023,53.33333
Globe,C1BFRDF00,1,2024,53.33333
Globe,C1BFRDF00,1,2025,53.33333
Globe,C1BFRDF00,1,2026,53.33333
Globe,C1BFRDF00,1,2027,53.33333
Globe,C1BFRDF00,1,2028,53.33333
Globe,C1BFRDF00,1,2029,53.33333
Globe,C1BFRDF00,1,2030,53.33333
Globe,C1BFRDF00,1,2031,53.33333
Globe,C1BFRDF00,1,2032,53.33333
Globe,C1BFRDF00,1,2033,53.33333
Globe,C1BFRDF00,1,2034,53.33333
Globe,C1BFRDF00,1,2035,53.33333
Globe,C1BFRDF00,1,2036,53.33333
Globe,C1BFRDF00,1,2037,53.33333
Globe,C1BFRDF00,1,2038,53.33333
Globe,C1BFRDF00,1,2039,53.33333
Globe,C1BFRDF00,1,2040,53.33333
Globe,C1BFRDF00,1,2041,53.33333
Globe,C1BFRDF00,1,2042,53.33333
Globe,C1BFRDF00,1,2043,53.33333
Globe,C1BFRDF00,1,2044,53.33333
Globe,C1BFRDF00,1,2045,53.33333
Globe,C1BFRDF00,1,2046,53.33333
Globe,C1BFRDF00,1,2047,53.33333
Globe,C1BFRDF00,1,2048,53.33333
Globe,C1BFRDF00,1,2049,53.33333
Globe,C1BFRDF00,1,2050,53.33333
Globe,C1BFRDF00,1,2051,53.33333
Globe,C1BFRDF00,1,2052,53.33333
Globe,C1BFRDF00,1,2053,53.33333
Globe,C1BFRDF00,1,2054,53.33333
Globe,C1BFRDF00,1,2055,53.33333
Globe,C1BFRDF00,1,2056,53.33333
Globe,C1BFRDF00,1,2057,53.33333
Globe,C1BFRDF00,1,2058,53.33333
Globe,C1BFRDF00,1,2059,53.33333
Globe,C1BFRDF00,1,2060,53.33333
Globe,C1BFRDF00,1,2061,53.33333
Globe,C1BFRDF00,1,2062,53.33333
Globe,C1BFRDF00,1,2063,53.33333
Globe,C1BFRDF00,1,2064,53.33333
Globe,C1BFRDF00,1,2065,53.33333
Globe,C1BFRDF00,1,2066,53.33333
Globe,C1BFRDF00,1,2067,53.33333
Globe,C1BFRDF00,1,2068,53.33333
Globe,C1BFRDF00,1,2069,53.33333
Globe,C1BFRDF00,1,2070,53.33333
Globe,C1BFRDF00,2,2010,9999999.0
Globe,C1BFRDF00,2,2011,9999999.0
Globe,C1BFRDF00,2,2012,9999999.0
Globe,C1BFRDF00,2,2013,9999999.0
Globe,C1BFRDF00,2,2014,9999999.0
Globe,C1BFRDF00,2,2015,9999999.0
Globe,C1BFRDF00,2,2016,9999999.0
Globe,C1BFRDF00,2,2017,9999999.0
Globe,C1BFRDF00,2,2018,9999999.0
Globe,C1BFRDF00,2,2019,9999999.0
Globe,C1BFRDF00,2,2020,9999999.0
Globe,C1BFRDF00,2,2021,9999999.0
Globe,C1BFRDF00,2,2022,9999999.0
Globe,C1BFRDF00,2,2023,9999999.0
Globe,C1BFRDF00,2,2024,9999999.0
Globe,C1BFRDF00,2,2025,9999999.0
Globe,C1BFRDF00,2,2026,9999999.0
Globe,C1BFRDF00,2,2027,9999999.0
Globe,C1BFRDF00,2,2028,9999999.0
Globe,C1BFRDF00,2,2029,9999999.0
Globe,C1BFRDF00,2,2030,9999999.0
Globe,C1BFRDF00,2,2031,9999999.0
Globe,C1BFRDF00,2,2032,9999999.0
Globe,C1BFRDF00,2,2033,9999999.0
Globe,C1BFRDF00,2,2034,9999999.0
Globe,C1BFRDF00,2,2035,9999999.0
Globe,C1BFRDF00,2,2036,9999999.0
Globe,C1BFRDF00,2,2037,9999999.0
Globe,C1BFRDF00,2,2038,9999999.0
Globe,C1BFRDF00,2,2039,9999999.0
Globe,C1BFRDF00,2,2040,9999999.0
Globe,C1BFRDF00,2,2041,9999999.0
Globe,C1BFRDF00,2,2042,9999999.0
Globe,C1BFRDF00,2,2043,9999999.0
Globe,C1BFRDF00,2,2044,9999999.0
Globe,C1BFRDF00,2,2045,9999999.0
Globe,C1BFRDF00,2,2046,9999999.0
Globe,C1BFRDF00,2,2047,9999999.0
Globe,C1BFRDF00,2,2048,9999999.0
Globe,C1BFRDF00,2,2049,9999999.0
Globe,C1BFRDF00,2,2050,9999999.0
Globe,C1BFRDF00,2,2051,9999999.0
Globe,C1BFRDF00,2,2052,9999999.0
Globe,C1BFRDF00,2,2053,9999999.0
Globe,C1BFRDF00,2,2054,9999999.0
Globe,C1BFRDF00,2,2055,9999999.0
Globe,C1BFRDF00,2,2056,9999999.0
Globe,C1BFRDF00,2,2057,9999999.0
Globe,C1BFRDF00,2,2058,9999999.0
Globe,C1BFRDF00,2,2059,9999999.0
Globe,C1BFRDF00,2,2060,9999999.0
Globe,C1BFRDF00,2,2061,9999999.0
Globe,C1BFRDF00,2,2062,9999999.0
Globe,C1BFRDF00,2,2063,9999999.0
Globe,C1BFRDF00,2,2064,9999999.0
Globe,C1BFRDF00,2,2065,9999999.0
Globe,C1BFRDF00,2,2066,9999999.0
Globe,C1BFRDF00,2,2067,9999999.0
Globe,C1BFRDF00,2,2068,9999999.0
Globe,C1BFRDF00,2,2069,9999999.0
Globe,C1BFRDF00,2,2070,9999999.0
Globe,C1BMBRFH1,1,2010,1e-05
Globe,C1BMBRFH1,1,2011,1e-05
Globe,C1BMBRFH1,1,2012,1e-05
Globe,C1BMBRFH1,1,2013,1e-05
Globe,C1BMBRFH1,1,2014,1e-05
Globe,C1BMBRFH1,1,2015,1e-05
Globe,C1BMBRFH1,1,2016,1e-05
Globe,C1BMBRFH1,1,2017,1e-05
Globe,C1BMBRFH1,1,2018,1e-05
Globe,C1BMBRFH1,1,2019,1e-05
Globe,C1BMBRFH1,1,2020,1e-05
Globe,C1BMBRFH1,1,2021,1e-05
Globe,C1BMBRFH1,1,2022,1e-05
Globe,C1BMBRFH1,1,2023,1e-05
Globe,C1BMBRFH1,1,2024,1e-05
Globe,C1BMBRFH1,1,2025,1e-05
Globe,C1BMBRFH1,1,2026,1e-05
Globe,C1BMBRFH1,1,2027,1e-05
Globe,C1BMBRFH1,1,2028,1e-05
Globe,C1BMBRFH1,1,2029,1e-05
Globe,C1BMBRFH1,1,2030,1e-05
Globe,C1BMBRFH1,1,2031,1e-05
Globe,C1BMBRFH1,1,2032,1e-05
Globe,C1BMBRFH1,1,2033,1e-05
Globe,C1BMBRFH1,1,2034,1e-05
Globe,C1BMBRFH1,1,2035,1e-05
Globe,C1BMBRFH1,1,2036,1e-05
Globe,C1BMBRFH1,1,2037,1e-05
Globe,C1BMBRFH1,1,2038,1e-05
Globe,C1BMBRFH1,1,2039,1e-05
Globe,C1BMBRFH1,1,2040,1e-05
Globe,C1BMBRFH1,1,2041,1e-05
Globe,C1BMBRFH1,1,2042,1e-05
Globe,C1BMBRFH1,1,2043,1e-05
Globe,C1BMBRFH1,1,2044,1e-05
Globe,C1BMBRFH1,1,2045,1e-05
Globe,C1BMBRFH1,1,2046,1e-05
Globe,C1BMBRFH1,1,2047,1e-05
Globe,C1BMBRFH1,1,2048,1e-05
Globe,C1BMBRFH1,1,2049,1e-05
Globe,C1BMBRFH1,1,2050,1e-05
Globe,C1BMBRFH1,1,2051,1e-05
Globe,C1BMBRFH1,1,2052,1e-05
Globe,C1BMBRFH1,1,2053,1e-05
Globe,C1BMBRFH1,1,2054,1e-05
Globe,C1BMBRFH1,1,2055,1e-05
Globe,C1BMBRFH1,1,2056,1e-05
Globe,C1BMBRFH1,1,2057,1e-05
Globe,C1BMBRFH1,1,2058,1e-05
Globe,C1BMBRFH1,1,2059,1e-05
Globe,C1BMBRFH1,1,2060,1e-05
Globe,C1BMBRFH1,1,2061,1e-05
Globe,C1BMBRFH1,1,2062,1e-05
Globe,C1BMBRFH1,1,2063,1e-05
Globe,C1BMBRFH1,1,2064,1e-05
Globe,C1BMBRFH1,1,2065,1e-05
Globe,C1BMBRFH1,1,2066,1e-05
Globe,C1BMBRFH1,1,2067,1e-05
Globe,C1BMBRFH1,1,2068,1e-05
Globe,C1BMBRFH1,1,2069,1e-05
Globe,C1BMBRFH1,1,2070,1e-05
Globe,C1BMBRFH1,2,2010,1e-05
Globe,C1BMBRFH1,2,2011,1e-05
Globe,C1BMBRFH1,2,2012,1e-05
Globe,C1BMBRFH1,2,2013,1e-05
Globe,C1BMBRFH1,2,2014,1e-05
Globe,C1BMBRFH1,2,2015,1e-05
Globe,C1BMBRFH1,2,2016,1e-05
Globe,C1BMBRFH1,2,2017,1e-05
Globe,C1BMBRFH1,2,2018,1e-05
Globe,C1BMBRFH1,2,2019,1e-05
Globe,C1BMBRFH1,2,2020,1e-05
Globe,C1BMBRFH1,2,2021,1e-05
Globe,C1BMBRFH1,2,2022,1e-05
Globe,C1BMBRFH1,2,2023,1e-05
Globe,C1BMBRFH1,2,2024,1e-05
Globe,C1BMBRFH1,2,2025,1e-05
Globe,C1BMBRFH1,2,2026,1e-05
Globe,C1BMBRFH1,2,2027,1e-05
Globe,C1BMBRFH1,2,2028,1e-05
Globe,C1BMBRFH1,2,2029,1e-05
Globe,C1BMBRFH1,2,2030,1e-05
Globe,C1BMBRFH1,2,2031,1e-05
Globe,C1BMBRFH1,2,2032,1e-05
Globe,C1BMBRFH1,2,2033,1e-05
Globe,C1BMBRFH1,2,2034,1e-05
Globe,C1BMBRFH1,2,2035,1e-05
Globe,C1BMBRFH1,2,2036,1e-05
Globe,C1BMBRFH1,2,2037,1e-05
Globe,C1BMBRFH1,2,2038,1e-05
Globe,C1BMBRFH1,2,2039,1e-05
Globe,C1BMBRFH1,2,2040,1e-05
Globe,C1BMBRFH1,2,2041,1e-05
Globe,C1BMBRFH1,2,2042,1e-05
Globe,C1BMBRFH1,2,2043,1e-05
Globe,C1BMBRFH1,2,2044,1e-05
Globe,C1BMBRFH1,2,2045,1e-05
Globe,C1BMBRFH1,2,2046,1e-05
Globe,C1BMBRFH1,2,2047,1e-05
Globe,C1BMBRFH1,2,2048,1e-05
Globe,C1BMBRFH1,2,2049,1e-05
Globe,C1BMBRFH1,2,2050,1e-05
Globe,C1BMBRFH1,2,2051,1e-05
Globe,C1BMBRFH1,2,2052,1e-05
Globe,C1BMBRFH1,2,2053,1e-05
Globe,C1BMBRFH1,2,2054,1e-05
Globe,C1BMBRFH1,2,2055,1e-05
Globe,C1BMBRFH1,2,2056,1e-05
Globe,C1BMBRFH1,2,2057,1e-05
Globe,C1BMBRFH1,2,2058,1e-05
Globe,C1BMBRFH1,2,2059,1e-05
Globe,C1BMBRFH1,2,2060,1e-05
Globe,C1BMBRFH1,2,2061,1e-05
Globe,C1BMBRFH1,2,2062,1e-05
Globe,C1BMBRFH1,2,2063,1e-05
Globe,C1BMBRFH1,2,2064,1e-05
Globe,C1BMBRFH1,2,2065,1e-05
Globe,C1BMBRFH1,2,2066,1e-05
Globe,C1BMBRFH1,2,2067,1e-05
Globe,C1BMBRFH1,2,2068,1e-05
Globe,C1BMBRFH1,2,2069,1e-05
Globe,C1BMBRFH1,2,2070,1e-05
Globe,C1BMBRFN1,1,2010,1e-05
Globe,C1BMBRFN1,1,2011,1e-05
Globe,C1BMBRFN1,1,2012,1e-05
Globe,C1BMBRFN1,1,2013,1e-05
Globe,C1BMBRFN1,1,2014,1e-05
Globe,C1BMBRFN1,1,2015,1e-05
Globe,C1BMBRFN1,1,2016,1e-05
Globe,C1BMBRFN1,1,2017,1e-05
Globe,C1BMBRFN1,1,2018,1e-05
Globe,C1BMBRFN1,1,2019,1e-05
Globe,C1BMBRFN1,1,2020,1e-05
Globe,C1BMBRFN1,1,2021,1e-05
Globe,C1BMBRFN1,1,2022,1e-05
Globe,C1BMBRFN1,1,2023,1e-05
Globe,C1BMBRFN1,1,2024,1e-05
Globe,C1BMBRFN1,1,2025,1e-05
Globe,C1BMBRFN1,1,2026,1e-05
Globe,C1BMBRFN1,1,2027,1e-05
Globe,C1BMBRFN1,1,2028,1e-05
Globe,C1BMBRFN1,1,2029,1e-05
Globe,C1BMBRFN1,1,2030,1e-05
Globe,C1BMBRFN1,1,2031,1e-05
Globe,C1BMBRFN1,1,2032,1e-05
Globe,C1BMBRFN1,1,2033,1e-05
Globe,C1BMBRFN1,1,2034,1e-05
Globe,C1BMBRFN1,1,2035,1e-05
Globe,C1BMBRFN1,1,2036,1e-05
Globe,C1BMBRFN1,1,2037,1e-05
Globe,C1BMBRFN1,1,2038,1e-05
Globe,C1BMBRFN1,1,2039,1e-05
Globe,C1BMBRFN1,1,2040,1e-05
Globe,C1BMBRFN1,1,2041,1e-05
Globe,C1BMBRFN1,1,2042,1e-05
Globe,C1BMBRFN1,1,2043,1e-05
Globe,C1BMBRFN1,1,2044,1e-05
Globe,C1BMBRFN1,1,2045,1e-05
Globe,C1BMBRFN1,1,2046,1e-05
Globe,C1BMBRFN1,1,2047,1e-05
Globe,C1BMBRFN1,1,2048,1e-05
Globe,C1BMBRFN1,1,2049,1e-05
Globe,C1BMBRFN1,1,2050,1e-05
Globe,C1BMBRFN1,1,2051,1e-05
Globe,C1BMBRFN1,1,2052,1e-05
Globe,C1BMBRFN1,1,2053,1e-05
Globe,C1BMBRFN1,1,2054,1e-05
Globe,C1BMBRFN1,1,2055,1e-05
Globe,C1BMBRFN1,1,2056,1e-05
Globe,C1BMBRFN1,1,2057,1e-05
Globe,C1BMBRFN1,1,2058,1e-05
Globe,C1BMBRFN1,1,2059,1e-05
Globe,C1BMBRFN1,1,2060,1e-05
Globe,C1BMBRFN1,1,2061,1e-05
Globe,C1BMBRFN1,1,2062,1e-05
Globe,C1BMBRFN1,1,2063,1e-05
Globe,C1BMBRFN1,1,2064,1e-05
Globe,C1BMBRFN1,1,2065,1e-05
Globe,C1BMBRFN1,1,2066,1e-05
Globe,C1BMBRFN1,1,2067,1e-05
Globe,C1BMBRFN1,1,2068,1e-05
Globe,C1BMBRFN1,1,2069,1e-05
Globe,C1BMBRFN1,1,2070,1e-05
Globe,C1BMBRFN1,2,2010,1e-05
Globe,C1BMBRFN1,2,2011,1e-05
Globe,C1BMBRFN1,2,2012,1e-05
Globe,C1BMBRFN1,2,2013,1e-05
Globe,C1BMBRFN1,2,2014,1e-05
Globe,C1BMBRFN1,2,2015,1e-05
Globe,C1BMBRFN1,2,2016,1e-05
Globe,C1BMBRFN1,2,2017,1e-05
Globe,C1BMBRFN1,2,2018,1e-05
Globe,C1BMBRFN1,2,2019,1e-05
Globe,C1BMBRFN1,2,2020,1e-05
Globe,C1BMBRFN1,2,2021,1e-05
Globe,C1BMBRFN1,2,2022,1e-05
Globe,C1BMBRFN1,2,2023,1e-05
Globe,C1BMBRFN1,2,2024,1e-05
Globe,C1BMBRFN1,2,2025,1e-05
Globe,C1BMBRFN1,2,2026,1e-05
Globe,C1BMBRFN1,2,2027,1e-05
Globe,C1BMBRFN1,2,2028,1e-05
Globe,C1BMBRFN1,2,2029,1e-05
Globe,C1BMBRFN1,2,2030,1e-05
Globe,C1BMBRFN1,2,2031,1e-05
Globe,C1BMBRFN1,2,2032,1e-05
Globe,C1BMBRFN1,2,2033,1e-05
Globe,C1BMBRFN1,2,2034,1e-05
Globe,C1BMBRFN1,2,2035,1e-05
Globe,C1BMBRFN1,2,2036,1e-05
Globe,C1BMBRFN1,2,2037,1e-05
Globe,C1BMBRFN1,2,2038,1e-05
Globe,C1BMBRFN1,2,2039,1e-05
Globe,C1BMBRFN1,2,2040,1e-05
Globe,C1BMBRFN1,2,2041,1e-05
Globe,C1BMBRFN1,2,2042,1e-05
Globe,C1BMBRFN1,2,2043,1e-05
Globe,C1BMBRFN1,2,2044,1e-05
Globe,C1BMBRFN1,2,2045,1e-05
Globe,C1BMBRFN1,2,2046,1e-05
Globe,C1BMBRFN1,2,2047,1e-05
Globe,C1BMBRFN1,2,2048,1e-05
Globe,C1BMBRFN1,2,2049,1e-05
Globe,C1BMBRFN1,2,2050,1e-05
Globe,C1BMBRFN1,2,2051,1e-05
Globe,C1BMBRFN1,2,2052,1e-05
Globe,C1BMBRFN1,2,2053,1e-05
Globe,C1BMBRFN1,2,2054,1e-05
Globe,C1BMBRFN1,2,2055,1e-05
Globe,C1BMBRFN1,2,2056,1e-05
Globe,C1BMBRFN1,2,2057,1e-05
Globe,C1BMBRFN1,2,2058,1e-05
Globe,C1BMBRFN1,2,2059,1e-05
