TIMESLICE,YEAR,MODE_OF_OPERATION,TECHNOLOGY,REGION,VALUE
ID,2011,1,LA,Globe,2535.23635993
ID,2011,1,LA1,Globe,751.3363783799999
ID,2011,1,LA1_i,Globe,183.900001565
ID,2011,1,LA1_i_PROD,Globe,183.900001565
ID,2011,1,LA1_PROD,Globe,751.3363783799999
ID,2011,1,LA2,Globe,1600.0000029
ID,2011,1,LA2_PROD,Globe,1600.0000029
ID,2011,1,LandRes,Globe,6152.2618219000005
ID,2011,1,LF,Globe,1833.2
ID,2011,1,LF1,Globe,588.9155
ID,2011,1,LF2,Globe,1244.2845
ID,2011,1,LF2_PROD,Globe,1244.2845
ID,2011,1,LO,Globe,1783.8255077999997
ID,2011,1,MFOOFACTOR,Globe,2.7757800645699997
ID,2011,1,PAPPLANT,Globe,3.0554699220099995
ID,2011,1,PETAPLANT,Globe,4.6792778308e-06
ID,2011,1,PETBPLANT,Globe,18.9610983274
ID,2011,1,STEPLANT,Globe,13.183952305699998
ID,2011,1,VFOOFACTOR,Globe,32.5222026602
ID,2011,1,XALUMINE,Globe,1.7014098771000001
ID,2011,1,XCEMMINE,Globe,21.8228362692
ID,2011,1,XPHOMINE,Globe,6.129343155499999e-07
ID,2011,1,XPOTMINE,Globe,1.3407941389399998e-07
ID,2011,1,XSTEMINE,Globe,20.2892457695
ID,2012,1,ALUPLANT,Globe,2.04495265702
ID,2012,1,C1BFRDF00,Globe,0.27805061
ID,2012,1,C1BMBRFH1,Globe,8.4195140855
ID,2012,1,C1BMBRFN1,Globe,1.011706416
ID,2012,1,C1BMCHP00,Globe,0.226705322391
ID,2012,1,C1BMLP000,Globe,3.16208855903
ID,2012,1,C1CO00I00,Globe,69.17928508
ID,2012,1,C1COBRFH1,Globe,2.99465099136
ID,2012,1,C1COCHP00,Globe,1.0150723086899998
ID,2012,1,C1COHTF03,Globe,18.0791934706
ID,2012,1,C1COIGP00,Globe,0.0433588464
ID,2012,1,C1COSCP00,Globe,12.221092878599999
ID,2012,1,C1ELEFF00,Globe,37.558033308
ID,2012,1,C1ELRLF00,Globe,1.55000002286
ID,2012,1,C1GOCVP00,Globe,0.135279600768
ID,2012,1,C1GOHTF03,Globe,2.1196219636299993
ID,2012,1,C1HFGCPCH,Globe,0.17380610447
ID,2012,1,C1HFMRF00,Globe,43.474337999999996
ID,2012,1,C1HTOOTFI,Globe,40.1484975219
ID,2012,1,C1HTOOTFR,Globe,1.8285669994699998
ID,2012,1,C1HYDMP00,Globe,5.6605971236
ID,2012,1,C1HYMIP00,Globe,0.47203332614
ID,2012,1,C1LFAVF00,Globe,0.21778416
ID,2012,1,C1LFBRFH1,Globe,6.844916734999999
ID,2012,1,C1LFBRFN1,Globe,1.1562359039999999
ID,2012,1,C1LFCCP00,Globe,0.411437294278
ID,2012,1,C1LFRDF00,Globe,8.834285209799999
ID,2012,1,C1LFRLF00,Globe,3.377671
ID,2012,1,C1NG00I00,Globe,51.553213736
ID,2012,1,C1NGBRFH1,Globe,9.874254528500002
ID,2012,1,C1NGBRFN1,Globe,1.4452948799999998
ID,2012,1,C1NGCCP00,Globe,6.1829715883
ID,2012,1,C1NGCCPCH,Globe,1.1180801375
ID,2012,1,C1NGGCP00,Globe,2.08820856924
ID,2012,1,C1NGGCPCH,Globe,1.10239866972
ID,2012,1,C1NGHTF03,Globe,9.4115818882
ID,2012,1,C1NU00I00,Globe,15.6427423466
ID,2012,1,C1NULWP00,Globe,5.6431248944
ID,2012,1,C1OCCVP00,Globe,0.0019077892416000002
ID,2012,1,C1OI00I00,Globe,77.3367501
ID,2012,1,C1OIHTF03,Globe,7.0175340551
ID,2012,1,C1OIRFP00,Globe,15.649510062700001
ID,2012,2,C1OIRFP00,Globe,53.868687409
ID,2012,1,C1SOC1P00,Globe,0.041624492544000004
ID,2012,1,C1SOTHF00,Globe,0.5619306585099999
ID,2012,1,C1SOV1P00,Globe,0.30401777800799995
ID,2012,1,C1SOV2P00,Globe,0.23182529875199998
ID,2012,1,C1WDOFP00,Globe,0.0222170728037
ID,2012,1,C1WDONP00,Globe,0.7188550075
ID,2012,1,CEMPLANT,Globe,5.0292852072
ID,2012,1,FERTPLANT,Globe,0.00019393023620699999
ID,2012,1,LA,Globe,2546.89725347
ID,2012,1,LA1,Globe,762.99722609
ID,2012,1,LA1_i,Globe,183.900001565
ID,2012,1,LA1_i_PROD,Globe,183.900001565
ID,2012,1,LA1_PROD,Globe,762.99722609
ID,2012,1,LA2,Globe,1600.0000029
ID,2012,1,LA2_PROD,Globe,1600.0000029
ID,2012,1,LandRes,Globe,6163.9228071
ID,2012,1,LF,Globe,1833.2
ID,2012,1,LF1,Globe,588.9155
ID,2012,1,LF2,Globe,1244.2845
ID,2012,1,LF2_PROD,Globe,1244.2845
ID,2012,1,LO,Globe,1783.8255077999997
ID,2012,1,MFOOFACTOR,Globe,2.80767893615
ID,2012,1,PAPPLANT,Globe,3.0734755207499997
ID,2012,1,PETAPLANT,Globe,4.696747310200001e-06
ID,2012,1,PETBPLANT,Globe,19.573062651
ID,2012,1,STEPLANT,Globe,13.277602702599998
ID,2012,1,VFOOFACTOR,Globe,33.0195383627
ID,2012,1,XALUMINE,Globe,1.7928406812699997
ID,2012,1,XCEMMINE,Globe,21.112938735199997
ID,2012,1,XPHOMINE,Globe,6.2057660554e-07
ID,2012,1,XPOTMINE,Globe,1.3575116397000002e-07
ID,2012,1,XSTEMINE,Globe,20.433367828799998
ID,2013,1,ALUPLANT,Globe,2.0665105390600003
ID,2013,1,C1BFRDF00,Globe,0.274336335982
ID,2013,1,C1BMBRFH1,Globe,6.4946902912
ID,2013,1,C1BMBRFN1,Globe,1.011706416
ID,2013,1,C1BMCHP00,Globe,0.30523081103099997
ID,2013,1,C1BMHTF03,Globe,2.5084001909599998
ID,2013,1,C1BMLP000,Globe,3.0960933590299997
ID,2013,1,C1CO00I00,Globe,57.621041574
ID,2013,1,C1COBRFH1,Globe,3.1420710691200004
ID,2013,1,C1COCHP00,Globe,0.79516062843
ID,2013,1,C1COHTF03,Globe,18.255519812599996
ID,2013,1,C1COIGP00,Globe,0.04914002592
ID,2013,1,C1COSCP00,Globe,15.800859054700002
ID,2013,1,C1ELEFF00,Globe,38.7938772969
ID,2013,1,C1ELRLF00,Globe,1.58000002005
ID,2013,1,C1GOCVP00,Globe,0.108802225702
ID,2013,1,C1GOHTF03,Globe,3.1693303406499997
ID,2013,1,C1HFGCPCH,Globe,0.208593608869
ID,2013,1,C1HFMRF00,Globe,44.785076
ID,2013,1,C1HTOOTFI,Globe,41.150191457800005
ID,2013,1,C1HTOOTFR,Globe,3.29151202073
ID,2013,1,C1HYDMP00,Globe,5.4557585637
ID,2013,1,C1HYMIP00,Globe,0.446347412259
ID,2013,1,C1LFAVF00,Globe,0.23767437999999996
ID,2013,1,C1LFBRFH1,Globe,6.430116737800001
ID,2013,1,C1LFBRFN1,Globe,1.373030136
ID,2013,1,C1LFCCP00,Globe,0.48339087090999994
ID,2013,1,C1LFRDF00,Globe,10.2361575397
ID,2013,1,C1LFRLF00,Globe,3.377671
ID,2013,1,C1NG00I00,Globe,52.12676243699999
ID,2013,1,C1NGBRFH1,Globe,10.0043310677
ID,2013,1,C1NGBRFN1,Globe,1.8066185999999997
ID,2013,1,C1NGCCP00,Globe,6.7611614934
ID,2013,1,C1NGCCPCH,Globe,0.94574545101
ID,2013,1,C1NGGCP00,Globe,2.2670052399
ID,2013,1,C1NGGCPCH,Globe,0.9927510821699999
ID,2013,1,C1NGHTF03,Globe,9.595312524999999
ID,2013,1,C1NU00I00,Globe,8.6927158815
ID,2013,1,C1NULWP00,Globe,3.140432005
ID,2013,1,C1OCCVP00,Globe,0.0019077892416000002
ID,2013,1,C1OI00I00,Globe,77.61205091
ID,2013,1,C1OIHTF03,Globe,6.3371414168
ID,2013,1,C1OIRFP00,Globe,7.156420036899999
ID,2013,2,C1OIRFP00,Globe,66.47929770699999
ID,2013,1,C1SOC1P00,Globe,0.041624492544000004
ID,2013,1,C1SOTHF00,Globe,0.61049253898
ID,2013,1,C1SOV1P00,Globe,0.298959245928
ID,2013,1,C1SOV2P00,Globe,0.22835659104
ID,2013,1,C1WDOFP00,Globe,0.0223991801419
ID,2013,1,C1WDONP00,Globe,0.70008061051
ID,2013,1,CEMPLANT,Globe,5.0166865402
ID,2013,1,FERTPLANT,Globe,0.00019633672826
ID,2013,1,LA,Globe,2558.64733219
ID,2013,1,LA1,Globe,774.74735064
ID,2013,1,LA1_i,Globe,183.900001565
ID,2013,1,LA1_i_PROD,Globe,183.900001565
ID,2013,1,LA1_PROD,Globe,774.74735064
ID,2013,1,LA2,Globe,1600.0000029
ID,2013,1,LA2_PROD,Globe,1600.0000029
ID,2013,1,LandRes,Globe,6171.871562300001
ID,2013,1,LF,Globe,1829.39853899
ID,2013,1,LF1,Globe,588.9155
ID,2013,1,LF2,Globe,1240.48303899
ID,2013,1,LF2_PROD,Globe,1240.48303899
ID,2013,1,LO,Globe,1783.8255077999997
ID,2013,1,MFOOFACTOR,Globe,2.83899778325
ID,2013,1,PAPPLANT,Globe,3.0912844629600005
ID,2013,1,PETAPLANT,Globe,4.7143565711e-06
ID,2013,1,PETBPLANT,Globe,20.1679882972
ID,2013,1,STEPLANT,Globe,13.3712530995
ID,2013,1,VFOOFACTOR,Globe,33.5206802467
ID,2013,1,XALUMINE,Globe,1.8271518149
ID,2013,1,XCEMMINE,Globe,21.180450908199997
ID,2013,1,XPHOMINE,Globe,6.282773746100001e-07
ID,2013,1,XPOTMINE,Globe,1.37435709782e-07
ID,2013,1,XSTEMINE,Globe,20.5774894298
ID,2014,1,ALUPLANT,Globe,2.0818339828799997
ID,2014,1,C1BFRDF00,Globe,0.20899886980999996
ID,2014,1,C1BMBRFH1,Globe,7.3143383011
ID,2014,1,C1BMBRFN1,Globe,1.011706416
ID,2014,1,C1BMCHP00,Globe,0.35749368856799996
ID,2014,1,C1BMHTF03,Globe,1.9129953462799998
ID,2014,1,C1BMLP000,Globe,2.3406130320500003
ID,2014,1,C1CO00I00,Globe,74.54139508
ID,2014,1,C1COBRFH1,Globe,3.2894911468799997
ID,2014,1,C1COCHP00,Globe,0.7878744833699999
ID,2014,1,C1COHTF03,Globe,18.1292636622
ID,2014,1,C1COIGP00,Globe,0.040562233804799994
ID,2014,1,C1COSCP00,Globe,13.4349059282
ID,2014,1,C1ELEFF00,Globe,39.990473390400005
ID,2014,1,C1ELRLF00,Globe,0.8350000058099999
ID,2014,1,C1GOCVP00,Globe,0.128342185344
ID,2014,1,C1GOHTF03,Globe,3.2715115795799994
ID,2014,1,C1HFGCPCH,Globe,0.30205289925199996
ID,2014,1,C1HFMRF00,Globe,46.09123099999999
ID,2014,1,C1HTOOTFI,Globe,42.149731842
ID,2014,1,C1HTOOTFR,Globe,1.8815269558899999
ID,2014,1,C1HYDMP00,Globe,5.7458885868000005
ID,2014,1,C1HYMIP00,Globe,0.46139595399
ID,2014,1,C1LFAVF00,Globe,0.26430160999999996
ID,2014,1,C1LFBRFH1,Globe,6.013872178999999
ID,2014,1,C1LFBRFN1,Globe,1.589824368
ID,2014,1,C1LFCCP00,Globe,0.56047638095
ID,2014,1,C1LFRDF00,Globe,8.0488987913
ID,2014,1,C1LFRLF00,Globe,3.450999
ID,2014,1,C1NG00I00,Globe,53.353012832
ID,2014,1,C1NGBRFH1,Globe,10.132962587
ID,2014,1,C1NGBRFN1,Globe,2.1679423200000003
ID,2014,1,C1NGCCP00,Globe,7.3490352775
ID,2014,1,C1NGCCPCH,Globe,0.95541567267
ID,2014,1,C1NGGCP00,Globe,2.30275795618
ID,2014,1,C1NGGCPCH,Globe,1.0024081964499998
ID,2014,1,C1NGHTF03,Globe,9.2077758782
ID,2014,1,C1NU00I00,Globe,15.0169139897
ID,2014,1,C1NULWP00,Globe,5.4330369662999995
ID,2014,1,C1OCCVP00,Globe,0.0019077892416000002
ID,2014,1,C1OI00I00,Globe,77.88730589
ID,2014,1,C1OIHTF03,Globe,6.629502444299999
ID,2014,1,C1OIRFP00,Globe,20.378852127200002
ID,2014,2,C1OIRFP00,Globe,46.930703693
ID,2014,1,C1SOC1P00,Globe,0.041624492544000004
ID,2014,1,C1SOTHF00,Globe,0.65905446528
ID,2014,1,C1SOV1P00,Globe,0.294406567056
ID,2014,1,C1SOV2P00,Globe,0.224309765376
ID,2014,1,C1WDOFP00,Globe,0.0220436374181
ID,2014,1,C1WDONP00,Globe,0.6809420025099999
ID,2014,1,CEMPLANT,Globe,5.0303883353
ID,2014,1,FERTPLANT,Globe,0.00019875540192700001
ID,2014,1,LA,Globe,2570.45694408
ID,2014,1,LA1,Globe,786.5569167
ID,2014,1,LA1_i,Globe,183.900001565
ID,2014,1,LA1_i_PROD,Globe,183.900001565
ID,2014,1,LA1_PROD,Globe,786.5569167
ID,2014,1,LA2,Globe,1600.0000029
ID,2014,1,LA2_PROD,Globe,1600.0000029
ID,2014,1,LandRes,Globe,6172.6515889
ID,2014,1,LF,Globe,1820.8259
ID,2014,1,LF1,Globe,588.9155
ID,2014,1,LF2,Globe,1231.9104
ID,2014,1,LF2_PROD,Globe,1231.9104
ID,2014,1,LO,Globe,1781.3685615
ID,2014,1,MFOOFACTOR,Globe,2.8708966548299997
ID,2014,1,PAPPLANT,Globe,3.1089104976399997
ID,2014,1,PETAPLANT,Globe,4.7319575825999994e-06
ID,2014,1,PETBPLANT,Globe,20.7467726174
ID,2014,1,STEPLANT,Globe,13.4649034964
ID,2014,1,VFOOFACTOR,Globe,34.0243592795
ID,2014,1,XALUMINE,Globe,1.85622563362
ID,2014,1,XCEMMINE,Globe,21.3590288781
ID,2014,1,XPHOMINE,Globe,6.360171450099999e-07
ID,2014,1,XPOTMINE,Globe,1.39128779974e-07
ID,2014,1,XSTEMINE,Globe,20.7216110308
ID,2015,1,ALUPLANT,Globe,2.05858089497
ID,2015,1,C1BFRDF00,Globe,0.266734138076
ID,2015,1,C1BMBRFH1,Globe,5.960706170899999
ID,2015,1,C1BMBRFN1,Globe,1.5175596240000002
ID,2015,1,C1BMCHP00,Globe,0.346437182736
ID,2015,1,C1BMHTF03,Globe,2.70703731024
ID,2015,1,C1BMLP000,Globe,2.96410295903
ID,2015,1,C1CO00I00,Globe,77.22245008
ID,2015,1,C1COBRFH1,Globe,3.72597020064
ID,2015,1,C1COCHP00,Globe,0.8721429293099999
ID,2015,1,C1COHTF03,Globe,18.5685643774
ID,2015,1,C1COIGP00,Globe,0.04914002592
ID,2015,1,C1COSCP00,Globe,15.522390016800001
ID,2015,1,C1ELEFF00,Globe,41.1245931113
ID,2015,1,C1ELRLF00,Globe,0.90500001453
ID,2015,1,C1GOCVP00,Globe,0.10403019986699999
ID,2015,1,C1GOHTF03,Globe,2.68207897969
ID,2015,1,C1HFGCPCH,Globe,0.41078214526199996
ID,2015,1,C1HFMRF00,Globe,47.397386
ID,2015,1,C1HTOOTFI,Globe,43.1469527699
ID,2015,1,C1HTOOTFR,Globe,2.5225904880299996
ID,2015,1,C1HYDMP00,Globe,5.5317172057
ID,2015,1,C1HYMIP00,Globe,0.436174252179
ID,2015,1,C1LFAVF00,Globe,0.29322034
ID,2015,1,C1LFBRFH1,Globe,5.5990721817999995
ID,2015,1,C1LFBRFN1,Globe,1.951148088
ID,2015,1,C1LFCCP00,Globe,0.5684716077699999
ID,2015,1,C1LFRDF00,Globe,8.350468440699998
ID,2015,1,C1LFRLF00,Globe,3.515161
ID,2015,1,C1NG00I00,Globe,53.365964389999995
ID,2015,1,C1NGBRFH1,Globe,9.5403916862
ID,2015,1,C1NGBRFN1,Globe,2.673795528
ID,2015,1,C1NGCCP00,Globe,8.0549895983
ID,2015,1,C1NGCCPCH,Globe,1.21289145413
ID,2015,1,C1NGGCP00,Globe,1.1586528407099999
ID,2015,1,C1NGGCPCH,Globe,1.01303099466
ID,2015,1,C1NGHTF03,Globe,10.0001637458
ID,2015,1,C1NU00I00,Globe,13.119963543099999
ID,2015,1,C1NULWP00,Globe,4.753609966099999
ID,2015,1,C1OCCVP00,Globe,0.0019077892416000002
ID,2015,1,C1OI00I00,Globe,78.1626067
ID,2015,1,C1OIHTF03,Globe,6.385901787
ID,2015,1,C1OIRFP00,Globe,19.9244669258
ID,2015,2,C1OIRFP00,Globe,48.739366311
ID,2015,1,C1SOC1P00,Globe,0.041624492544000004
ID,2015,1,C1SOTHF00,Globe,0.7076163915800001
ID,2015,1,C1SOV1P00,Globe,0.289348034976
ID,2015,1,C1SOV2P00,Globe,0.22084105766399997
ID,2015,1,C1WDOFP00,Globe,0.022221408779999997
ID,2015,1,C1WDONP00,Globe,0.66104898688
ID,2015,1,CEMPLANT,Globe,5.0439347667
ID,2015,1,FERTPLANT,Globe,0.000201559808372
ID,2015,1,LA,Globe,2596.49186716
ID,2015,1,LA1,Globe,800.24991244
ID,2015,1,LA1_i,Globe,183.900001565
ID,2015,1,LA1_i_PROD,Globe,183.900001565
ID,2015,1,LA1_PROD,Globe,800.24991244
ID,2015,1,LA2,Globe,1612.34197607
ID,2015,1,LA2_PROD,Globe,1612.34197607
ID,2015,1,LandRes,Globe,6172.6515889
ID,2015,1,LF,Globe,1820.8259
ID,2015,1,LF1,Globe,588.9155
ID,2015,1,LF2,Globe,1231.9104
ID,2015,1,LF2_PROD,Globe,1231.9104
ID,2015,1,LO,Globe,1755.33363842
ID,2015,1,MFOOFACTOR,Globe,2.9022155019299998
ID,2015,1,PAPPLANT,Globe,3.1263466586299993
ID,2015,1,PETAPLANT,Globe,4.758368495000001e-06
ID,2015,1,PETBPLANT,Globe,21.309864745600002
ID,2015,1,STEPLANT,Globe,13.558553435
ID,2015,1,VFOOFACTOR,Globe,34.531844493799994
ID,2015,1,XALUMINE,Globe,1.85084432085
ID,2015,1,XCEMMINE,Globe,21.5376008901
ID,2015,1,XPHOMINE,Globe,6.449912548000001e-07
ID,2015,1,XPOTMINE,Globe,1.41091866777e-07
ID,2015,1,XSTEMINE,Globe,20.8657321735
ID,2016,1,ALUPLANT,Globe,2.0917280382600003
ID,2016,1,C1BFRDF00,Globe,0.14422508514000001
ID,2016,1,C1BMBRFH1,Globe,6.5151492614999995
ID,2016,1,C1BMBRFN1,Globe,2.0956775759999995
ID,2016,1,C1BMCHP00,Globe,0.334152176256
ID,2016,1,C1BMHTF03,Globe,2.52637545024
ID,2016,1,C1BMLP000,Globe,1.59022331815
ID,2016,1,C1CO00I00,Globe,61.695910614999995
ID,2016,1,C1COBRFH1,Globe,4.162449254399999
ID,2016,1,C1COCHP00,Globe,0.8633984278199999
ID,2016,1,C1COHTF03,Globe,18.3454616459
ID,2016,1,C1COIGP00,Globe,0.04914002592
ID,2016,1,C1COSCP00,Globe,17.1874915347
ID,2016,1,C1ELEFF00,Globe,42.4959559519
ID,2016,1,C1ELRLF00,Globe,1.53500000135
ID,2016,1,C1GOCVP00,Globe,0.122561005824
ID,2016,1,C1GOHTF03,Globe,2.57262034923
ID,2016,1,C1HFGCPCH,Globe,0.47500113945
ID,2016,1,C1HFMRF00,Globe,48.703540999999994
ID,2016,1,C1HTOOTFI,Globe,44.188893695199994
ID,2016,1,C1HTOOTFR,Globe,1.4737170419499999
ID,2016,1,C1HYDMP00,Globe,5.8181574555
ID,2016,1,C1HYMIP00,Globe,0.45075856809099996
ID,2016,1,C1LFAVF00,Globe,0.32461389
ID,2016,1,C1LFBRFH1,Globe,5.1828276230000005
ID,2016,1,C1LFBRFN1,Globe,2.3124718079999997
ID,2016,1,C1LFCCP00,Globe,0.8250094324499999
ID,2016,1,C1LFRDF00,Globe,11.2632715434
ID,2016,1,C1LFRLF00,Globe,3.515161
ID,2016,1,C1NG00I00,Globe,54.427263449
ID,2016,1,C1NGBRFH1,Globe,8.9478207854
ID,2016,1,C1NGBRFN1,Globe,3.179648736
ID,2016,1,C1NGCCP00,Globe,8.7839239977
ID,2016,1,C1NGCCPCH,Globe,1.28226560837
ID,2016,1,C1NGGCP00,Globe,0.79580508989
ID,2016,1,C1NGGCPCH,Globe,1.0709736803399998
ID,2016,1,C1NGHTF03,Globe,10.6214718898
ID,2016,1,C1NU00I00,Globe,9.583554380199999
ID,2016,1,C1NULWP00,Globe,3.4773418548499997
ID,2016,1,C1OCCVP00,Globe,0.0019077892416000002
ID,2016,1,C1OI00I00,Globe,78.43790751
ID,2016,1,C1OIHTF03,Globe,6.053540793799999
ID,2016,1,C1OIRFP00,Globe,6.6976800689
ID,2016,2,C1OIRFP00,Globe,71.740228816
ID,2016,1,C1SOC1P00,Globe,0.040323727152
ID,2016,1,C1SOTHF00,Globe,0.75617827205
ID,2016,1,C1SOV1P00,Globe,0.284795356104
