TIMESLICE,YEAR,MODE_OF_OPERATION,REGION,TECHNOLOGY,VALUE
ID,2016,1,Globe,LA1,814.0493957790181
ID,2016,1,Globe,LA1_i,183.9
ID,2016,1,Globe,LA1_i_PROD,183.9
ID,2016,1,Globe,LA1_PROD,814.0493957790181
ID,2016,1,Globe,LA2,1630.3857505574235
ID,2016,1,Globe,LA2_PROD,1630.3857505574235
ID,2016,1,Globe,LandRes,6172.6514
ID,2016,1,Globe,LF,1717.9907536635576
ID,2016,1,Globe,LF1,660.2884047475767
ID,2016,1,Globe,LF2,1057.7023489159812
ID,2016,1,Globe,LF2_PROD,1057.7023489159812
ID,2016,1,Globe,LO,1826.3255
ID,2016,1,Globe,MFOOFACTOR,2.934694351003363
ID,2016,1,Globe,PAPPLANT,3.143605041335113
ID,2016,1,Globe,PETAPLANT,4.7893819130945765e-06
ID,2016,1,Globe,PETBPLANT,21.858096379061635
ID,2016,1,Globe,STEPLANT,12.905860926347504
ID,2016,1,Globe,VFOOFACTOR,35.04186754630804
ID,2016,1,Globe,XALUMINE,1.896245607603211
ID,2016,1,Globe,XCEMMINE,21.71618350490693
ID,2016,1,Globe,XPHOMINE,6.546548036310361e-07
ID,2016,1,Globe,XPOTMINE,1.4320573829428912e-07
