REGION,TIMESLICE,FUEL,YEAR,VALUE
Globe,ID,C1_F_HEA_I,2018,13.58557022
Globe,IN,C1_F_HEA_I,2018,13.58557022
Globe,IP,C1_F_HEA_I,2018,2.47225956
Globe,ID,C1_F_HEA_I,2019,13.7558745
Globe,IN,C1_F_HEA_I,2019,13.7558745
Globe,IP,C1_F_HEA_I,2019,2.503251
Globe,ID,C1_F_HEA_I,2020,13.92617878
Globe,IN,C1_F_HEA_I,2020,13.92617878
Globe,IP,C1_F_HEA_I,2020,2.5342424400000003
Globe,ID,C1_F_HEA_I,2021,14.1183898
Globe,IN,C1_F_HEA_I,2021,14.1183898
Globe,IP,C1_F_HEA_I,2021,2.5692204000000003
Globe,ID,C1_F_HEA_I,2022,14.31055499
Globe,IN,C1_F_HEA_I,2022,14.31055499
Globe,IP,C1_F_HEA_I,2022,2.6041900200000003
Globe,ID,C1_F_HEA_I,2023,14.502720179999999
Globe,IN,C1_F_HEA_I,2023,14.502720179999999
Globe,IP,C1_F_HEA_I,2023,2.63915964
Globe,ID,C1_F_HEA_I,2024,14.694885369999998
Globe,IN,C1_F_HEA_I,2024,14.694885369999998
Globe,IP,C1_F_HEA_I,2024,2.67412926
Globe,ID,C1_F_HEA_I,2025,14.88709639
Globe,IN,C1_F_HEA_I,2025,14.88709639
Globe,IP,C1_F_HEA_I,2025,2.70910722
Globe,ID,C1_F_HEA_I,2026,15.079261579999999
Globe,IN,C1_F_HEA_I,2026,15.079261579999999
Globe,IP,C1_F_HEA_I,2026,2.74407684
Globe,ID,C1_F_HEA_I,2027,15.27142677
Globe,IN,C1_F_HEA_I,2027,15.27142677
Globe,IP,C1_F_HEA_I,2027,2.77904646
Globe,ID,C1_F_HEA_I,2028,15.46363779
Globe,IN,C1_F_HEA_I,2028,15.46363779
Globe,IP,C1_F_HEA_I,2028,2.8140244200000004
Globe,ID,C1_F_HEA_I,2029,15.65580298
Globe,IN,C1_F_HEA_I,2029,15.65580298
Globe,IP,C1_F_HEA_I,2029,2.8489940400000004
Globe,ID,C1_F_HEA_I,2030,15.84796817
Globe,IN,C1_F_HEA_I,2030,15.84796817
Globe,IP,C1_F_HEA_I,2030,2.88396366
Globe,ID,C1_F_HEA_I,2031,16.050170129999998
Globe,IN,C1_F_HEA_I,2031,16.050170129999998
Globe,IP,C1_F_HEA_I,2031,2.92075974
Globe,ID,C1_F_HEA_I,2032,16.252372089999998
Globe,IN,C1_F_HEA_I,2032,16.252372089999998
Globe,IP,C1_F_HEA_I,2032,2.95755582
Globe,ID,C1_F_HEA_I,2033,16.45457405
Globe,IN,C1_F_HEA_I,2033,16.45457405
Globe,IP,C1_F_HEA_I,2033,2.9943519000000003
Globe,ID,C1_F_HEA_I,2034,16.65677601
Globe,IN,C1_F_HEA_I,2034,16.65677601
Globe,IP,C1_F_HEA_I,2034,3.0311479800000005
Globe,ID,C1_F_HEA_I,2035,16.858977969999998
Globe,IN,C1_F_HEA_I,2035,16.858977969999998
Globe,IP,C1_F_HEA_I,2035,3.06794406
Globe,ID,C1_F_HEA_I,2036,17.061179929999998
Globe,IN,C1_F_HEA_I,2036,17.061179929999998
Globe,IP,C1_F_HEA_I,2036,3.10474014
Globe,ID,C1_F_HEA_I,2037,17.26338189
Globe,IN,C1_F_HEA_I,2037,17.26338189
Globe,IP,C1_F_HEA_I,2037,3.1415362200000003
Globe,ID,C1_F_HEA_I,2038,17.465583849999998
Globe,IN,C1_F_HEA_I,2038,17.465583849999998
Globe,IP,C1_F_HEA_I,2038,3.1783322999999997
Globe,ID,C1_F_HEA_I,2039,17.667785809999998
Globe,IN,C1_F_HEA_I,2039,17.667785809999998
Globe,IP,C1_F_HEA_I,2039,3.21512838
Globe,ID,C1_F_HEA_I,2040,17.86998777
Globe,IN,C1_F_HEA_I,2040,17.86998777
Globe,IP,C1_F_HEA_I,2040,3.25192446
Globe,ID,C1_F_HEA_I,2041,18.05119959
Globe,IN,C1_F_HEA_I,2041,18.05119959
Globe,IP,C1_F_HEA_I,2041,3.2849008200000003
Globe,ID,C1_F_HEA_I,2042,18.232411409999997
Globe,IN,C1_F_HEA_I,2042,18.232411409999997
Globe,IP,C1_F_HEA_I,2042,3.31787718
Globe,ID,C1_F_HEA_I,2043,18.413577399999998
Globe,IN,C1_F_HEA_I,2043,18.413577399999998
Globe,IP,C1_F_HEA_I,2043,3.3508451999999997
Globe,ID,C1_F_HEA_I,2044,18.59478922
Globe,IN,C1_F_HEA_I,2044,18.59478922
Globe,IP,C1_F_HEA_I,2044,3.38382156
Globe,ID,C1_F_HEA_I,2045,18.77600104
Globe,IN,C1_F_HEA_I,2045,18.77600104
Globe,IP,C1_F_HEA_I,2045,3.41679792
Globe,ID,C1_F_HEA_I,2046,18.95716703
Globe,IN,C1_F_HEA_I,2046,18.95716703
Globe,IP,C1_F_HEA_I,2046,3.4497659400000003
Globe,ID,C1_F_HEA_I,2047,19.138378850000002
Globe,IN,C1_F_HEA_I,2047,19.138378850000002
Globe,IP,C1_F_HEA_I,2047,3.4827423000000004
Globe,ID,C1_F_HEA_I,2048,19.319590669999997
Globe,IN,C1_F_HEA_I,2048,19.319590669999997
Globe,IP,C1_F_HEA_I,2048,3.51571866
Globe,ID,C1_F_HEA_I,2049,19.500802489999998
Globe,IN,C1_F_HEA_I,2049,19.500802489999998
Globe,IP,C1_F_HEA_I,2049,3.5486950200000003
Globe,ID,C1_F_HEA_I,2050,19.68196848
Globe,IN,C1_F_HEA_I,2050,19.68196848
Globe,IP,C1_F_HEA_I,2050,3.58166304
Globe,ID,C1_F_HEA_I,2051,19.68196848
Globe,IN,C1_F_HEA_I,2051,19.68196848
Globe,IP,C1_F_HEA_I,2051,3.58166304
Globe,ID,C1_F_HEA_I,2052,19.68196848
Globe,IN,C1_F_HEA_I,2052,19.68196848
Globe,IP,C1_F_HEA_I,2052,3.58166304
Globe,ID,C1_F_HEA_I,2053,19.68196848
Globe,IN,C1_F_HEA_I,2053,19.68196848
Globe,IP,C1_F_HEA_I,2053,3.58166304
Globe,ID,C1_F_HEA_I,2054,19.68196848
Globe,IN,C1_F_HEA_I,2054,19.68196848
Globe,IP,C1_F_HEA_I,2054,3.58166304
Globe,ID,C1_F_HEA_I,2055,19.68196848
Globe,IN,C1_F_HEA_I,2055,19.68196848
Globe,IP,C1_F_HEA_I,2055,3.58166304
Globe,ID,C1_F_HEA_I,2056,19.68196848
Globe,IN,C1_F_HEA_I,2056,19.68196848
Globe,IP,C1_F_HEA_I,2056,3.58166304
Globe,ID,C1_F_HEA_I,2057,19.68196848
Globe,IN,C1_F_HEA_I,2057,19.68196848
Globe,IP,C1_F_HEA_I,2057,3.58166304
Globe,ID,C1_F_HEA_I,2058,19.68196848
Globe,IN,C1_F_HEA_I,2058,19.68196848
Globe,IP,C1_F_HEA_I,2058,3.58166304
Globe,ID,C1_F_HEA_I,2059,19.68196848
Globe,IN,C1_F_HEA_I,2059,19.68196848
Globe,IP,C1_F_HEA_I,2059,3.58166304
Globe,ID,C1_F_HEA_I,2060,19.68196848
Globe,IN,C1_F_HEA_I,2060,19.68196848
Globe,IP,C1_F_HEA_I,2060,3.58166304
Globe,ID,C1_F_HEA_R,2010,35.69900352
Globe,IN,C1_F_HEA_R,2010,35.69900352
Globe,IP,C1_F_HEA_R,2010,6.4963929600000005
Globe,ID,C1_F_HEA_R,2011,36.19644234
Globe,IN,C1_F_HEA_R,2011,36.19644234
Globe,IP,C1_F_HEA_R,2011,6.58691532
Globe,ID,C1_F_HEA_R,2012,36.69383533
Globe,IN,C1_F_HEA_R,2012,36.69383533
Globe,IP,C1_F_HEA_R,2012,6.677429340000001
Globe,ID,C1_F_HEA_R,2013,37.19127415
Globe,IN,C1_F_HEA_R,2013,37.19127415
Globe,IP,C1_F_HEA_R,2013,6.767951699999999
Globe,ID,C1_F_HEA_R,2014,37.68871297
Globe,IN,C1_F_HEA_R,2014,37.68871297
Globe,IP,C1_F_HEA_R,2014,6.85847406
Globe,ID,C1_F_HEA_R,2015,38.18615179
Globe,IN,C1_F_HEA_R,2015,38.18615179
Globe,IP,C1_F_HEA_R,2015,6.948996419999999
Globe,ID,C1_F_HEA_R,2016,38.683590609999996
Globe,IN,C1_F_HEA_R,2016,38.683590609999996
Globe,IP,C1_F_HEA_R,2016,7.03951878
Globe,ID,C1_F_HEA_R,2017,39.181029429999995
Globe,IN,C1_F_HEA_R,2017,39.181029429999995
Globe,IP,C1_F_HEA_R,2017,7.1300411399999994
Globe,ID,C1_F_HEA_R,2018,39.67846825
Globe,IN,C1_F_HEA_R,2018,39.67846825
Globe,IP,C1_F_HEA_R,2018,7.2205635
Globe,ID,C1_F_HEA_R,2019,40.175907069999994
Globe,IN,C1_F_HEA_R,2019,40.175907069999994
Globe,IP,C1_F_HEA_R,2019,7.3110858599999995
Globe,ID,C1_F_HEA_R,2020,40.67334589
Globe,IN,C1_F_HEA_R,2020,40.67334589
Globe,IP,C1_F_HEA_R,2020,7.40160822
Globe,ID,C1_F_HEA_R,2021,41.2346259
Globe,IN,C1_F_HEA_R,2021,41.2346259
Globe,IP,C1_F_HEA_R,2021,7.5037482
Globe,ID,C1_F_HEA_R,2022,41.795905909999995
Globe,IN,C1_F_HEA_R,2022,41.795905909999995
Globe,IP,C1_F_HEA_R,2022,7.60588818
Globe,ID,C1_F_HEA_R,2023,42.35718592
Globe,IN,C1_F_HEA_R,2023,42.35718592
Globe,IP,C1_F_HEA_R,2023,7.70802816
Globe,ID,C1_F_HEA_R,2024,42.918465929999996
Globe,IN,C1_F_HEA_R,2024,42.918465929999996
Globe,IP,C1_F_HEA_R,2024,7.81016814
Globe,ID,C1_F_HEA_R,2025,43.479745939999994
Globe,IN,C1_F_HEA_R,2025,43.479745939999994
Globe,IP,C1_F_HEA_R,2025,7.91230812
Globe,ID,C1_F_HEA_R,2026,44.04102595
Globe,IN,C1_F_HEA_R,2026,44.04102595
Globe,IP,C1_F_HEA_R,2026,8.014448100000001
Globe,ID,C1_F_HEA_R,2027,44.60230596
Globe,IN,C1_F_HEA_R,2027,44.60230596
Globe,IP,C1_F_HEA_R,2027,8.116588080000001
Globe,ID,C1_F_HEA_R,2028,45.16358597
Globe,IN,C1_F_HEA_R,2028,45.16358597
Globe,IP,C1_F_HEA_R,2028,8.21872806
Globe,ID,C1_F_HEA_R,2029,45.72486598
Globe,IN,C1_F_HEA_R,2029,45.72486598
Globe,IP,C1_F_HEA_R,2029,8.32086804
Globe,ID,C1_F_HEA_R,2030,46.28614599
Globe,IN,C1_F_HEA_R,2030,46.28614599
Globe,IP,C1_F_HEA_R,2030,8.423008020000001
Globe,ID,C1_F_HEA_R,2031,46.87671137
Globe,IN,C1_F_HEA_R,2031,46.87671137
Globe,IP,C1_F_HEA_R,2031,8.53047726
Globe,ID,C1_F_HEA_R,2032,47.46727675
Globe,IN,C1_F_HEA_R,2032,47.46727675
Globe,IP,C1_F_HEA_R,2032,8.6379465
Globe,ID,C1_F_HEA_R,2033,48.05784213
Globe,IN,C1_F_HEA_R,2033,48.05784213
Globe,IP,C1_F_HEA_R,2033,8.74541574
Globe,ID,C1_F_HEA_R,2034,48.64836168
Globe,IN,C1_F_HEA_R,2034,48.64836168
Globe,IP,C1_F_HEA_R,2034,8.852876640000002
Globe,ID,C1_F_HEA_R,2035,49.238927059999995
Globe,IN,C1_F_HEA_R,2035,49.238927059999995
Globe,IP,C1_F_HEA_R,2035,8.96034588
Globe,ID,C1_F_HEA_R,2036,49.829492439999996
Globe,IN,C1_F_HEA_R,2036,49.829492439999996
Globe,IP,C1_F_HEA_R,2036,9.06781512
Globe,ID,C1_F_HEA_R,2037,50.42005782
Globe,IN,C1_F_HEA_R,2037,50.42005782
Globe,IP,C1_F_HEA_R,2037,9.175284360000001
Globe,ID,C1_F_HEA_R,2038,51.0106232
Globe,IN,C1_F_HEA_R,2038,51.0106232
Globe,IP,C1_F_HEA_R,2038,9.282753600000001
Globe,ID,C1_F_HEA_R,2039,51.60118858
Globe,IN,C1_F_HEA_R,2039,51.60118858
Globe,IP,C1_F_HEA_R,2039,9.39022284
Globe,ID,C1_F_HEA_R,2040,52.19170813
Globe,IN,C1_F_HEA_R,2040,52.19170813
Globe,IP,C1_F_HEA_R,2040,9.497683740000001
Globe,ID,C1_F_HEA_R,2041,52.72095297
Globe,IN,C1_F_HEA_R,2041,52.72095297
Globe,IP,C1_F_HEA_R,2041,9.59399406
Globe,ID,C1_F_HEA_R,2042,53.25015198
Globe,IN,C1_F_HEA_R,2042,53.25015198
Globe,IP,C1_F_HEA_R,2042,9.69029604
Globe,ID,C1_F_HEA_R,2043,53.779396819999995
Globe,IN,C1_F_HEA_R,2043,53.779396819999995
Globe,IP,C1_F_HEA_R,2043,9.78660636
Globe,ID,C1_F_HEA_R,2044,54.30859583
Globe,IN,C1_F_HEA_R,2044,54.30859583
Globe,IP,C1_F_HEA_R,2044,9.88290834
Globe,ID,C1_F_HEA_R,2045,54.837794839999994
Globe,IN,C1_F_HEA_R,2045,54.837794839999994
Globe,IP,C1_F_HEA_R,2045,9.97921032
Globe,ID,C1_F_HEA_R,2046,55.36703968
Globe,IN,C1_F_HEA_R,2046,55.36703968
Globe,IP,C1_F_HEA_R,2046,10.07552064
Globe,ID,C1_F_HEA_R,2047,55.89623869
Globe,IN,C1_F_HEA_R,2047,55.89623869
Globe,IP,C1_F_HEA_R,2047,10.17182262
Globe,ID,C1_F_HEA_R,2048,56.425437699999996
Globe,IN,C1_F_HEA_R,2048,56.425437699999996
Globe,IP,C1_F_HEA_R,2048,10.2681246
Globe,ID,C1_F_HEA_R,2049,56.95468253999999
Globe,IN,C1_F_HEA_R,2049,56.95468253999999
Globe,IP,C1_F_HEA_R,2049,10.364434919999999
Globe,ID,C1_F_HEA_R,2050,57.48388155
Globe,IN,C1_F_HEA_R,2050,57.48388155
Globe,IP,C1_F_HEA_R,2050,10.4607369
Globe,ID,C1_F_HEA_R,2051,57.48388155
Globe,IN,C1_F_HEA_R,2051,57.48388155
Globe,IP,C1_F_HEA_R,2051,10.4607369
Globe,ID,C1_F_HEA_R,2052,57.48388155
Globe,IN,C1_F_HEA_R,2052,57.48388155
Globe,IP,C1_F_HEA_R,2052,10.4607369
Globe,ID,C1_F_HEA_R,2053,57.48388155
Globe,IN,C1_F_HEA_R,2053,57.48388155
Globe,IP,C1_F_HEA_R,2053,10.4607369
Globe,ID,C1_F_HEA_R,2054,57.48388155
Globe,IN,C1_F_HEA_R,2054,57.48388155
Globe,IP,C1_F_HEA_R,2054,10.4607369
Globe,ID,C1_F_HEA_R,2055,57.48388155
Globe,IN,C1_F_HEA_R,2055,57.48388155
Globe,IP,C1_F_HEA_R,2055,10.4607369
Globe,ID,C1_F_HEA_R,2056,57.48388155
Globe,IN,C1_F_HEA_R,2056,57.48388155
Globe,IP,C1_F_HEA_R,2056,10.4607369
Globe,ID,C1_F_HEA_R,2057,57.48388155
Globe,IN,C1_F_HEA_R,2057,57.48388155
Globe,IP,C1_F_HEA_R,2057,10.4607369
Globe,ID,C1_F_HEA_R,2058,57.48388155
Globe,IN,C1_F_HEA_R,2058,57.48388155
Globe,IP,C1_F_HEA_R,2058,10.4607369
Globe,ID,C1_F_HEA_R,2059,57.48388155
Globe,IN,C1_F_HEA_R,2059,57.48388155
Globe,IP,C1_F_HEA_R,2059,10.4607369
Globe,ID,C1_F_HEA_R,2060,57.48388155
Globe,IN,C1_F_HEA_R,2060,57.48388155
Globe,IP,C1_F_HEA_R,2060,10.4607369
