REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,YEAR,VALUE
Globe,C1BMIGPCS,CO2EQ,1,2031,-2.1062600000000007
Globe,C1BMIGPCS,CO2EQ,1,2032,-2.1002300000000007
Globe,C1BMIGPCS,CO2EQ,1,2033,-2.0941900000000007
Globe,C1BMIGPCS,CO2EQ,1,2034,-2.0881499999999997
Globe,C1BMIGPCS,CO2EQ,1,2035,-2.08212
Globe,C1BMIGPCS,CO2EQ,1,2036,-2.07608
Globe,C1BMIGPCS,CO2EQ,1,2037,-2.0700499999999997
Globe,C1BMIGPCS,CO2EQ,1,2038,-2.06401
Globe,C1BMIGPCS,CO2EQ,1,2039,-2.05798
Globe,C1BMIGPCS,CO2EQ,1,2040,-2.0519400000000005
Globe,C1BMIGPCS,CO2EQ,1,2041,-2.0519399999999997
Globe,C1BMIGPCS,CO2EQ,1,2042,-2.0519400000000005
Globe,C1BMIGPCS,CO2EQ,1,2043,-2.0519400000000005
Globe,C1BMIGPCS,CO2EQ,1,2044,-2.0519400000000005
Globe,C1BMIGPCS,CO2EQ,1,2045,-2.0519400000000005
Globe,C1BMIGPCS,CO2EQ,1,2046,-2.0519399999999997
Globe,C1BMIGPCS,CO2EQ,1,2047,-2.05194
Globe,C1BMIGPCS,CO2EQ,1,2048,-2.05194
Globe,C1BMIGPCS,CO2EQ,1,2049,-2.05194
Globe,C1BMIGPCS,CO2EQ,1,2050,-2.0519400000000005
Globe,C1BMIGPCS,CO2EQ,1,2051,-2.05194
Globe,C1BMIGPCS,CO2EQ,1,2052,-2.05194
Globe,C1BMIGPCS,CO2EQ,1,2053,-2.05194
Globe,C1BMIGPCS,CO2EQ,1,2054,-2.05194
Globe,C1BMIGPCS,CO2EQ,1,2055,-2.0519399999999997
Globe,C1BMIGPCS,CO2EQ,1,2056,-2.0519399999999997
Globe,C1BMIGPCS,CO2EQ,1,2057,-2.0519399999999997
Globe,C1BMIGPCS,CO2EQ,1,2058,-2.0519399999999997
Globe,C1BMIGPCS,CO2EQ,1,2059,-2.0519399999999997
Globe,C1BMIGPCS,CO2EQ,1,2060,-2.05194
Globe,C1BMIGPCS,WATER,1,2021,0.027336537178920005
Globe,C1BMIGPCS,WATER,1,2022,0.05467307435784001
Globe,C1BMIGPCS,WATER,1,2023,0.08200961153676001
Globe,C1BMIGPCS,WATER,1,2024,0.10756372494173476
Globe,C1BMIGPCS,WATER,1,2025,0.10862132848274707
Globe,C1BMIGPCS,WATER,1,2026,0.10976089109894911
Globe,C1BMIGPCS,WATER,1,2027,0.110958352696033
Globe,C1BMIGPCS,WATER,1,2028,0.11100000000000003
Globe,C1BMIGPCS,WATER,1,2029,0.11100000000000006
Globe,C1BMIGPCS,WATER,1,2030,0.11100000000000002
